Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
NGMC BARROW (110045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2892736.0,3863.0,5409702.0,,,,9501.0,11421070.0,GA,1636374.0,56.0,12339947.0,2792143.0,4438604.0,3610882.0,6.0,20440.0,153741806.0,33748314.0,8166317.0,1619697.0,,1242.0,1178.0,31657137.0,0.219513,1238394.0,2017-10-01 00:00:00,2018-09-30,2018
NIAGARA FALLS MEMORIAL MEDICAL CENTE (330065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10734011.0,21777.0,3038623.0,,,,-16690.0,57218150.0,NY,5282347.0,133.0,46855950.0,10596986.0,20567958.0,2163398.0,12.0,48545.0,179026737.0,97328440.0,1715860.0,5366288.0,13.58,4578.0,5248.0,55504909.0,0.543653,39569687.0,2018-01-01 00:00:00,2018-12-31,2018
NICHOLAS H. NOYES MEMORIAL HOSPITAL (330238),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5384050.0,8204.0,1425437.0,,,,17434.0,27862231.0,NY,4225027.0,67.0,21788600.0,5094953.0,7197785.0,1016265.0,,24455.0,133658508.0,45522592.0,1194572.0,4114140.0,,2351.0,2811.0,21215200.0,0.340589,20276487.0,2018-01-01 00:00:00,2018-12-31,2018
NINNESCAH VALLEY HEALTH SYSTEMS (171378),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1693.0,147508.0,,,,,5919909.0,KS,1316366.0,25.0,,,29676.0,16752.0,,9125.0,18197360.0,10020103.0,317927.0,1667612.0,,261.0,1569.0,680165.0,0.550635,3083439.0,2018-05-01 00:00:00,2019-04-30,2018
NIOBRARA HEALTH & LIFE CENTER (531314),General Short Term (Critical Access Hospitals),Governmental-City,,7297.0,973740.0,,,,,4585151.0,WY,1407108.0,24.0,,,545153.0,188843.0,,8760.0,7811595.0,8780548.0,730888.0,1371163.0,,51.0,690.0,1079934.0,1.12404,7621828.0,2018-07-01 00:00:00,2019-06-30,2018
NIOBRARA VALLEY HOSPITAL (281303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,314.0,45689.0,,,,,1184648.0,NE,487957.0,15.0,,,45602.0,2032.0,,6240.0,2072354.0,2417075.0,41000.0,455678.0,,19.0,298.0,111242.0,1.166343,325594.0,2018-09-01 00:00:00,2019-08-31,2018
NIX HEALTH CARE SYSTEM (450130),General Short Term (Acute Care Hospitals),Proprietary-Corporation,17490023.0,45460.0,193006.0,,,,11629.0,45016522.0,TX,4143785.0,201.0,42916414.0,15771374.0,11813810.0,,12.0,73365.0,455583328.0,119427481.0,551953.0,4071171.0,,7551.0,8615.0,83341914.0,0.262142,25815420.0,2018-01-01 00:00:00,2018-12-31,2018
NOCONA GENERAL HOSPITAL (450641),General Short Term (Acute Care Hospitals),Governmental-Hospital District,1727801.0,1430.0,1179052.0,,,,,4568836.0,TX,549726.0,18.0,3706969.0,1986562.0,211575.0,659441.0,,6570.0,17624311.0,9259591.0,1018516.0,538703.0,,353.0,1038.0,3432126.0,0.525387,965531.0,2018-07-01 00:00:00,2019-06-30,2018
NOLAND HOSPITAL ANNISTON (012011),General Long Term,Voluntary Nonprofit-Other,,7279.0,,,,,,2890012.0,AL,,38.0,,,,,,13870.0,28608043.0,8590016.0,,,,303.0,6273.0,,,3074769.0,2018-09-01 00:00:00,2019-08-31,2018
NOLAND HOSPITAL BIRMINGHAM (012009),General Long Term,Voluntary Nonprofit-Other,,7440.0,,,,,,3158178.0,AL,,45.0,,,,,,16425.0,25296564.0,8893114.0,,,,304.0,5301.0,,,3197616.0,2018-09-01 00:00:00,2019-08-31,2018
NOLAND HOSPITAL DOTHAN (012010),General Long Term,Voluntary Nonprofit-Other,,8438.0,,,,,,3764921.0,AL,,38.0,,,,,,13870.0,33102269.0,9916952.0,,,,336.0,6736.0,,,3138041.0,2018-09-01 00:00:00,2019-08-31,2018
NOLAND HOSPITAL MONTGOMERY (012007),General Long Term,Voluntary Nonprofit-Other,,5506.0,,,,,,2970403.0,AL,,65.0,,,,,,23725.0,20542354.0,7973581.0,,,,234.0,2935.0,,,3147049.0,2018-09-01 00:00:00,2019-08-31,2018
NOLAND HOSPITAL TUSCALOOSA (012012),General Long Term,Voluntary Nonprofit-Other,,7092.0,,,,,,2908741.0,AL,,32.0,,,,,,11680.0,28805688.0,7686932.0,,,,285.0,5725.0,,,2504532.0,2018-09-01 00:00:00,2019-08-31,2018
NOR-LEA HOSPITAL (321305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1579.0,4269930.0,,,,,36752252.0,NM,5495901.0,25.0,,,10199336.0,1323183.0,,9125.0,233585703.0,69487460.0,9776437.0,6524918.0,,439.0,1055.0,54274923.0,0.297482,20672266.0,2018-07-01 00:00:00,2019-06-30,2018
NORMAN REGIONAL HOSPITAL (370008),General Short Term (Acute Care Hospitals),Governmental-City-County,73240294.0,67721.0,21269831.0,,,,-370172.0,201684480.0,OK,40904647.0,331.0,133032716.0,67135214.0,20179907.0,15715666.0,52.0,120815.0,2012605042.0,313783332.0,32206401.0,39458329.0,25.21,16287.0,28198.0,186381480.0,0.155909,216110139.0,2018-07-01 00:00:00,2019-06-30,2018
NORRISTOWN STATE HOSPITAL (394001),Psychiatric,Governmental-State,,109184.0,26631.0,,,,,49062875.0,PA,311450.0,363.0,,,,,243.0,123604.0,112843372.0,100176346.0,,334245.0,,273.0,124.0,,,,2018-07-01 00:00:00,2019-06-30,2018
NORTH ALABAMA MEDICAL CENTER (010006),General Short Term (Acute Care Hospitals),Proprietary-Corporation,46389532.0,61969.0,7997054.0,,,,-315702.0,51626960.0,AL,13495152.0,233.0,47813125.0,39664353.0,2839106.0,1460491.0,36.0,104170.0,905183018.0,135469724.0,42009758.0,13699961.0,,12472.0,26096.0,79477506.0,0.14966,409703080.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH ALABAMA SPECIALTY HOSPITAL (012014),General Long Term,Proprietary-Corporation,,5122.0,,,,,,2725421.0,AL,,31.0,2725421.0,,,,,11315.0,21132650.0,7765133.0,,,,187.0,3607.0,,,5530643.0,2018-05-01 00:00:00,2019-04-30,2018
NORTH ARKANSAS REGIONAL MEDICAL CTR (040017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10031440.0,9382.0,3889848.0,,,,27240.0,41414102.0,AR,10164485.0,120.0,27478078.0,9118309.0,3097695.0,1928805.0,24.0,43800.0,228850671.0,74766162.0,5987256.0,9957410.0,,2864.0,4118.0,30363694.0,0.326703,30900812.0,2018-04-01 00:00:00,2019-03-31,2018
NORTH AUSTIN MEDICAL CENTER (450809),General Short Term (Acute Care Hospitals),Proprietary-Corporation,56407576.0,117422.0,28976247.0,,,,35058.0,119537437.0,TX,14245822.0,377.0,116218814.0,49976759.0,3618086.0,26087461.0,30.0,137657.0,2707319092.0,320918555.0,20903751.0,13951817.0,,22544.0,22678.0,46895758.0,0.118537,-574346116.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH BALDWIN INFIRMARY (010129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2967755.0,6207.0,3417143.0,,,15200.0,7066.0,12001191.0,AL,1743960.0,55.0,10182444.0,2900842.0,2039725.0,567792.0,4.0,20075.0,89756357.0,32914558.0,7780274.0,1749636.0,,1922.0,1387.0,12459080.0,0.36671,33656674.0,2018-04-01 00:00:00,2019-03-31,2018
NORTH BAY GENERAL HOSPITAL INC. (450605),Acute Care Hospitals,Proprietary-Corporation,,,,,,,,,TX,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00,2018-12-31,2018
NORTH BIG HORN HOSPITAL (531309),General Short Term (Critical Access Hospitals),Proprietary-Individual,,2547.0,1107806.0,,,,,11394763.0,WY,2308191.0,12.0,,,4602668.0,294028.0,,4380.0,30556529.0,21214573.0,1172129.0,2303059.0,,263.0,2150.0,6049468.0,0.694273,4131797.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH CADDO MEDICAL CENTER (191304),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,3399.0,1114405.0,,,,,12732547.0,LA,1372090.0,25.0,,,6572068.0,320230.0,,9125.0,39736203.0,21834880.0,1472077.0,1130623.0,1.0,736.0,1840.0,12626157.0,0.549496,27146219.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH CANYON MEDICAL CENTER (131302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2497.0,1694087.0,,,,,11160053.0,ID,3358681.0,16.0,,,2765064.0,162644.0,,5840.0,36283064.0,26416257.0,2109477.0,3050992.0,,523.0,1723.0,4424245.0,0.72806,42456863.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH CAROLINA BAPTIST HOSPITAL (340047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,238579526.0,233152.0,75782043.0,,,1792801.0,113888.0,497870575.0,NC,95354638.0,797.0,426922512.0,218831252.0,160363922.0,52916370.0,194.0,290801.0,6189041651.0,1418390722.0,95327415.0,95252679.0,648.65,36712.0,57886.0,954772721.0,0.229178,939998098.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH CAROLINA SPECIALTY HOSPITAL (340049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7903569.0,3112.0,247596.0,,,,,11909982.0,NC,5128846.0,18.0,11363140.0,7054914.0,755641.0,79219.0,,6570.0,119210456.0,45579634.0,457360.0,5134623.0,,1621.0,1288.0,3685148.0,0.382346,11440277.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH CENTRAL BRONX HOSPITAL (330385),General Short Term (Acute Care Hospitals),Governmental-City,10916834.0,23652.0,33701193.0,,,,30992.0,89279379.0,NY,2402930.0,130.0,77598796.0,9904533.0,48366749.0,15074389.0,20.0,47450.0,202288310.0,201669421.0,18746279.0,2078809.0,44.17,5267.0,3135.0,169281682.0,0.996867,-75041032.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH CENTRAL HEALTH CARE FACILITIES (524017),Psychiatric,Governmental-County,,5007.0,,,,,,29663356.0,WI,32.0,16.0,,,,,,5840.0,46953810.0,37215215.0,,,1.92,870.0,1345.0,,,18897492.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH CENTRAL SURGICAL HOSPITAL (670049),General Short Term (Acute Care Hospitals),Proprietary-Partnership,8404572.0,2990.0,492384.0,,,,,17288737.0,TX,5503299.0,24.0,18172191.0,7560182.0,195.0,163368.0,,8760.0,232880955.0,65119773.0,1169916.0,5393111.0,,1430.0,1187.0,6460.0,0.279627,18020447.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH COLORADO MEDICAL CENTER (060001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,47506963.0,47757.0,11880642.0,,,,90360.0,99774379.0,CO,21333043.0,225.0,89351156.0,43577964.0,39397557.0,8444394.0,16.0,82125.0,1099828913.0,252124931.0,14507754.0,21045494.0,31.79,10375.0,14951.0,283056110.0,0.22924,228626652.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH COUNTRY HOSPITAL & HEALTH CTR (471304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6110.0,2278214.0,,,,,39172296.0,VT,5105229.0,25.0,,,9045822.0,1359857.0,5.0,9125.0,147481771.0,56831989.0,2438896.0,5695708.0,,1299.0,3427.0,27953459.0,0.385349,32562799.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH CYPRESS MEDICAL CENTER (670024),General Short Term (Acute Care Hospitals),Proprietary-Other,24159560.0,23879.0,3265669.0,,,,20060.0,51087881.0,TX,13070732.0,139.0,50537139.0,21136666.0,-1220521.0,,20.0,33916.0,1121330373.0,133666610.0,24891790.0,12807361.0,,5785.0,10437.0,34375395.0,0.119204,46512756.0,2018-01-01 00:00:00,2018-09-01,2018
NORTH DAKOTA STATE HOSPITAL (354003),Psychiatric,Governmental-State,,31438.0,,,,,,32280550.0,ND,,108.0,,,,,,39420.0,34633802.0,47954066.0,,,,102.0,3305.0,,,,2018-07-01 00:00:00,2019-06-30,2018
NORTH FLORIDA REGIONAL MED CTR (100204),General Short Term (Acute Care Hospitals),Proprietary-Corporation,148168680.0,118860.0,23431420.0,,,1399433.0,-497065.0,105514386.0,FL,27514088.0,381.0,99604104.0,123502562.0,23094840.0,19917875.0,,139065.0,4696860780.0,348793967.0,37734111.0,27410757.0,100.72,23841.0,51501.0,520316440.0,0.074261,-168415951.0,2018-03-01 00:00:00,2019-02-28,2018
NORTH FULTON REGIONAL HOSPITAL (110198),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24624908.0,31733.0,17685837.0,,,,-13440.0,56611319.0,GA,7082472.0,169.0,62004717.0,22017007.0,5477191.0,14798620.0,28.0,61685.0,793926270.0,167910302.0,13348447.0,6930533.0,,6871.0,9801.0,54496336.0,0.211494,315041751.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH HAWAII COMMUNITY HOSPITAL (120028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5357810.0,5420.0,1392774.0,,,50812.0,-15125.0,25362603.0,HI,6507104.0,33.0,17502085.0,5857963.0,5517342.0,753586.0,4.0,12045.0,193879859.0,54515081.0,2255057.0,6392823.0,,1709.0,1193.0,34097634.0,0.28118,79000292.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH KANSAS CITY HOSPITAL (260096),General Short Term (Acute Care Hospitals),Governmental-City-County,76648023.0,84421.0,31337119.0,,,,-23451.0,178809411.0,MO,32045889.0,363.0,167444226.0,66549711.0,22437742.0,25905834.0,14.0,132495.0,1804511285.0,417948278.0,22882999.0,31562095.0,,13097.0,30519.0,108114459.0,0.231613,160670395.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH LINCOLN HOSPITAL (381302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3430.0,2664963.0,,,,,30190142.0,OR,8651453.0,25.0,,,9165524.0,2439186.0,,9125.0,95284921.0,55097576.0,548743.0,8566564.0,,893.0,1814.0,18336731.0,0.57824,9477350.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH MEMORIAL HEALTH CARE (240001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,96977547.0,76323.0,13450821.0,,,246266.0,98654.0,386774960.0,MN,31457923.0,341.0,217153409.0,89083785.0,74377942.0,6436933.0,88.0,124465.0,1545852025.0,501574061.0,21540671.0,31037327.0,22.99,19123.0,28749.0,273672118.0,0.324464,224858161.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH MISSISSIPPI MEDICAL CENTER (250004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,135681562.0,115699.0,50069269.0,,,,-50857.0,266351140.0,MS,96255960.0,527.0,175536000.0,123342723.0,60712852.0,30055668.0,24.0,183381.0,2579364131.0,527257685.0,94582386.0,93726256.0,25.24,23916.0,58636.0,293874925.0,0.204414,315874344.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH MISSISSIPPI STATE HOSPITAL (254009),Psychiatric,Governmental-State,,16916.0,,,,,,4001218.0,MS,,50.0,,,,,,18250.0,9050060.0,5602584.0,,,,446.0,2160.0,,,456595.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH OAKS MEDICAL CENTER (190015),General Short Term (Acute Care Hospitals),Governmental-Hospital District,39556028.0,57101.0,7063407.0,,,90991.0,-27029.0,109563242.0,LA,14190454.0,344.0,91168430.0,37163284.0,33978903.0,688216.0,60.0,125560.0,1693816660.0,233050399.0,42982223.0,13864984.0,,11286.0,18989.0,422283093.0,0.137589,40351125.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH OKALOOSA MEDICAL CENTER (100122),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20869793.0,21143.0,4839565.0,,,,-35572.0,26904111.0,FL,7376314.0,110.0,26790922.0,18207765.0,9598027.0,2923690.0,20.0,40150.0,1210299349.0,68668073.0,29230142.0,7456607.0,,5130.0,10326.0,167516334.0,0.056736,-226107792.0,2018-04-01 00:00:00,2019-03-31,2018
NORTH OTTAWA COMMUNITY HOSPITAL (230174),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3081642.0,3105.0,1114139.0,,,,19757.0,19889095.0,MI,2609657.0,81.0,16986755.0,2778996.0,2416759.0,65794.0,7.0,29565.0,130009953.0,48298629.0,2830797.0,2624357.0,,1386.0,826.0,15203570.0,0.371499,48479461.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH RUNNELS HOSPITAL DISTRICT (451315),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,520.0,311938.0,,,,,3991266.0,TX,781816.0,15.0,,,143584.0,,,5475.0,7344639.0,7401512.0,333677.0,764338.0,,101.0,274.0,454229.0,1.007743,900272.0,2018-07-01 00:00:00,2019-06-30,2018
NORTH SHORE MEDICAL CENTER (220035),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,83404629.0,74422.0,12477381.0,,,,455737.0,176982143.0,MA,27891160.0,292.0,168463535.0,76265389.0,66927808.0,7340441.0,20.0,116644.0,1338210739.0,406580336.0,16553319.0,27968625.0,26.7,16016.0,31188.0,279335487.0,0.303824,756587000.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH SHORE MEDICAL CENTER AND FMC (100029),General Short Term (Acute Care Hospitals),Proprietary-Corporation,52426133.0,108412.0,31276443.0,,,160813.0,-14608.0,115241805.0,FL,4570189.0,748.0,119712196.0,47035975.0,39435199.0,26627877.0,58.0,273020.0,3019954034.0,276929677.0,41286430.0,4481194.0,1.92,23084.0,23484.0,711534096.0,0.0917,36485927.0,2018-06-01 00:00:00,2019-05-31,2018
NORTH SHORE UNIVERSITY HOSPITAL (330106),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,351498026.0,283762.0,23987333.0,,,,690436.0,1356028158.0,NY,65254724.0,764.0,712090016.0,322069062.0,150232289.0,22077228.0,47.0,278860.0,7584948725.0,1568721690.0,8038907.0,63964090.0,335.41,48079.0,101738.0,932324433.0,0.20682,1077143000.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH STAR HOSPITAL (024001),General Short Term (Psychiatric),Voluntary Nonprofit-Other,,,,,,,,,AK,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00,2018-12-31,2018
NORTH SUBURBAN MEDICAL CENTER (060065),General Short Term (Acute Care Hospitals),Proprietary-Corporation,17932477.0,29693.0,9293572.0,,,46052.0,-7362.0,51155806.0,CO,3811062.0,127.0,49921063.0,16557366.0,28457644.0,8144044.0,16.0,46355.0,1575975068.0,121053639.0,12850347.0,3741372.0,1.61,7623.0,6166.0,612007967.0,0.076812,-266266282.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH SUNFLOWER COUNTY HOSPITAL (251318),General Short Term (Critical Access Hospitals),Governmental-County,,6455.0,2609162.0,,,,,26851311.0,MS,5636808.0,25.0,,,4298208.0,119524.0,,9125.0,79825381.0,52503159.0,3945148.0,4670123.0,,499.0,5311.0,9698069.0,0.657725,86175044.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH TAMPA BEHAVIORAL HEALTH (104075),Psychiatric,Proprietary-Corporation,,25515.0,,,,,,8021752.0,FL,115511.0,126.0,,,,,,45990.0,40066139.0,14999004.0,,113201.0,,3522.0,5441.0,,,28622708.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH TEXAS MEDICAL CENTER (450090),General Short Term (Acute Care Hospitals),Governmental-Hospital District,5125363.0,6132.0,4519803.0,,,61897.0,-10443.0,14954671.0,TX,2948784.0,36.0,12512916.0,5989834.0,3827608.0,1439621.0,5.0,13140.0,132531487.0,38240613.0,10665748.0,2889590.0,,1593.0,2516.0,16714976.0,0.28854,44539548.0,2017-10-01 00:00:00,2018-09-30,2018
NORTH TEXAS STATE HOSPITAL (454008),Psychiatric,Governmental-State,,93352.0,,,,,,73821924.0,TX,,312.0,,,,,,113808.0,157103773.0,136382741.0,,,,597.0,2633.0,,,6130558.0,2018-09-01 00:00:00,2019-08-31,2018
NORTH VALLEY HEALTH CENTER (241337),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,973.0,302383.0,,,,,4778925.0,MN,1322952.0,12.0,,,65111.0,39947.0,,4380.0,12411570.0,9978126.0,326438.0,1522143.0,,145.0,781.0,149181.0,0.803937,13050903.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH VALLEY HOSPITAL (271336),Critical Access Hospitals,Voluntary Nonprofit-Other,,5912.0,1925443.0,,,,,25743482.0,MT,5699910.0,25.0,,,8459551.0,650048.0,4.0,9125.0,94040160.0,57421977.0,2108068.0,5726553.0,,1540.0,1754.0,15266701.0,0.610611,33910466.0,2018-04-01 00:00:00,2019-03-31,2018
NORTH VALLEY HOSPITAL (501321),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,2168.0,1155950.0,,,,,7748838.0,WA,2717261.0,21.0,,,4251028.0,290102.0,,7665.0,26666894.0,17049531.0,1411793.0,2576010.0,,326.0,1473.0,9362553.0,0.639352,13020508.0,2018-01-01 00:00:00,2018-12-31,2018
NORTH VALLEY REHAB HOSPITAL (062014),General Long Term,Governmental- Federal,,9026.0,,,,,,9836782.0,CO,73720.0,54.0,8410185.0,,,,,19710.0,211499396.0,22872897.0,,72246.0,,311.0,4038.0,,,4520974.0,2018-09-01 00:00:00,2019-08-31,2018
NORTH VISTA HOSPITAL (290005),General Short Term (Acute Care Hospitals),Proprietary-Corporation,32035171.0,37059.0,3891138.0,,,242794.0,59314.0,40841748.0,NV,2704683.0,136.0,37361024.0,28482748.0,26224469.0,1469350.0,20.0,49640.0,801420982.0,89372603.0,19253879.0,2648331.0,,8357.0,10977.0,348685224.0,0.111518,12704934.0,2018-01-01 00:00:00,2018-12-31,2018
NORTHBAY HOSPITAL GROUP (050367),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,79272872.0,45344.0,8328022.0,,,787963.0,-175924.0,236729331.0,CA,26833792.0,182.0,234134916.0,72395869.0,179568676.0,3948949.0,24.0,66430.0,3799128273.0,439568977.0,35212941.0,26911740.0,,9516.0,20745.0,,0.115703,453000912.0,2018-01-01 00:00:00,2018-12-31,2018
NORTHBROOK BEHAVIORAL HEALTH HOSPITA (314018),Psychiatric,Proprietary-Corporation,,52346.0,,,,,,23431959.0,NJ,,158.0,16034398.0,,,,,57670.0,42933289.0,27558254.0,,,,2356.0,19448.0,,,67137736.0,2018-01-01 00:00:00,2018-12-31,2018
NORTHCOAST RPH (364011),Psychiatric,Governmental-State,,89798.0,,,,,,51275753.0,OH,192893.0,258.0,,,,,,94170.0,3065690.0,47520681.0,,167385.0,,1699.0,4087.0,,,,2018-07-01 00:00:00,2019-06-30,2018
NORTHCREST MEDICAL CENTER (440065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6829327.0,10799.0,4771778.0,,,,11091.0,26237112.0,TN,4685683.0,109.0,25784226.0,6352892.0,6694391.0,3242149.0,8.0,39785.0,263053935.0,58957731.0,6515818.0,4828649.0,,2255.0,2736.0,40982401.0,0.224128,39165099.0,2018-07-01 00:00:00,2019-06-30,2018
NORTHEAST ALABAMA REGIONAL MED CTR (010078),General Short Term (Acute Care Hospitals),Governmental-Other,36094268.0,57468.0,12442712.0,,,,-103614.0,70855709.0,AL,16375353.0,250.0,65334318.0,31281058.0,14208790.0,8462580.0,18.0,91250.0,1302700627.0,155680665.0,29742851.0,16477213.0,,12948.0,23995.0,173151663.0,0.119506,84190602.0,2017-10-01 00:00:00,2018-09-30,2018
NORTHEAST FLORIDA STATE HOSPITAL (104007),Psychiatric,Governmental-State,,21684.0,,,,,,38119005.0,FL,1154023.0,60.0,21729416.0,,,,,21900.0,73570003.0,74330969.0,,598456.0,,33.0,,,,,2018-07-01 00:00:00,2019-06-30,2018
NORTHEAST GEORGIA MEDICAL CENTER (110029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,148081969.0,177326.0,87574061.0,,,,252405.0,562823851.0,GA,57339327.0,545.0,372311017.0,134142550.0,74695297.0,65685480.0,85.0,198925.0,4376535211.0,851712880.0,111458702.0,56872501.0,,37006.0,60212.0,451235720.0,0.194609,1199940518.0,2017-10-01 00:00:00,2018-09-30,2018
NORTHEAST MONTANA HEALTH SERVICES (271341),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1281.0,567715.0,,,,,16008918.0,MT,1504503.0,22.0,,,6253330.0,288415.0,,8030.0,26511892.0,19274992.0,384165.0,1518746.0,,305.0,508.0,9345477.0,0.727032,17019080.0,2018-07-01 00:00:00,2019-06-30,2018
NORTHEAST MONTANA HEALTHCARE-POPLAR (271300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1756.0,478569.0,,,,,3234996.0,MT,729828.0,20.0,,,4498540.0,233485.0,,7300.0,13307181.0,9307050.0,350420.0,597401.0,,129.0,268.0,6891531.0,0.699401,17019080.0,2018-07-01 00:00:00,2019-06-30,2018
NORTHEAST REGIONAL MEDICAL CENTER (260022),General Short Term (Acute Care Hospitals),Proprietary-Corporation,16694391.0,9673.0,1869309.0,,,,59233.0,17430627.0,MO,5581490.0,51.0,16042940.0,17357923.0,6256648.0,765252.0,10.0,18615.0,327019626.0,48028563.0,6777337.0,5603247.0,32.81,2151.0,5452.0,45471275.0,0.146868,-181296480.0,2018-06-01 00:00:00,2019-05-31,2018
NORTHEAST REHABILITATION HOSPITAL (303026),Rehabilitation,Proprietary-Individual,,42157.0,,,,,,54895868.0,NH,2231925.0,135.0,,,,,,49275.0,177406166.0,85664286.0,,2186770.0,,3482.0,28347.0,,,16011852.0,2018-06-01 00:00:00,2019-05-31,2018
NORTHEASTERN CENTER (154050),Psychiatric,Voluntary Nonprofit-Other,,3889.0,,,,,,10015426.0,IN,236812.0,16.0,,,,,,5840.0,14485507.0,8815107.0,,232078.0,,584.0,628.0,,,2205352.0,2018-07-01 00:00:00,2019-06-30,2018
NORTHEASTERN NEVADA REGIONAL HOSPITA (290008),General Short Term (Acute Care Hospitals),Proprietary-Corporation,8133613.0,5159.0,2763120.0,,,70099.0,10149.0,20543819.0,NV,3646039.0,59.0,16778700.0,8421209.0,2971377.0,8959.0,7.0,21535.0,207969771.0,46284041.0,12164665.0,3734019.0,,1958.0,1942.0,43830573.0,0.222552,-347073337.0,2018-07-01 00:00:00,2019-06-30,2018
NORTHEASTERN VT REGIONAL HOSPITAL (471303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5948.0,3045588.0,,,,,38463875.0,VT,8023286.0,25.0,,,10999676.0,1738714.0,4.0,9125.0,145343013.0,67974040.0,3046072.0,8626833.0,,1694.0,3002.0,33464448.0,0.46768,24919713.0,2017-10-01 00:00:00,2018-09-30,2018
