Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
KFH - SAN JOSE (050604),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10824831.0,4065237.0,0.241168,1.0,443174469.0,,15742841.0,17135394.0,,1837619793.0,235.0,46814.0,1222826.0,170846851.0,85775.0,11131.0,4893151.0,2021-12-31,CA,2251.0,1434436.0,24.0,2885166.0,-3030.0,2021-01-01 00:00:00,27.48,32649.0,158087038.0,,113204125.0,1016.87,211.0,2021
KFH - SAN LEANDRO (050777),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8667688.0,3723326.0,0.247714,1.0,467467211.0,,9687627.0,21046868.0,,1887126480.0,206.0,48001.0,1429249.0,199386267.0,75190.0,11512.0,6653917.0,2021-12-31,CA,1607.0,1430407.0,40.0,2075058.0,17961.0,2021-01-01 00:00:00,4.98,96196.0,184986884.0,,140186205.0,1051.92,166.0,2021
KFH - SAN RAFAEL (050510),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2652362.0,2521969.0,0.271381,1.0,215491179.0,,2743870.0,7226220.0,,794052638.0,107.0,15534.0,435213.0,81396134.0,42340.0,3538.0,1330737.0,2021-12-31,CA,520.0,447933.0,12.0,2160832.0,14134.0,2021-01-01 00:00:00,1.98,17038.0,72448857.0,,44817629.0,498.01,95.0,2021
KFH - SANTA CLARA (050071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,30390696.0,4095177.0,0.271617,1.0,940547990.0,,30398484.0,26748489.0,,3462770121.0,343.0,88491.0,1875724.0,323143754.0,124295.0,17460.0,5138550.0,2021-12-31,CA,2564.0,1980426.0,64.0,2699459.0,32734.0,2021-01-01 00:00:00,101.07,,301362539.0,,167849858.0,2085.39,279.0,2021
KFH - SANTA ROSA (050690),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3832287.0,4235833.0,0.240585,1.0,350741158.0,,8729949.0,16964177.0,,1457870555.0,172.0,42120.0,667121.0,143575280.0,62812.0,9563.0,4174121.0,2021-12-31,CA,981.0,930759.0,30.0,3231602.0,31947.0,2021-01-01 00:00:00,18.85,,130844573.0,,107081448.0,837.81,142.0,2021
KFH - SOUTH BAY (050411),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9023884.0,2600135.0,0.232299,1.0,464430302.0,,9533116.0,21120063.0,,1999279607.0,257.0,48119.0,1320084.0,138017913.0,93805.0,11087.0,2227027.0,2021-12-31,CA,2209.0,1322605.0,30.0,2082799.0,37440.0,2021-01-01 00:00:00,4.55,25354.0,128651492.0,,159192890.0,1036.36,227.0,2021
KFH - SOUTH SACRAMENTO (050674),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25104108.0,3551000.0,0.22779,1.0,670571014.0,,26616621.0,63121696.0,144853.0,2943817977.0,233.0,69718.0,4028937.0,244325149.0,85045.0,15781.0,12052829.0,2021-12-31,CA,4988.0,4054661.0,30.0,805486.0,-13171.0,2021-01-01 00:00:00,24.9,261261.0,234274114.0,,514937047.0,1396.01,203.0,2021
KFH - SOUTH SAN FRANCISCO (050070),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4648586.0,2770701.0,0.257744,1.0,234748036.0,,4863603.0,8637865.0,,910779853.0,120.0,24187.0,551338.0,87543259.0,43800.0,5530.0,2600717.0,2021-12-31,CA,1178.0,551521.0,15.0,2100382.0,58907.0,2021-01-01 00:00:00,1.0,,78921045.0,,57242234.0,508.96,105.0,2021
KFH - VACAVILLE (050767),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7747630.0,1839699.0,0.222758,1.0,322006178.0,,9292759.0,15678149.0,,1445540283.0,144.0,27311.0,1511932.0,114327115.0,52560.0,5897.0,3350953.0,2021-12-31,CA,1680.0,1531328.0,20.0,1093247.0,-19693.0,2021-01-01 00:00:00,1.92,28033.0,116490779.0,,116667457.0,676.51,124.0,2021
KFH - VALLEJO (050073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16012177.0,1923066.0,0.274042,1.0,462053844.0,,17845998.0,24944986.0,,1686066498.0,184.0,34511.0,2183325.0,177944079.0,67160.0,7238.0,5491120.0,2021-12-31,CA,3007.0,2302066.0,24.0,418268.0,94475.0,2021-01-01 00:00:00,19.06,,143420178.0,,178630359.0,955.35,160.0,2021
KFH - WALNUT CREEK (050072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6166584.0,2784238.0,0.267941,1.0,568362494.0,,6377103.0,14443327.0,,2121222311.0,249.0,55530.0,878881.0,240973710.0,87253.0,11818.0,3091149.0,2021-12-31,CA,1325.0,896206.0,49.0,1955992.0,8762.0,2021-01-01 00:00:00,5.62,12181.0,209418709.0,,92175641.0,1259.82,200.0,2021
KFH - WASHINGTON (500052),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,90825.0,,1.080445,1.0,140650535.0,,102697.0,,,130178358.0,24.0,3362.0,317389.0,51433095.0,8760.0,1184.0,,2021-12-31,WA,33.0,317509.0,,,,2021-01-01 00:00:00,,,35189673.0,,3092422.0,355.74,24.0,2021
KFH - WEST LOS ANGELES (050561),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13075169.0,5783320.0,0.228159,2.0,410714628.0,,13541647.0,28550681.0,,1800124004.0,265.0,38454.0,1756889.0,115425586.0,96725.0,9061.0,3599305.0,2021-12-31,CA,2576.0,1755205.0,43.0,4962106.0,82254.0,2021-01-01 00:00:00,10.88,135715.0,111267429.0,,238167577.0,914.64,222.0,2021
KFH - WOODLAND HILLS (050677),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6540489.0,3005093.0,0.261965,1.0,365114328.0,,6836308.0,12497631.0,,1393753878.0,274.0,36430.0,933673.0,107994558.0,101482.0,9782.0,2153674.0,2021-12-31,CA,936.0,902666.0,34.0,2440906.0,30932.0,2021-01-01 00:00:00,18.23,33876.0,107615238.0,,89009615.0,979.32,240.0,2021
KFH-HAWAII (120011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6949869.0,3385369.0,0.370326,2.0,369433765.0,,8814814.0,26996039.0,,997592022.0,285.0,54546.0,1112476.0,146983268.0,104025.0,11276.0,1748239.0,2021-12-31,HI,2094.0,1093541.0,43.0,2737951.0,96764.0,2021-01-01 00:00:00,28.02,,132458921.0,,84826277.0,1367.91,242.0,2021
KIMBALL COUNTY HOSPITAL (281305),General Short Term (Critical Access Hospitals),Governmental-County,,596424.0,0.715809,2.0,15869315.0,,,1269560.0,,22169767.0,15.0,1293.0,2414577.0,6342746.0,5475.0,234.0,885257.0,2022-06-30,NE,1098.0,2514621.0,,5365.0,,2021-07-01 00:00:00,,,,11095708.0,2526485.0,71.42,15.0,2021
KIMBLE HOSPITAL (451306),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1766459.0,0.808581,2.0,9878935.0,,,532425.0,,12217621.0,15.0,538.0,2064606.0,3679311.0,5475.0,98.0,532506.0,2021-09-30,TX,288.0,1765527.0,,1425019.0,,2020-10-01 00:00:00,,,,6360060.0,958813.0,55.33,15.0,2021
KINDRED HOSPITAL - SEATTLE (502002),General Long Term,Proprietary-Corporation,,,,1.0,42357941.0,,,,,155050102.0,80.0,18170.0,20032.0,17551344.0,29200.0,306.0,,2022-08-31,WA,3376.0,30531.0,6.0,,,2021-09-01 00:00:00,,,17714222.0,36065191.0,,172.1,74.0,2021
KINDRED HOSPITAL ALBUQUERQUE (322002),General Long Term,Proprietary-Corporation,,,,1.0,33157654.0,,,,,138224022.0,57.0,16592.0,190147.0,13405541.0,21053.0,293.0,,2022-08-31,NM,637.0,191978.0,6.0,,,2021-09-01 00:00:00,,,12260770.0,17373241.0,,148.9,51.0,2021
KINDRED HOSPITAL AURORA (062013),General Long Term,Proprietary-Corporation,,,,1.0,21035281.0,,,,,104649244.0,37.0,12707.0,91274.0,9891977.0,13505.0,258.0,,2022-08-31,CO,1244.0,91690.0,,,,2021-09-01 00:00:00,,,9713427.0,-11685062.0,,103.0,37.0,2021
KINDRED HOSPITAL BALDWIN PARK (052045),General Long Term,Proprietary-Corporation,,,,1.0,49763329.0,,,,,321973935.0,91.0,27186.0,454011.0,23698000.0,33215.0,704.0,,2022-08-31,CA,13414.0,456959.0,8.0,,,2021-09-01 00:00:00,,,23648300.0,6375183.0,,245.3,83.0,2021
KINDRED HOSPITAL BAY AREA (102009),General Long Term,Proprietary-Corporation,,,,1.0,60052215.0,,,,,331891251.0,133.0,32403.0,,23898257.0,48545.0,819.0,,2022-08-31,FL,10178.0,-117345.0,12.0,,,2021-09-01 00:00:00,,,23238135.0,28903858.0,,295.0,121.0,2021
KINDRED HOSPITAL BREA (052039),General Long Term,Proprietary-Corporation,,,,1.0,42117512.0,,,,,174777880.0,48.0,14928.0,13237.0,19032653.0,17520.0,419.0,,2022-08-31,CA,5974.0,37444.0,4.0,,,2021-09-01 00:00:00,,,15160627.0,27755330.0,,176.8,44.0,2021
KINDRED HOSPITAL CENTRAL TAMPA (102013),General Long Term,Proprietary-Corporation,,,,1.0,42006813.0,,,,,252739227.0,102.0,23205.0,66739.0,17257259.0,37230.0,658.0,,2022-08-31,FL,8646.0,67483.0,6.0,,,2021-09-01 00:00:00,,,17163880.0,27626814.0,,224.0,96.0,2021
KINDRED HOSPITAL CHATTANOOGA (442007),General Long Term,Proprietary-Corporation,,,,1.0,17044760.0,,,,,83184732.0,44.0,10655.0,,6894740.0,16060.0,298.0,,2022-08-31,TN,2588.0,-1478.0,,,,2021-09-01 00:00:00,,,6730996.0,11140402.0,,87.9,44.0,2021
KINDRED HOSPITAL CHICAGO (142008),General Long Term,Proprietary-Corporation,,,,1.0,59526570.0,,,,,224719654.0,185.0,29463.0,49803.0,18995866.0,47915.0,1309.0,,2021-08-31,IL,7448.0,74524.0,,,,2020-12-16 00:00:00,,,18959950.0,61133006.0,,339.0,185.0,2021
KINDRED HOSPITAL CHICAGO (142008),General Long Term,Proprietary-Corporation,,120017.0,0.237129,1.0,74444388.0,,,,,313941102.0,185.0,38025.0,76496.0,28254776.0,67525.0,1754.0,,2022-08-31,IL,8525.0,70044.0,,,,2021-09-01 00:00:00,,,28020628.0,47095020.0,,347.9,185.0,2021
KINDRED HOSPITAL CLEAR LAKE (452075),General Long Term,Proprietary-Corporation,,,,1.0,32285536.0,,,,,223620550.0,110.0,15026.0,151007.0,13867313.0,40150.0,591.0,,2022-08-31,TX,5437.0,154963.0,14.0,,,2021-09-01 00:00:00,,,13688400.0,53352676.0,,165.5,96.0,2021
KINDRED HOSPITAL DALLAS CENTRAL (452108),General Long Term,Proprietary-Partnership,,,,1.0,24408232.0,,,,,113275464.0,40.0,13459.0,25918.0,11157414.0,15820.0,507.0,,2022-08-31,TX,4868.0,25920.0,,,,2021-09-01 00:00:00,,,10907285.0,5050525.0,,136.4,40.0,2021
KINDRED HOSPITAL DAYTON (362033),General Long Term,Proprietary-Corporation,,14081.0,0.22777,1.0,22300500.0,,,,,97908144.0,51.0,12261.0,53367.0,9793786.0,22007.0,362.0,,2022-08-31,OH,3137.0,53812.0,12.0,,,2021-09-01 00:00:00,,,9647437.0,21266698.0,,130.3,39.0,2021
KINDRED HOSPITAL DENVER (062009),General Long Term,Proprietary-Corporation,,,,1.0,34487861.0,,,,,115033843.0,68.0,16653.0,235806.0,11346779.0,24820.0,293.0,,2022-08-31,CO,2000.0,237222.0,,,,2021-09-01 00:00:00,,,11072647.0,19937107.0,,126.0,68.0,2021
KINDRED HOSPITAL EL PASO (452079),General Long Term,Proprietary-Corporation,,11794.0,0.173254,1.0,19815416.0,,,,,114371988.0,72.0,12331.0,2584.0,9549326.0,26280.0,498.0,,2022-08-31,TX,2168.0,2587.0,8.0,,,2021-09-01 00:00:00,,,9280254.0,7030656.0,,135.5,64.0,2021
KINDRED HOSPITAL GREENSBORO (342012),General Long Term,Proprietary-Corporation,,,,1.0,36342427.0,,,,,128356872.0,101.0,19526.0,165453.0,15487026.0,36865.0,308.0,,2022-08-31,NC,3656.0,166737.0,6.0,,,2021-09-01 00:00:00,,,12586403.0,6202961.0,,153.4,95.0,2021
KINDRED HOSPITAL HOUSTON (452023),General Long Term,Proprietary-Corporation,,172680.0,0.162369,1.0,60261399.0,,,,,371138454.0,97.0,25303.0,80689.0,24131929.0,35405.0,595.0,,2022-08-31,TX,6227.0,94732.0,9.0,,,2021-09-01 00:00:00,,,23072182.0,27552637.0,,263.0,88.0,2021
KINDRED HOSPITAL HOUSTON NORTHWEST (452039),General Long Term,Proprietary-Corporation,,83681.0,0.135458,1.0,32559450.0,,,,,240365672.0,84.0,17299.0,13954.0,15366048.0,30660.0,539.0,,2022-08-31,TX,5493.0,13973.0,12.0,,,2021-09-01 00:00:00,,,15171489.0,19386587.0,,182.7,72.0,2021
KINDRED HOSPITAL INDIANAPOLIS (152007),General Long Term,Proprietary-Corporation,,,,1.0,16662840.0,,,,,58070460.0,59.0,8195.0,42.0,6560558.0,21535.0,325.0,,2022-08-31,IN,2365.0,20.0,,,,2021-09-01 00:00:00,,,6466699.0,13033918.0,,80.1,59.0,2021
KINDRED HOSPITAL INDIANAPOLIS NORTH (152013),General Long Term,Proprietary-Corporation,,,,1.0,3650308.0,,,,,11206569.0,45.0,1898.0,,1714152.0,4140.0,87.0,,2021-08-31,IN,725.0,,,,,2021-06-01 00:00:00,,,1687235.0,8475170.0,,94.6,45.0,2021
KINDRED HOSPITAL INDIANAPOLIS NORTH (152013),General Long Term,Proprietary-Corporation,,,,1.0,17318182.0,,,,,46471734.0,45.0,7716.0,,6984593.0,16425.0,352.0,,2022-08-31,IN,2305.0,,,,,2021-09-01 00:00:00,,,6897718.0,10629521.0,,85.8,45.0,2021
KINDRED HOSPITAL LA MIRADA (052038),General Long Term,Proprietary-Corporation,,,,1.0,91833269.0,,,,,506117598.0,193.0,46374.0,-3.0,46446082.0,70445.0,1310.0,,2022-08-31,CA,22355.0,-191584.0,19.0,,,2021-09-01 00:00:00,,,45926490.0,40803939.0,,518.6,174.0,2021
KINDRED HOSPITAL LAKESHORE (142009),General Long Term,Proprietary-Corporation,,,,1.0,27432278.0,,,,,92559347.0,140.0,11288.0,3074.0,8996127.0,27960.0,466.0,,2021-08-31,IL,2974.0,15187.0,,,,2020-12-17 00:00:00,,,8902679.0,54085695.0,,159.3,140.0,2021
KINDRED HOSPITAL LAKESHORE (142009),General Long Term,Proprietary-Corporation,,,,1.0,26210788.0,,,,,109514639.0,72.0,11733.0,10986.0,9482708.0,26280.0,448.0,,2022-08-31,IL,3815.0,-16764.0,,,,2021-09-01 00:00:00,,,9512459.0,19016191.0,,117.3,72.0,2021
KINDRED HOSPITAL LAS VEGAS (292002),General Long Term,Proprietary-Corporation,,,,1.0,62952303.0,,,,,282416680.0,118.0,29163.0,410148.0,27426190.0,43070.0,748.0,,2022-08-31,NV,6164.0,412770.0,12.0,,,2021-09-01 00:00:00,,,23144829.0,63793811.0,,294.9,106.0,2021
KINDRED HOSPITAL LIMA (362020),General Long Term,Proprietary-Corporation,,17305.0,0.182786,1.0,13587321.0,,,,,74334741.0,26.0,7239.0,14940.0,5520819.0,9490.0,269.0,,2022-08-31,OH,2778.0,15220.0,,,,2021-09-01 00:00:00,,,5333898.0,-8483147.0,,64.7,26.0,2021
KINDRED HOSPITAL LOS ANGELES (052032),General Long Term,Proprietary-Corporation,,,,1.0,45482887.0,,,,,290318263.0,81.0,22526.0,-2.0,23756751.0,29565.0,472.0,,2022-08-31,CA,11131.0,-178941.0,5.0,,,2021-09-01 00:00:00,,,23701134.0,10296501.0,,267.2,76.0,2021
KINDRED HOSPITAL LOUISVILLE (182001),General Long Term,Proprietary-Corporation,,,,1.0,71017595.0,,,,,280823647.0,153.0,31288.0,176740.0,26726731.0,55845.0,846.0,,2022-08-31,KY,5865.0,177935.0,16.0,,,2021-09-01 00:00:00,,,22756803.0,58406913.0,,294.4,137.0,2021
KINDRED HOSPITAL MELBOURNE (102027),General Long Term,Proprietary-Corporation,,,,1.0,26394733.0,,,,,134323879.0,47.0,15219.0,71178.0,12104027.0,17155.0,511.0,,2022-08-31,FL,5974.0,71995.0,8.0,,,2021-09-01 00:00:00,,,11323775.0,14613986.0,,153.5,39.0,2021
KINDRED HOSPITAL NEW JERSEY (312020),General Long Term,Proprietary-Corporation,,128607.0,0.198892,1.0,50816950.0,,,,,255499813.0,104.0,24853.0,24660.0,21499608.0,37960.0,624.0,,2022-08-31,NJ,10827.0,1706.0,,,,2021-09-01 00:00:00,,,21144488.0,26827811.0,,224.9,104.0,2021
KINDRED HOSPITAL NORTH FLORIDA (102015),General Long Term,Proprietary-Corporation,,,,1.0,32456745.0,,,,,161837075.0,58.0,15979.0,80715.0,13790932.0,21170.0,386.0,,2022-08-31,FL,4145.0,80975.0,6.0,,,2021-09-01 00:00:00,,,13063277.0,18412455.0,,174.6,52.0,2021
KINDRED HOSPITAL NORTHLAND (262018),General Long Term,Proprietary-Corporation,,,,1.0,21666315.0,,,,,93862140.0,50.0,11979.0,12601.0,8505216.0,18250.0,373.0,,2022-08-31,MO,2602.0,12601.0,,,,2021-09-01 00:00:00,,,8389486.0,11260779.0,,111.8,50.0,2021
KINDRED HOSPITAL OCALA (102019),General Long Term,Proprietary-Corporation,,,,1.0,5867460.0,,,,,27572558.0,31.0,4784.0,,2970015.0,11315.0,115.0,,2022-08-31,FL,1191.0,,,,,2021-09-01 00:00:00,,,2913123.0,1866908.0,,38.6,31.0,2021
KINDRED HOSPITAL ONTARIO (052037),General Long Term,Proprietary-Corporation,,,,1.0,52335412.0,,,,,294797167.0,91.0,24367.0,-185.0,21269110.0,33215.0,455.0,,2022-08-31,CA,3571.0,-60038.0,7.0,,,2021-09-01 00:00:00,,,21173945.0,41784322.0,,247.1,84.0,2021
KINDRED HOSPITAL PARAMOUNT (052046),General Long Term,Proprietary-Corporation,,,,1.0,61408959.0,,,,,312281504.0,177.0,28850.0,954859.0,30584960.0,64605.0,647.0,,2022-08-31,CA,14578.0,960272.0,12.0,,,2021-09-01 00:00:00,,,30463694.0,42938959.0,,328.3,165.0,2021
KINDRED HOSPITAL PHILADELPHIA (392027),General Long Term,Proprietary-Corporation,,,,1.0,52355030.0,,,,,262233736.0,109.0,23833.0,43950.0,24862776.0,39785.0,838.0,,2022-08-31,PA,8290.0,29070.0,6.0,,,2021-09-01 00:00:00,,,23580565.0,33718904.0,,257.1,103.0,2021
KINDRED HOSPITAL RANCHO (052049),General Long Term,Proprietary-Corporation,,,,1.0,35879623.0,,,,,192937371.0,55.0,15255.0,276756.0,15453092.0,20075.0,484.0,,2022-08-31,CA,4339.0,278833.0,8.0,,,2021-09-01 00:00:00,,,15356190.0,33590684.0,,174.1,47.0,2021
KINDRED HOSPITAL RIVERSIDE (052052),General Long Term,Proprietary-Corporation,,,,1.0,27581892.0,,,,,167491696.0,40.0,13356.0,463436.0,11380597.0,14600.0,317.0,,2022-08-31,CA,4779.0,465765.0,8.0,,,2021-09-01 00:00:00,,,11330000.0,16872348.0,,129.0,32.0,2021
KINDRED HOSPITAL SAN ANTONIO (452016),General Long Term,Proprietary-Corporation,,35128.0,0.216381,1.0,19240601.0,,,,,88919870.0,59.0,10277.0,118.0,8257760.0,21535.0,500.0,,2022-08-31,TX,3823.0,118.0,6.0,,,2021-09-01 00:00:00,,,8086121.0,10572542.0,,104.2,53.0,2021
KINDRED HOSPITAL SAN ANTONIO CENTRAL (452073),General Long Term,Proprietary-Corporation,,,,1.0,5072697.0,,,,,21667506.0,44.0,2517.0,,2036380.0,4048.0,115.0,,2021-08-31,TX,913.0,,,,,2021-06-01 00:00:00,,,1979579.0,7483193.0,,99.1,44.0,2021
KINDRED HOSPITAL SAN ANTONIO CENTRAL (452073),General Long Term,Proprietary-Corporation,,,,1.0,18106300.0,,,,,96934327.0,44.0,10437.0,,8033041.0,16060.0,416.0,,2022-08-31,TX,3313.0,,,,,2021-09-01 00:00:00,,,7856670.0,7639328.0,,95.3,44.0,2021
KINDRED HOSPITAL SAN DIEGO (052036),General Long Term,Proprietary-Corporation,,,,1.0,38701348.0,,,,,133327696.0,70.0,17129.0,543016.0,19369695.0,25550.0,415.0,,2022-08-31,CA,5680.0,546638.0,8.0,,,2021-09-01 00:00:00,,,19180542.0,38587044.0,,185.2,62.0,2021
KINDRED HOSPITAL SAN FRANCISCO (052034),General Long Term,Proprietary-Corporation,,,,1.0,64889273.0,,,,,254234158.0,99.0,24396.0,480051.0,30051253.0,36135.0,363.0,,2022-08-31,CA,4293.0,482771.0,10.0,,,2021-09-01 00:00:00,,,30029252.0,72015120.0,,255.7,89.0,2021
KINDRED HOSPITAL SOUTH BAY (052050),General Long Term,Proprietary-Corporation,,,,1.0,35290295.0,,,,,180216808.0,62.0,15365.0,140824.0,15300716.0,22134.0,393.0,,2022-08-31,CA,8559.0,141452.0,9.0,,,2021-09-01 00:00:00,,,15239223.0,20863983.0,,166.6,53.0,2021
KINDRED HOSPITAL SOUTH FLORIDA (102010),General Long Term,Proprietary-Corporation,,,,1.0,98401984.0,,,,,479573191.0,197.0,48918.0,143333.0,41734508.0,71905.0,1318.0,,2022-08-31,FL,13073.0,143976.0,23.0,,,2021-09-01 00:00:00,,,38086250.0,98136217.0,,535.4,174.0,2021
KINDRED HOSPITAL ST. LOUIS (262010),General Long Term,Proprietary-Corporation,,,,1.0,33275716.0,,,,,163944062.0,98.0,17762.0,7636.0,13865848.0,35770.0,584.0,,2022-08-31,MO,4360.0,-4303.0,,,,2021-09-01 00:00:00,,,13681839.0,30733956.0,,162.6,98.0,2021
KINDRED HOSPITAL SUGAR LAND (452080),General Long Term,Proprietary-Corporation,,,,1.0,35101630.0,,,,,268754693.0,80.0,16170.0,115739.0,15914598.0,29200.0,538.0,,2022-08-31,TX,5946.0,117236.0,18.0,,,2021-09-01 00:00:00,,,15134259.0,37831704.0,,173.0,62.0,2021
KINDRED HOSPITAL SYCAMORE (142006),General Long Term,Proprietary-Corporation,,,,1.0,16420173.0,,,,,54435986.0,69.0,7615.0,2199.0,5165851.0,17871.0,294.0,,2021-08-31,IL,2798.0,-548.0,,,,2020-12-16 00:00:00,,,5105107.0,33184031.0,,95.6,69.0,2021
KINDRED HOSPITAL SYCAMORE (142006),General Long Term,Proprietary-Corporation,,13652.0,0.284732,1.0,22186201.0,,,,,77919676.0,69.0,9911.0,,7058043.0,25185.0,393.0,,2022-08-31,IL,3367.0,-2845.0,,,,2021-09-01 00:00:00,,,7040605.0,21764140.0,,92.0,69.0,2021
KINDRED HOSPITAL TARRANT COUNTY (452028),General Long Term,Proprietary-Corporation,,,,1.0,57790040.0,,,,,256453030.0,160.0,30285.0,153133.0,27211102.0,58400.0,957.0,,2022-08-31,TX,8364.0,153528.0,16.0,,,2021-09-01 00:00:00,,,26995827.0,31865333.0,,340.2,144.0,2021
KINDRED HOSPITAL THE PALM BEACHES (102025),General Long Term,Proprietary-Corporation,,,,1.0,28543374.0,,,,,157780485.0,70.0,18244.0,,13842181.0,25550.0,543.0,,2022-08-31,FL,4750.0,-2779.0,10.0,,,2021-09-01 00:00:00,,,13717231.0,17705360.0,,182.7,60.0,2021
KINDRED HOSPITAL WESTMINSTER (052035),General Long Term,Proprietary-Corporation,,,,1.0,61617811.0,,,,,422766446.0,109.0,28836.0,,29112614.0,39785.0,783.0,,2022-08-31,CA,14403.0,-413292.0,16.0,,,2021-09-01 00:00:00,,,28985581.0,36187193.0,,307.0,93.0,2021
KINGMAN REGIONAL MEDICAL CENTER (030055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27612938.0,2075711.0,0.146747,1.0,256196460.0,,29109807.0,69751782.0,,1745837926.0,196.0,43679.0,22999573.0,151469588.0,71540.0,7675.0,779098.0,2022-06-30,AZ,10158.0,23056129.0,20.0,1934657.0,51877.0,2021-07-01 00:00:00,27.05,,97252811.0,104444362.0,530037620.0,1723.27,176.0,2021
KINGS DAUGHTERS HOSPITAL (150069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9779792.0,2152226.0,0.238622,2.0,79854696.0,,10033277.0,15474161.0,,334649214.0,61.0,11500.0,10130119.0,57138834.0,22265.0,2627.0,5953809.0,2021-12-31,IN,3986.0,9986412.0,6.0,687860.0,-3196.0,2021-01-01 00:00:00,,,34076611.0,100745963.0,60072933.0,748.05,55.0,2021
KINGS DAUGHTERS MED CENTER OHIO (360361),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,533599.0,412463.0,0.184245,2.0,18820238.0,,669043.0,5521083.0,,102147855.0,10.0,196.0,2515727.0,8951153.0,3650.0,129.0,1212117.0,2021-09-30,OH,51.0,2451952.0,,183399.0,,2020-10-01 00:00:00,,,7273694.0,3999370.0,23233252.0,172.97,10.0,2021
KINGS DAUGHTERS MEDICAL CENTER (180009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,61213526.0,8939522.0,0.230098,1.0,480185373.0,,66176490.0,82241135.0,,2086872061.0,367.0,82341.0,43107330.0,208850513.0,133955.0,17848.0,20770450.0,2021-09-30,KY,25038.0,41631112.0,75.0,3866686.0,65313.0,2020-10-01 00:00:00,,,184570242.0,410878818.0,469439715.0,3292.56,292.0,2021
KINGS DAUGHTERS MEDICAL CENTER (250057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10644905.0,855425.0,0.270387,2.0,66656701.0,,10639371.0,15310472.0,,246523273.0,90.0,8936.0,12262499.0,42912732.0,33215.0,2389.0,1360945.0,2021-09-30,MS,3424.0,12263836.0,5.0,478984.0,14102.0,2020-10-01 00:00:00,,116232.0,32585462.0,35089539.0,33616684.0,582.89,85.0,2021
KINGSBORO P.C. (334063),Psychiatric,Governmental-State,,,,1.0,85329151.0,,,,,4198778.0,163.0,45465.0,158629.0,46195286.0,59495.0,98.0,,2022-03-31,NY,110.0,1182228.0,,,,2021-04-01 00:00:00,0.73,,46079996.0,,,554.82,163.0,2021
KINGSWOOD HOSPITAL (234011),Psychiatric,Voluntary Nonprofit-Other,,329759.0,0.677567,1.0,25780885.0,,,8213559.0,,38049190.0,136.0,21905.0,735.0,16683581.0,49640.0,2479.0,302931.0,2021-12-31,MI,1699.0,1111.0,,133639.0,,2021-01-01 00:00:00,6.27,,,2254256793.0,22147270.0,217.59,136.0,2021
KINGWOOD EMERGENCY HOSPITAL (670285),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,193566.0,,0.469724,1.0,16600029.0,,223246.0,,,35339999.0,6.0,1138.0,414125.0,5298764.0,2466.0,343.0,,2021-12-31,TX,80.0,414211.0,,,,2020-11-16 00:00:00,,,5408348.0,419288.0,,80.37,6.0,2021
KINGWOOD PINES HOSPITAL (454103),Psychiatric,Proprietary-Corporation,,,,1.0,18709650.0,,,,,63727250.0,116.0,30347.0,21687.0,11896916.0,42340.0,3473.0,,2021-12-31,TX,1135.0,21687.0,,,,2021-01-01 00:00:00,,,,-4047872.0,,178.0,116.0,2021
