Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
J D MCCARTY HANDICAPPED CTR (373300),General Short Term (Childrens),Voluntary Nonprofit-Church,,,,,,,,,,,,,,,,,,2020-06-30,OK,,,,,,2019-07-01 00:00:00,,,,,,,,2019
JACK HUGHSTON MEMORIAL HOSPITAL (010168),General Short Term (Acute Care Hospitals),Proprietary-Partnership,16131151.0,1137279.0,0.249967,1.0,49517318.0,,18135000.0,276023.0,,198095356.0,47.0,6261.0,3160419.0,16125465.0,17155.0,3130.0,4411052.0,2019-12-31,AL,2483.0,3102030.0,8.0,13227.0,114735.0,2019-01-01 00:00:00,9.91,,15950332.0,36235206.0,5030256.0,282.27,39.0,2019
JACKSON COUNTY HOSPITAL (451363),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,2897442.0,0.77233,2.0,18800739.0,,,802473.0,,24342890.0,25.0,1361.0,2493694.0,8076455.0,9125.0,194.0,1119845.0,2019-09-30,TX,820.0,2066819.0,,2190695.0,,2018-10-01 00:00:00,,,,2020491.0,1983927.0,128.51,25.0,2019
JACKSON COUNTY MEMORIAL HOSPITAL (370022),General Short Term (Acute Care Hospitals),Governmental-City-County,9590445.0,3971240.0,0.317767,2.0,56026984.0,,10168117.0,3859051.0,,176314651.0,49.0,8642.0,3764603.0,40276751.0,17934.0,1937.0,9778261.0,2020-06-30,OK,4715.0,3833724.0,6.0,853558.0,-21392.0,2019-07-01 00:00:00,,79615.0,18968833.0,13951763.0,21992477.0,563.77,43.0,2019
JACKSON COUNTY PUBLIC HOSPITAL (161329),General Short Term (Critical Access Hospitals),Governmental-County,,545271.0,0.592872,2.0,14900697.0,,,2188008.0,,25133076.0,25.0,1389.0,2393769.0,6400837.0,9150.0,120.0,855437.0,2020-06-30,IA,1019.0,2790242.0,,46280.0,,2019-07-01 00:00:00,,,,17602268.0,4598915.0,104.79,25.0,2019
JACKSON GENERAL HOSPITAL (511320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1723941.0,0.331593,2.0,24762458.0,,,4466287.0,,74677370.0,25.0,2987.0,2213189.0,14761021.0,9125.0,416.0,4951913.0,2019-09-30,WV,1960.0,2130593.0,,76125.0,,2018-10-01 00:00:00,,,,6753136.0,16453697.0,224.94,25.0,2019
JACKSON HOSPITAL AND CLINIC INC (010024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,35600668.0,10700841.0,0.159395,2.0,192281658.0,,41971982.0,9753934.0,,1206320377.0,270.0,73048.0,14587399.0,111971049.0,98550.0,14291.0,16807014.0,2019-12-31,AL,20253.0,14705236.0,34.0,7929628.0,-110127.0,2019-01-01 00:00:00,,403919.0,80425880.0,116510532.0,115303876.0,1562.25,236.0,2019
JACKSON HOSPITAL MARIANNA (100142),General Short Term (Acute Care Hospitals),Governmental-Hospital District,7998699.0,4080714.0,0.327185,2.0,44391063.0,,8700165.0,8165387.0,,135675800.0,66.0,13418.0,5472233.0,26816407.0,24090.0,2567.0,5759155.0,2019-09-30,FL,6052.0,5297048.0,7.0,2186239.0,2776.0,2018-10-01 00:00:00,,,19991289.0,18770074.0,23118104.0,457.65,59.0,2019
JACKSON MEDICAL CENTER (010128),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1183213.0,1080929.0,0.35854,2.0,10584753.0,,1465062.0,1219595.0,,29521827.0,35.0,3122.0,702314.0,7168961.0,12775.0,771.0,3017793.0,2019-12-31,AL,1294.0,684056.0,,,-6399.0,2019-01-01 00:00:00,,,3495154.0,9035868.0,4216157.0,93.0,35.0,2019
JACKSON MEMORIAL (100022),General Short Term (Acute Care Hospitals),Governmental-County,243461088.0,310844882.0,0.300583,2.0,1710993194.0,,287124459.0,196962641.0,1354248.0,5692256892.0,1429.0,365811.0,18398387.0,953625478.0,521585.0,57870.0,363466353.0,2019-09-30,FL,49801.0,19348250.0,111.0,201457928.0,-309383.0,2018-10-01 00:00:00,744.95,2392828.0,685177850.0,1882951343.0,1549811389.0,10951.87,1145.0,2019
JACKSON PARISH HOSPITAL (191317),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,999761.0,0.721017,2.0,18539367.0,,,4121936.0,,25712815.0,25.0,1112.0,1826220.0,9066796.0,9125.0,228.0,1380826.0,2019-09-30,LA,635.0,2052498.0,,33115.0,,2018-10-01 00:00:00,,,,2487273.0,6803784.0,136.63,25.0,2019
JACKSON PARK HOSPITAL (140177),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9737639.0,3940807.0,0.282085,1.0,57663523.0,,11101247.0,44558451.0,,204418621.0,109.0,15987.0,500281.0,37202816.0,41602.0,3326.0,6511216.0,2020-03-31,IL,4967.0,471913.0,8.0,2064446.0,-28141.0,2019-04-01 00:00:00,18.09,,29681506.0,35723598.0,101247372.0,529.88,101.0,2019
JACKSON PURCHASE MEDICAL CENTER (180116),General Short Term (Acute Care Hospitals),Proprietary-Corporation,12357528.0,880705.0,0.12076,2.0,52586049.0,,13641637.0,18406592.0,,435457965.0,95.0,17409.0,4439049.0,36346070.0,34770.0,3295.0,4964914.0,2020-02-29,KY,8702.0,4430403.0,8.0,124855.0,19890.0,2019-03-01 00:00:00,,137573.0,22987358.0,-135886082.0,115642709.0,499.71,87.0,2019
JACKSON-MADISON COUNTY GENERAL HOSP (440002),General Short Term (Acute Care Hospitals),Governmental-Hospital District,116714465.0,28490332.0,0.245154,2.0,516207632.0,,128394286.0,47147249.0,,2105646874.0,642.0,144225.0,69608663.0,211346136.0,234972.0,26402.0,44132919.0,2020-06-30,TN,53820.0,69514229.0,57.0,16835962.0,-705860.0,2019-07-01 00:00:00,23.32,1258241.0,177496498.0,738027844.0,291995753.0,3648.98,533.0,2019
JACOBI MEDICAL CENTER (330127),General Short Term (Acute Care Hospitals),Governmental-City,79389590.0,68351424.0,0.969907,1.0,705154772.0,,87805508.0,143363510.0,,727033548.0,326.0,94245.0,12537447.0,282060415.0,119316.0,15416.0,23671759.0,2020-06-30,NY,15231.0,16524053.0,32.0,45392019.0,-42651.0,2019-07-01 00:00:00,292.39,795389.0,212759698.0,437847845.0,504670073.0,3314.1,249.0,2019
JACOBSON MEMORIAL HOSPITAL (351314),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,78624.0,1.152398,2.0,9562555.0,,,1280241.0,,8297963.0,25.0,8455.0,1083464.0,3998519.0,9150.0,115.0,62248.0,2020-06-30,ND,864.0,1184073.0,,6890.0,,2019-07-01 00:00:00,,,,6817596.0,1382803.0,50.89,25.0,2019
JAMAICA HOSPITAL MEDICAL CENTER (330014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,50428523.0,25351177.0,0.426043,1.0,449467497.0,,59768431.0,166019911.0,,1054980590.0,285.0,77372.0,7230029.0,297325853.0,103835.0,15141.0,24157587.0,2019-12-31,NY,10500.0,7521103.0,19.0,15105296.0,-246470.0,2019-01-01 00:00:00,182.37,521417.0,227946399.0,376619000.0,495035521.0,3208.26,240.0,2019
JAMES B HAGGIN MEMORIAL HOSPITAL (181302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1102193.0,0.374009,2.0,23680192.0,,,3502818.0,,63314576.0,25.0,3798.0,2182143.0,11203762.0,9125.0,265.0,2666843.0,2019-09-30,KY,2283.0,1442848.0,4.0,108351.0,,2018-10-01 00:00:00,,,,22660117.0,14137152.0,135.15,21.0,2019
JAMES LAWRENCE KERNAN HOSPITAL (210058),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22778305.0,2556315.0,0.759051,1.0,86812895.0,,23816427.0,27558166.0,,114370337.0,136.0,30689.0,6256645.0,40293818.0,49776.0,2105.0,1840981.0,2020-06-30,MD,11643.0,4126767.0,,1158917.0,,2019-07-01 00:00:00,6.88,,39217199.0,58665000.0,29317198.0,540.17,136.0,2019
JAMESTOWN REGIONAL MEDICAL CENTER (351335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,544490.0,0.510578,2.0,42281423.0,,,5587844.0,,82810853.0,25.0,3348.0,6977509.0,21605233.0,9150.0,1023.0,741733.0,2020-06-30,ND,1308.0,7419112.0,6.0,174589.0,,2019-07-01 00:00:00,,,,54638387.0,9944682.0,289.74,19.0,2019
JANE PHILLIPS MEDICAL CENTER (370018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14622976.0,7637819.0,0.220964,2.0,67453887.0,,15976847.0,4541563.0,,305270303.0,81.0,10150.0,14465511.0,23499370.0,22113.0,3146.0,8404632.0,2019-06-30,OK,5637.0,14830162.0,,5714786.0,-4899.0,2018-10-01 00:00:00,2.22,,25620048.0,16474460.0,25974006.0,463.64,73.0,2019
JANE PHILLIPS MEDICAL CENTER (370018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,16721151.0,10171747.0,0.250743,2.0,92474182.0,,18696698.0,5845453.0,,368800178.0,81.0,12224.0,16090563.0,31970272.0,29646.0,3288.0,11803234.0,2020-06-30,OK,6376.0,16428926.0,,7080624.0,14245.0,2019-07-01 00:00:00,0.37,,32268391.0,39282235.0,31859276.0,424.52,73.0,2019
JANE TODD CRAWFORD HOSPITAL (181325),General Short Term (Critical Access Hospitals),Governmental-County,,632341.0,0.711058,2.0,18924332.0,,,9675614.0,,26614338.0,25.0,6150.0,1648170.0,11100492.0,9150.0,251.0,491595.0,2020-06-30,KY,1842.0,1989435.0,,367060.0,,2019-07-01 00:00:00,,,,10929176.0,13926395.0,177.35,25.0,2019
JASPER GENERAL HOSPITAL (250018),General Short Term (Acute Care Hospitals),Governmental-County,244213.0,122804.0,0.840811,2.0,13136254.0,,221649.0,1.0,,15623308.0,20.0,2277.0,49796.0,7993980.0,7300.0,24.0,146054.0,2019-09-30,MS,1868.0,50812.0,,,,2018-10-01 00:00:00,,2771.0,2801250.0,984667.0,2.0,90.61,20.0,2019
JASPER MEMORIAL HOSPITAL (111303),General Short Term (Critical Access Hospitals),Governmental-County,,740632.0,0.848647,1.0,11020293.0,,,455683.0,,12985720.0,12.0,1399.0,640200.0,6052531.0,4380.0,5.0,706185.0,2019-09-30,GA,842.0,604568.0,,159864.0,,2018-10-01 00:00:00,,,,2491194.0,876261.0,73.03,12.0,2019
JASPER MEMORIAL HOSPITAL (450573),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2625798.0,6005715.0,0.233598,2.0,24841808.0,,3318081.0,3213284.0,,106344204.0,40.0,1772.0,1805788.0,7668602.0,14640.0,569.0,2699231.0,2020-06-30,TX,712.0,1837791.0,6.0,5333416.0,-441.0,2019-07-01 00:00:00,,,8048047.0,6260970.0,16127787.0,90.02,34.0,2019
JAVON BEA HOSPITAL (140239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36498853.0,8941011.0,0.195532,1.0,285394193.0,,43070371.0,117271652.0,,1459578996.0,305.0,65793.0,16955425.0,116207063.0,107525.0,12383.0,23726381.0,2020-06-30,IL,15898.0,17121115.0,29.0,3976709.0,-165935.0,2019-07-01 00:00:00,24.75,301730.0,112474542.0,632572826.0,424009507.0,1749.01,216.0,2019
JAY HOSPITAL (100048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1461621.0,1421830.0,0.240545,1.0,11846023.0,,1381891.0,705236.0,,49246638.0,21.0,3163.0,619662.0,6289444.0,7665.0,456.0,3356361.0,2019-09-30,FL,2014.0,625780.0,,609125.0,,2018-10-01 00:00:00,,17250.0,4967687.0,1629910.0,6920291.0,97.02,21.0,2019
JEANES HOSPITAL (390080),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14174010.0,1714964.0,0.081497,1.0,88002829.0,,15777446.0,16339790.0,,1079833742.0,146.0,19184.0,4670606.0,36800050.0,31390.0,4339.0,2942274.0,2020-01-31,PA,6042.0,4894762.0,20.0,1378708.0,77512.0,2019-07-01 00:00:00,13.34,,36884885.0,95145285.0,228155529.0,785.92,126.0,2019
JEFF ANDERSON REGIONAL MEDICAL CENTE (250104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,37405895.0,12290495.0,0.226342,2.0,146235878.0,,43192572.0,22370782.0,,646084067.0,260.0,41371.0,21169873.0,72445680.0,94900.0,9906.0,17926395.0,2019-09-30,MS,20863.0,21611190.0,17.0,8179632.0,-45048.0,2018-10-01 00:00:00,1.19,428379.0,60150752.0,56859326.0,71865050.0,1222.76,231.0,2019
JEFF DAVIS (111333),General Short Term (Critical Access Hospitals),Governmental-County,,1259030.0,0.270698,2.0,13964695.0,,,713972.0,,51587752.0,25.0,2982.0,1228138.0,6425699.0,9125.0,448.0,4062445.0,2019-09-30,GA,1542.0,667950.0,4.0,123479.0,,2018-10-01 00:00:00,,,,4089240.0,3001412.0,107.46,21.0,2019
JEFFERSON COMMUNITY HEALTH CENTER (281319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,439136.0,0.669037,2.0,20259298.0,,,1726890.0,,30281270.0,17.0,864.0,4198482.0,10633693.0,6205.0,144.0,575740.0,2019-09-30,NE,655.0,4235419.0,,88931.0,,2018-10-01 00:00:00,,,,6065905.0,2457702.0,123.33,17.0,2019
JEFFERSON COUNTY HOSPITAL (161364),General Short Term (Critical Access Hospitals),Governmental-County,,824857.0,0.569408,2.0,43665746.0,,,6209269.0,,76686180.0,25.0,3345.0,7086848.0,18888704.0,9150.0,447.0,906724.0,2020-06-30,IA,2405.0,6869420.0,,316431.0,,2019-07-01 00:00:00,,,,49072563.0,12010313.0,234.18,25.0,2019
JEFFERSON COUNTY HOSPITAL (250060),General Short Term (Acute Care Hospitals),Governmental-County,365822.0,480516.0,0.343484,2.0,7154543.0,,291535.0,807485.0,,20829305.0,12.0,314.0,2283304.0,3319501.0,4380.0,96.0,1397006.0,2019-09-30,MS,186.0,2329912.0,,,,2018-10-01 00:00:00,,,2809918.0,11813827.0,1106868.0,56.38,12.0,2019
JEFFERSON COUNTY HOSPITAL (371311),General Short Term (Critical Access Hospitals),Governmental-County,,1019721.0,1.122537,2.0,30887036.0,,,666539.0,,27515384.0,25.0,1245.0,830186.0,13072095.0,9150.0,28.0,530277.0,2020-06-30,OK,1018.0,873590.0,,511491.0,,2019-07-01 00:00:00,,,,5610975.0,1666345.0,44.8,25.0,2019
JEFFERSON GENERAL HOSPITAL (501323),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,3681644.0,0.448928,2.0,102020919.0,,,14850767.0,,227254754.0,25.0,4544.0,15361232.0,57874283.0,9125.0,1348.0,4156476.0,2019-12-31,WA,3088.0,15461541.0,6.0,1959891.0,,2019-01-01 00:00:00,,,,36997266.0,37725365.0,474.07,19.0,2019
JEFFERSON HOSPITAL (110100),General Short Term (Acute Care Hospitals),Governmental-City-County,954871.0,1141772.0,0.523039,2.0,12599098.0,,1111287.0,-616.0,,24088275.0,37.0,1586.0,450468.0,6310482.0,13505.0,325.0,2228717.0,2019-12-31,GA,887.0,452612.0,,10802.0,,2019-01-01 00:00:00,,,4792867.0,3242113.0,3206893.0,92.55,37.0,2019
JEFFERSON MEMORIAL HOSPITAL (440056),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5245148.0,2854486.0,0.118128,1.0,39839089.0,,5993210.0,5011482.0,,337252864.0,58.0,9440.0,3183778.0,14681572.0,21170.0,2285.0,6204796.0,2019-09-30,TN,3273.0,3269114.0,6.0,2031956.0,2638.0,2018-10-01 00:00:00,,,15400568.0,26520545.0,50377330.0,249.18,52.0,2019
JEFFERSON MEMORIAL HOSPITAL (511319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2303695.0,0.396693,2.0,45527474.0,,,11895023.0,,114767658.0,25.0,4328.0,4399183.0,16617614.0,9125.0,1338.0,3808124.0,2019-12-31,WV,1762.0,3828944.0,5.0,809730.0,,2019-01-01 00:00:00,13.4,,,20370000.0,28272885.0,252.2,20.0,2019
JEFFERSON REGIONAL MEDICAL CENTER (040071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32745071.0,6905988.0,0.219737,2.0,160271710.0,,35996059.0,11334164.0,,729379820.0,271.0,42730.0,15493008.0,84240948.0,99186.0,8226.0,9799718.0,2020-06-30,AR,15338.0,16243472.0,34.0,4726528.0,-133908.0,2019-07-01 00:00:00,26.99,341872.0,68930089.0,105980786.0,98201947.0,1295.87,237.0,2019
JEFFERSON REGIONAL MEDICAL CENTER (390265),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18236166.0,2346451.0,0.20099,1.0,247330489.0,,23109011.0,17131123.0,,1230564096.0,289.0,48868.0,10083413.0,82314480.0,105774.0,12465.0,3356342.0,2020-06-30,PA,9210.0,10260738.0,20.0,1647871.0,14487.0,2019-07-01 00:00:00,,,78974086.0,101636680.0,133389933.0,1796.49,259.0,2019
JELLICO MEDICAL CENTER  INC. (440180),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1031545.0,,0.252919,1.0,7006784.0,,1046739.0,2850198.0,,27703660.0,54.0,1010.0,703970.0,3525734.0,16524.0,306.0,,2019-12-31,TN,494.0,657390.0,4.0,,138.0,2019-03-01 00:00:00,,,3525734.0,4694740.0,9086659.0,81.8,50.0,2019
JENKINS COUNTY HOSPITAL (111311),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,2600357.0,0.679147,2.0,3666520.0,,,100036.0,,5398710.0,15.0,264.0,84199.0,1924345.0,3330.0,37.0,3828858.0,2019-08-11,GA,8.0,260532.0,,,,2019-01-01 00:00:00,,,,1491057.0,113075.0,67.69,15.0,2019
JENKINS COUNTY MEDICAL CENTER (111311),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,409881.0,0.613888,2.0,2779107.0,,,113140.0,,4527059.0,15.0,503.0,451542.0,1515835.0,3550.0,43.0,655854.0,2019-12-31,GA,92.0,284125.0,,7260.0,,2019-08-12 00:00:00,,,,1273585.0,246076.0,67.69,15.0,2019
JENNERSVILLE REGIONAL HOSPITAL (390220),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8511567.0,2333148.0,0.264566,1.0,44520205.0,,8535806.0,1735773.0,,168276293.0,57.0,7957.0,3179650.0,17816060.0,20862.0,2404.0,8057072.0,2020-06-30,PA,3662.0,3210591.0,12.0,192049.0,22702.0,2019-07-01 00:00:00,,75280.0,18625309.0,11211828.0,23996532.0,280.07,45.0,2019
JENNIE EDMUNDSON MEMORIAL (160047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19757889.0,3493892.0,0.266644,1.0,95347683.0,,22410596.0,16966204.0,,357583548.0,110.0,24588.0,8930658.0,39867610.0,40150.0,6650.0,2990511.0,2019-12-31,IA,9593.0,9125674.0,13.0,2647845.0,85745.0,2019-01-01 00:00:00,0.41,,38637994.0,33376500.0,70386208.0,590.04,97.0,2019
JENNIE M. MELHAM MEMORIAL MED CENTER (281365),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,364433.0,0.716809,2.0,14782658.0,,,722755.0,,20622880.0,23.0,852.0,4158765.0,5628257.0,8395.0,236.0,431612.0,2019-09-30,NE,708.0,4781751.0,,77372.0,,2018-10-01 00:00:00,,,,1781574.0,922206.0,85.4,23.0,2019
JENNIE STUART MEDICAL CENTER (180051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13333108.0,3792255.0,0.217732,2.0,94400602.0,,15100041.0,22865229.0,,433562564.0,121.0,17327.0,14225811.0,54827965.0,44165.0,4239.0,10450287.0,2019-12-31,KY,7598.0,13977584.0,22.0,1386782.0,-75476.0,2019-01-01 00:00:00,,149281.0,37349202.0,95464263.0,103348973.0,780.04,99.0,2019
JENNINGS AMERICAN LEGION HOSPITAL (190053),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7432982.0,1218462.0,0.329686,2.0,41349743.0,,7905198.0,14064149.0,,125421704.0,49.0,10434.0,2913097.0,21278788.0,17885.0,2293.0,2590695.0,2019-11-30,LA,5067.0,2973521.0,5.0,362168.0,45378.0,2018-12-01 00:00:00,,86987.0,17240821.0,5184577.0,37658493.0,331.96,44.0,2019
JENNINGS SENIOR CARE HOSPITAL  LLC (194082),Psychiatric,Proprietary-Corporation,,,,2.0,6715672.0,,,,,18695623.0,16.0,5207.0,3730761.0,2645994.0,5840.0,311.0,,2019-12-31,LA,4385.0,3725878.0,,,,2019-01-01 00:00:00,,,2645994.0,-9491200.0,,68.0,16.0,2019
JEROLD PHELPS COMMUNITY HOSPITAL (051309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1270470.0,1.073906,2.0,14465774.0,,,2736933.0,,13470241.0,9.0,1208.0,1656837.0,6127045.0,3294.0,48.0,1242934.0,2020-06-30,CA,884.0,1888547.0,,54833.0,,2019-07-01 00:00:00,,,,-274572.0,6332424.0,56.75,9.0,2019
JEROME GOLDEN CENTER FOR BEHAVIORAL (104008),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,13593120.0,,,,,15056457.0,44.0,13389.0,686594.0,16092570.0,16060.0,1673.0,,2019-09-30,FL,1844.0,700593.0,,,,2018-10-01 00:00:00,,,,9228828.0,,272.32,44.0,2019
JERSEY CITY MEDICAL CENTER (310074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46131755.0,48385601.0,0.171637,1.0,329927907.0,,49251441.0,313420404.0,,1922241415.0,296.0,68653.0,12153161.0,156457448.0,108040.0,12620.0,21998903.0,2019-12-31,NJ,12425.0,13220967.0,17.0,44201929.0,-151279.0,2019-01-01 00:00:00,119.48,,138835270.0,311276204.0,1997393925.0,1966.21,221.0,2019
JERSEY COMMUNITY HOSPITAL DIST (140059),General Short Term (Acute Care Hospitals),Governmental-Hospital District,3334049.0,1016422.0,0.365189,1.0,36705928.0,,3021237.0,1251359.0,,100512158.0,46.0,2228.0,4239130.0,21163770.0,16836.0,644.0,2547666.0,2020-06-30,IL,1385.0,4206780.0,4.0,92252.0,4268.0,2019-07-01 00:00:00,,,13486415.0,25311725.0,10124261.0,249.77,42.0,2019
JERSEY SHORE HOSPITAL (391300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,704045.0,0.347869,1.0,28625219.0,,,1313383.0,,82287263.0,1605.0,1996.0,,13389601.0,9150.0,540.0,1668926.0,2020-06-30,PA,,,4.0,123219.0,,2019-07-01 00:00:00,,,,17825962.0,13332132.0,212.0,1601.0,2019
JERSEY SHORE UNIVERSITY MED CTR (310073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,173583142.0,21107365.0,0.184907,1.0,703659978.0,,184167979.0,76949473.0,,3805480761.0,566.0,142249.0,57515186.0,307248558.0,206590.0,28269.0,40404465.0,2019-12-31,NJ,58019.0,60830461.0,38.0,13198134.0,-149365.0,2019-01-01 00:00:00,136.75,,238648902.0,68933481.0,574343872.0,3811.28,466.0,2019
JEWELL COUNTY HOSPITAL (171309),General Short Term (Critical Access Hospitals),Governmental-County,,134069.0,1.797177,2.0,5553923.0,,,102964.0,,3090360.0,21.0,6461.0,733931.0,3008144.0,8145.0,39.0,81125.0,2019-12-31,KS,359.0,816262.0,,2659.0,,2019-01-01 00:00:00,,,,4014147.0,155528.0,63.03,21.0,2019
JEWISH HOME FOR THE AGED (054089),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,75783203.0,,,,,93715935.0,13.0,3636.0,,36876799.0,4758.0,185.0,,2020-06-30,CA,2296.0,,,,,2019-07-01 00:00:00,,,,142396828.0,,222.33,13.0,2019
JEWISH HOSPITAL & ST MARYS HEALTH (180040),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,30425253.0,7578798.0,0.243909,1.0,214825711.0,,34330605.0,44526035.0,,880762573.0,731.0,53337.0,10105799.0,72041297.0,89913.0,9220.0,15750024.0,2019-10-31,KY,11751.0,10163002.0,88.0,3680455.0,-98189.0,2019-07-01 00:00:00,66.84,314078.0,72193692.0,-87652311.0,208858807.0,3513.96,423.0,2019
JEWISH HOSPITAL OF CINCINNATI (360016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,55023945.0,7855726.0,0.197001,1.0,249576909.0,,60516516.0,21940541.0,,1266879580.0,170.0,50941.0,14901153.0,75097833.0,62050.0,12167.0,21398879.0,2019-12-31,OH,15756.0,14995406.0,47.0,3468849.0,166026.0,2019-01-01 00:00:00,64.68,,71223881.0,156183495.0,166168283.0,1053.45,123.0,2019
JEWISH HOSPITAL SHELBYVILLE (180016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,437827.0,554219.0,0.189081,1.0,8891205.0,,438142.0,1376008.0,,47023324.0,30.0,367.0,929961.0,2904332.0,3690.0,121.0,1123042.0,2019-10-31,KY,120.0,933296.0,4.0,339107.0,457.0,2019-07-01 00:00:00,,4261.0,3239606.0,6952993.0,10068618.0,120.39,26.0,2019
JFK MEDICAL CENTER (100080),General Short Term (Acute Care Hospitals),Proprietary-Corporation,102989919.0,59314730.0,0.082444,1.0,461967253.0,,115517186.0,34204478.0,,5603382718.0,711.0,137590.0,20993102.0,151755411.0,253098.0,30971.0,68773117.0,2020-06-30,FL,35800.0,20723946.0,90.0,52645903.0,-95150.0,2019-07-01 00:00:00,56.07,,140581800.0,40012876.0,784505392.0,2101.75,621.0,2019
JFK UNIVERSITY MEDICAL CENTER (310108),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,77510700.0,17435107.0,0.183926,1.0,494717576.0,,84682821.0,43205710.0,,2689761842.0,344.0,93894.0,30438280.0,274870832.0,125560.0,20493.0,38134449.0,2019-12-31,NJ,32986.0,32243014.0,,10168557.0,-205676.0,2019-01-01 00:00:00,48.92,211034.0,195978498.0,2531201757.0,355828712.0,3092.25,300.0,2019
JIM TALIAFERRO COMM MENTAL HLTH CNTR (374008),Psychiatric,Governmental-State,,,,1.0,10519757.0,,,,,4927917.0,14.0,4371.0,,6864178.0,5124.0,508.0,,2020-06-30,OK,396.0,,,,,2019-07-01 00:00:00,,,,765848.0,,147.1,14.0,2019
JOHN C. FREMONT HEALTHCARE DISTRICT (051304),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1057233.0,0.540868,2.0,24712574.0,,,2136090.0,,45690558.0,18.0,4325.0,2167525.0,13016448.0,6588.0,377.0,1843756.0,2020-06-30,CA,1286.0,1972091.0,,60004.0,,2019-07-01 00:00:00,,,,14404637.0,3065567.0,135.85,18.0,2019
JOHN C. STENNIS MEMORIAL HOSPITAL (251335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1091026.0,0.576087,2.0,18795475.0,,,1239934.0,,32626113.0,25.0,3242.0,1742493.0,8509814.0,9125.0,113.0,260731.0,2019-12-31,MS,2685.0,2157797.0,,999771.0,,2019-01-01 00:00:00,,,,13682850.0,3022300.0,47.17,25.0,2019
