Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
OREGON STATE HOSPITAL (384008),Psychiatric,Governmental-State,,,1.52367,1.0,153903518.0,,,,,101008444.0,27.0,7126.0,2858.0,102364521.0,9882.0,28.0,,2012-06-30,OR,876.0,4771.0,,,,2011-07-01 00:00:00,,,29664826.0,5575671.0,,490.67,27.0,2011
OREM COMMUNITY HOSPITAL (460043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25329.0,1403141.0,0.46704,1.0,20320039.0,,30989.0,3622067.0,,43508134.0,18.0,5734.0,383409.0,8706696.0,6570.0,1369.0,1507180.0,2011-12-31,UT,13.0,374019.0,,702395.0,,2011-01-01 00:00:00,,,9283962.0,677492.0,9135342.0,149.94,18.0,2011
ORLANDO HEALTH (100006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,177929796.0,88841033.0,0.198112,1.0,1224155919.0,,195023283.0,240482196.0,,6179109472.0,1371.0,415301.0,43510223.0,568802911.0,500717.0,90850.0,99829065.0,2011-09-30,FL,93128.0,43495490.0,79.0,69392802.0,,2010-10-01 00:00:00,212.0,,506009639.0,1105315000.0,1165065950.0,11489.0,1120.0,2011
ORLEANS COMMUNITY HEALTH (330053),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4228881.0,437788.0,0.588946,1.0,29686225.0,,3978657.0,3222888.0,,50405684.0,43.0,10985.0,776909.0,17407936.0,15695.0,2031.0,699828.0,2011-12-31,NY,4226.0,871702.0,6.0,25627.0,,2011-01-01 00:00:00,,,13673386.0,7559930.0,3593837.0,313.7,37.0,2011
OROVILLE HOSPITAL (050030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32378736.0,5248939.0,0.226473,1.0,121589389.0,,35349114.0,15542751.0,,536882393.0,133.0,30941.0,7743354.0,66897986.0,48545.0,9126.0,11959368.0,2011-11-30,CA,13897.0,7470795.0,10.0,2675033.0,,2010-12-01 00:00:00,,,60800719.0,37102762.0,153900233.0,186.2,123.0,2011
ORTHOCOLORADO HOSPITAL (060124),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6447957.0,52070.0,0.22713,1.0,44521176.0,,6986563.0,200.0,,196015895.0,48.0,4723.0,684260.0,8102799.0,17568.0,1877.0,198089.0,2012-06-30,CO,1327.0,683960.0,,7078.0,,2011-07-01 00:00:00,,,7970861.0,59895483.0,66693.0,129.57,48.0,2011
ORTHOPAEDIC HOSPITAL OF WISCONSIN (520194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3571822.0,376079.0,0.270897,1.0,30575397.0,,3921610.0,1544542.0,,112867103.0,30.0,2909.0,1277114.0,9122146.0,10950.0,1018.0,735480.0,2011-12-31,WI,946.0,1277114.0,,186647.0,,2011-01-01 00:00:00,,,9813301.0,16773255.0,8766799.0,152.46,30.0,2011
ORTHOPAEDIC HOSPT.AT PARKVIEW (150167),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7333418.0,300259.0,0.307805,1.0,44043381.0,,7961377.0,824375.0,,143088586.0,36.0,4192.0,523195.0,5159697.0,13140.0,1630.0,503790.0,2011-12-31,IN,1524.0,523886.0,,160965.0,,2011-01-01 00:00:00,,,8408854.0,22352875.0,8033682.0,175.47,36.0,2011
ORTHOPEDIC HOSPITAL (370220),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1320721.0,1887.0,0.190236,1.0,6103915.0,,1407721.0,246908.0,,32085976.0,8.0,361.0,535793.0,1731292.0,2920.0,162.0,33060.0,2011-12-31,OK,153.0,507850.0,,,,2011-01-01 00:00:00,,,1757402.0,4060678.0,1418205.0,36.95,8.0,2011
ORTONVILLE AREA HEALTH SERVICES (241342),General Short Term (Critical Access Hospitals),Governmental-City-County,,216667.0,0.766256,2.0,18594034.0,,,781527.0,,24266072.0,25.0,1970.0,2176297.0,7041970.0,9125.0,491.0,224589.0,2011-09-30,MN,1176.0,2576585.0,,47767.0,,2010-10-01 00:00:00,,,,22585802.0,1313000.0,56.3,25.0,2011
OSAWATOMIE STATE HOSPITAL (174004),Psychiatric,Governmental-State,,,,1.0,26135221.0,,,,,25872718.0,176.0,64329.0,1772.0,16260666.0,64416.0,2270.0,,2012-06-30,KS,8812.0,1772.0,,,,2011-07-01 00:00:00,,,,70754.0,,396.4,176.0,2011
OSBORNE COUNTY MEMORIAL HOSPITAL (171364),General Short Term (Critical Access Hospitals),Governmental-County,,167736.0,0.933818,2.0,4161010.0,,,32568.0,,4455913.0,23.0,1595.0,757007.0,2411240.0,8395.0,233.0,182797.0,2011-12-31,KS,1065.0,670327.0,,11355.0,,2011-01-01 00:00:00,,,,900295.0,122504.0,50.18,23.0,2011
OSCEOLA COMMUNITY HOSPITAL (161345),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,82187.0,0.612357,2.0,7564867.0,,,350573.0,,12353689.0,25.0,1442.0,1537978.0,3318971.0,9125.0,287.0,88111.0,2011-09-30,IA,1117.0,1386257.0,,28312.0,,2010-10-01 00:00:00,,,,9490983.0,618340.0,82.77,25.0,2011
OSCEOLA REGIONAL MEDICAL CENTER (100110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,45338049.0,9330460.0,0.108492,1.0,188786014.0,,48939153.0,29266393.0,,1740096955.0,257.0,79847.0,6930330.0,76657456.0,93805.0,18113.0,63087771.0,2011-12-31,FL,26398.0,6757148.0,40.0,2545120.0,,2011-01-01 00:00:00,,,77109107.0,-34551028.0,347109186.0,1275.43,207.0,2011
OSF HOLY FAMILY MED CTR (141318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1049747.0,0.420853,2.0,21027597.0,,,1393381.0,46032.0,49964182.0,23.0,1999.0,2245921.0,10773647.0,8395.0,410.0,1376332.0,2011-09-30,IL,1493.0,1765330.0,,613989.0,,2010-10-01 00:00:00,,,13828814.0,4989982.0,7780723.0,141.76,23.0,2011
OSMOND GENERAL HOSPITAL (281347),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,83495.0,0.794006,2.0,5247442.0,,,169392.0,,6608818.0,25.0,2523.0,1117933.0,3024254.0,9150.0,165.0,114075.0,2012-06-30,NE,1030.0,962438.0,,-7081.0,,2011-07-01 00:00:00,,,,3600321.0,190452.0,66.61,25.0,2011
OSS ORTHOPAEDIC HOSPITAL (390325),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4572391.0,165595.0,0.508543,1.0,22632948.0,,4873594.0,,,44505484.0,30.0,2486.0,796151.0,4891147.0,10440.0,1049.0,294426.0,2011-09-30,PA,872.0,796151.0,,15867.0,,2010-10-18 00:00:00,,,4891147.0,9245159.0,,85.31,30.0,2011
OSU MEDICAL CENTER (370078),General Short Term (Acute Care Hospitals),Proprietary-Corporation,26793544.0,11105959.0,0.267246,1.0,96005459.0,,30307404.0,18811025.0,,359239514.0,211.0,31358.0,5624604.0,57209418.0,77015.0,6617.0,24386873.0,2012-06-30,OK,10477.0,5681275.0,33.0,4705515.0,,2011-07-01 00:00:00,118.62,,46082360.0,39328303.0,128197302.0,1144.1,164.0,2011
OSWEGO HOSPITAL (330218),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12722375.0,4379497.0,0.467937,1.0,82098536.0,,14123955.0,15864505.0,,175447895.0,132.0,22741.0,3435039.0,46775012.0,48180.0,4454.0,5944902.0,2011-12-31,NY,11006.0,3496164.0,8.0,1597657.0,,2011-01-01 00:00:00,,,39750065.0,63007364.0,39445787.0,841.76,124.0,2011
OTHELLO COMMUNITY HOSPITAL (501318),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1169489.0,0.487891,2.0,14334792.0,,,6605207.0,,29381162.0,16.0,2325.0,641031.0,7708661.0,5840.0,828.0,1535465.0,2011-12-31,WA,201.0,770671.0,,438254.0,,2011-01-01 00:00:00,,,,516291.0,18732073.0,128.16,16.0,2011
OTSEGO MEMORIAL HOSPITAL (230133),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6595171.0,2208297.0,0.505635,2.0,54653936.0,,6158434.0,2600094.0,,108089636.0,46.0,5364.0,7004273.0,30177123.0,16790.0,1577.0,3452717.0,2011-12-31,MI,2688.0,6498449.0,4.0,643014.0,,2011-01-01 00:00:00,,,15332762.0,31105053.0,13776432.0,356.35,42.0,2011
OTTAWA REGIONAL HOSPITAL & HEALTHCAR (140110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9406701.0,5592366.0,0.367314,2.0,65730782.0,,9877273.0,4813419.0,,178949765.0,73.0,9189.0,7161298.0,30310428.0,26718.0,2774.0,3643842.0,2012-04-30,IL,4666.0,6594180.0,5.0,4366883.0,,2011-05-01 00:00:00,,,26238865.0,25910634.0,30416576.0,501.76,68.0,2011
OTTO KAISER MEMORIAL HOSPITAL (451364),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,-4527.0,0.531329,2.0,12661690.0,,,,,23830233.0,25.0,2074.0,1893320.0,5496465.0,9150.0,393.0,,2012-06-30,TX,1537.0,1717104.0,,,,2011-07-01 00:00:00,,,5106798.0,3964233.0,,118.6,25.0,2011
OTTUMWA REGIONAL HEALTH CENTER (160089),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11341692.0,3017617.0,0.315212,2.0,54501944.0,,12993141.0,5172989.0,,172905658.0,88.0,12028.0,7490120.0,25356200.0,32208.0,3257.0,7378814.0,2012-04-30,IA,6423.0,6303434.0,11.0,694729.0,,2011-05-01 00:00:00,,,20777048.0,71116414.0,26212506.0,424.05,77.0,2011
OU MEDICAL CENTER (370093),General Short Term (Acute Care Hospitals),Proprietary-Corporation,86825984.0,74901020.0,0.17318,1.0,542968129.0,,89148876.0,121887052.0,,3135278307.0,651.0,181952.0,18508355.0,187679054.0,238553.0,29401.0,17461834.0,2012-08-31,OK,31040.0,18128254.0,118.0,72175941.0,,2011-09-01 00:00:00,350.77,,172358862.0,141067407.0,914048834.0,3121.49,442.0,2011
OUACHITA COMMUNITY HOSPITAL (190261),General Short Term (Acute Care Hospitals),Proprietary-Corporation,95078.0,,0.187048,1.0,6295639.0,,107583.0,3795430.0,,33657849.0,10.0,173.0,662377.0,1725726.0,3660.0,98.0,,2012-02-29,LA,27.0,663003.0,,,,2011-03-01 00:00:00,,,1728191.0,5251996.0,4219179.0,31.81,10.0,2011
OUACHITA COUNTY MEDICAL CENTER (040050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4786266.0,2226664.0,0.348461,2.0,27583232.0,,4896376.0,2638773.0,,79157238.0,87.0,8059.0,2748159.0,14204446.0,31755.0,2218.0,5569016.0,2011-09-30,AR,3554.0,2718183.0,8.0,317802.0,,2010-10-01 00:00:00,,,11695159.0,10067680.0,10072257.0,335.9,79.0,2011
OUR CHILDRENS HOUSE (453308),General Short Term (Childrens),Voluntary Nonprofit-Church,,,,,,,,,,,,,,,,,,2011-12-31,TX,,,,,,2011-01-01 00:00:00,,,,,,,,2011
OUR COMMUNITY HOSPITAL (341302),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,419831.0,0.855717,2.0,5178051.0,,,1823512.0,,6051128.0,20.0,1447.0,722546.0,2820437.0,7300.0,26.0,540000.0,2011-09-30,NC,1346.0,714492.0,,,,2010-10-01 00:00:00,,,,1749406.0,3439772.0,49.06,20.0,2011
OUR LADY OF BELLEFONTE (180036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22981360.0,4331413.0,0.215084,1.0,124471369.0,,25099740.0,20359111.0,,578709454.0,150.0,26446.0,9443469.0,43374682.0,54900.0,6860.0,10144394.0,2012-08-31,KY,12995.0,9201790.0,11.0,2283048.0,,2011-09-01 00:00:00,6.15,,44252323.0,77870120.0,71780809.0,797.02,139.0,2011
OUR LADY OF LOURDES MED. CTR. (310029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,69822292.0,9715994.0,0.130938,1.0,229556361.0,,74200444.0,30706794.0,,1753169117.0,370.0,68621.0,18812200.0,97291154.0,135050.0,13867.0,6979159.0,2011-12-31,NJ,28981.0,18750049.0,37.0,8972827.0,,2011-01-01 00:00:00,43.58,,86212901.0,137863051.0,260743492.0,1477.04,318.0,2011
OUR LADY OF LOURDES MEMORIAL HOSP (330011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,30246574.0,6785507.0,0.36017,1.0,217457463.0,,34615902.0,-1560714.0,,603762602.0,148.0,41142.0,17000008.0,109003975.0,54020.0,10035.0,10451495.0,2011-12-31,NY,19996.0,15932238.0,10.0,3039134.0,,2011-01-01 00:00:00,12.0,,87651453.0,115973984.0,56266719.0,2337.74,138.0,2011
OUR LADY OF LOURDES RMC (190102),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,40940202.0,7330757.0,0.351909,1.0,156572717.0,,44171525.0,7624441.0,,444924012.0,170.0,43214.0,10701728.0,58766984.0,62220.0,9031.0,18240247.0,2012-06-30,LA,24596.0,10589119.0,24.0,1287737.0,,2011-07-01 00:00:00,,,52543872.0,259579251.0,39472389.0,1118.79,140.0,2011
OUR LADY OF THE LAKE ASCENSION (190242),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,5277739.0,-47162.0,0.300521,1.0,50032598.0,,5500183.0,,,166486272.0,68.0,10551.0,2133959.0,22207590.0,24881.0,2634.0,,2012-06-30,LA,3243.0,2068023.0,7.0,,,2011-07-01 00:00:00,,,21916957.0,25711708.0,,404.12,61.0,2011
OUR LADY OF THE LAKE ASSUMPTION COM (191303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1300100.0,1.003093,2.0,6273681.0,,,1081919.0,,6254336.0,15.0,307.0,631100.0,2275060.0,5490.0,85.0,1274422.0,2012-06-30,LA,223.0,1004256.0,,21736.0,,2011-07-01 00:00:00,,,2122465.0,5148908.0,1837567.0,42.22,15.0,2011
OUR LADY OF THE LAKE RMC (190064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,80510145.0,-451103.0,0.325319,1.0,453738318.0,,94341612.0,,,1394749293.0,575.0,133726.0,21985860.0,226008042.0,210336.0,29126.0,,2012-06-30,LA,41612.0,22376608.0,12.0,,,2011-07-01 00:00:00,41.33,,149941141.0,516821255.0,,3762.52,503.0,2011
OUR LADY OF THE RESURRECTION (140251),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,36738648.0,940862.0,0.208229,1.0,116142350.0,,39409194.0,13817775.0,,557762162.0,193.0,34097.0,7087371.0,45146726.0,70638.0,8808.0,,2012-06-30,IL,18460.0,6527688.0,,1172519.0,,2011-07-01 00:00:00,3.21,,43636437.0,28991198.0,121187669.0,706.18,173.0,2011
OUR LADY OF VICTORY HOSPITAL (521311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,378067.0,0.591349,2.0,16083131.0,,,,,27197376.0,24.0,2584.0,1790495.0,8229579.0,8760.0,298.0,431909.0,2011-09-30,WI,1924.0,1648665.0,,209972.0,,2010-10-01 00:00:00,,,,15247633.0,,117.39,24.0,2011
OVERLAKE HOSPITAL MEDICAL CENTER (500051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,42295602.0,11363599.0,0.306768,1.0,311854989.0,,46185792.0,4290890.0,,1016583665.0,290.0,69694.0,17822181.0,169270970.0,105957.0,19200.0,13335290.0,2012-06-30,WA,17969.0,17784087.0,38.0,7278386.0,,2011-07-01 00:00:00,,,138769971.0,261546241.0,45262080.0,2070.0,252.0,2011
OVERLAND PARK REGIONAL MEDICAL CTR (170176),General Short Term (Acute Care Hospitals),Proprietary-Corporation,17763499.0,4769511.0,0.142869,1.0,136739286.0,,19618666.0,19536704.0,,957094343.0,278.0,58622.0,3894249.0,53206089.0,101748.0,10579.0,24484657.0,2012-05-31,KS,9635.0,3811258.0,97.0,1296344.0,,2011-06-01 00:00:00,,,54145003.0,221058106.0,108882437.0,858.95,181.0,2011
OVERLOOK HOSPITAL (310051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,101599008.0,18628025.0,0.271754,1.0,400226529.0,,108149593.0,12891726.0,,1472754539.0,480.0,107596.0,22760945.0,216140087.0,154364.0,24355.0,24038002.0,2011-12-31,NJ,48457.0,22639288.0,30.0,12117185.0,,2011-01-01 00:00:00,77.65,,148419459.0,75943359.0,66069297.0,2771.88,425.0,2011
OWATONNA HOSPITAL (240069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6271380.0,1392496.0,0.350444,2.0,44195463.0,,6267208.0,1361326.0,,126112660.0,32.0,7451.0,1798811.0,15765691.0,11680.0,2507.0,2116838.0,2011-12-31,MN,2316.0,1744182.0,,651349.0,,2011-01-01 00:00:00,,,14339484.0,-34543773.0,6670397.0,224.51,32.0,2011
OWENSBORO MEDICAL HEALTH SYSTEM (180038),General Short Term (Acute Care Hospitals),Proprietary-Corporation,83379616.0,25262815.0,0.362786,2.0,299826049.0,0.858,87996171.0,27871845.0,,826453862.0,427.0,74758.0,23689726.0,119709699.0,156282.0,16816.0,30343977.0,2012-05-31,KY,36148.0,22999119.0,19.0,14824975.0,,2011-06-01 00:00:00,,,112284552.0,667621000.0,102145376.0,2369.6,386.0,2011
OZARK HEALTH  INC (041313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1863745.0,0.626424,2.0,19734255.0,,,1116681.0,,31503045.0,25.0,2950.0,2787257.0,9633672.0,9150.0,600.0,2363788.0,2012-06-30,AR,2216.0,2522652.0,,464480.0,,2011-07-01 00:00:00,,,,5036998.0,2437665.0,175.53,25.0,2011
OZARKS COMMUNITY HOSPITAL - SPRINGFI (260207),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2251333.0,1405892.0,0.331121,1.0,37235029.0,,2480172.0,12905900.0,,112451323.0,35.0,3520.0,4195959.0,11943767.0,12775.0,742.0,4415374.0,2011-12-31,MO,2146.0,4038927.0,,,,2011-01-01 00:00:00,,,10700148.0,4446083.0,33550718.0,319.45,35.0,2011
OZARKS COMMUNITY HOSPITAL OF GRAVETT (041331),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1788297.0,0.70047,2.0,13380210.0,,,1294399.0,,19101753.0,25.0,2571.0,1404815.0,6058429.0,9125.0,644.0,2624451.0,2011-12-31,AR,1806.0,1155735.0,,,,2011-01-01 00:00:00,,,,3436357.0,3375283.0,158.68,25.0,2011
OZARKS MEDICAL CENTER (260078),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18878758.0,9143626.0,0.320416,2.0,86952916.0,,20224458.0,16848919.0,,271375003.0,103.0,23701.0,10437122.0,56176793.0,37595.0,6203.0,19178142.0,2011-12-31,MO,10537.0,10439205.0,12.0,3210813.0,,2011-01-01 00:00:00,,,32362547.0,46172562.0,51649803.0,896.39,91.0,2011
P&S SURGICAL HOSPITAL (190246),General Short Term (Acute Care Hospitals),Proprietary-Other,3167125.0,397437.0,0.248233,1.0,35727257.0,,3437803.0,335511.0,,143926457.0,22.0,1739.0,8147699.0,10640880.0,8030.0,673.0,1278319.0,2011-12-31,LA,799.0,8002622.0,,144285.0,,2011-01-01 00:00:00,,,8947622.0,2642354.0,11133595.0,176.69,22.0,2011
PACIFIC ALLIANCE MEDICAL CENTER (050018),General Short Term (Acute Care Hospitals),Proprietary-Partnership,20411576.0,912850.0,0.295905,1.0,56549685.0,,19507869.0,20511139.0,,191107681.0,119.0,27475.0,1519019.0,31943326.0,43435.0,6046.0,1182184.0,2011-12-31,CA,6282.0,1383779.0,9.0,798402.0,,2011-01-01 00:00:00,,,29543632.0,38354927.0,103392739.0,499.0,110.0,2011
PACIFIC HOSPITAL OF LONG BEACH (050277),General Short Term (Acute Care Hospitals),Proprietary-Partnership,20910328.0,4768391.0,0.219451,1.0,108407651.0,,21207202.0,27500675.0,,493993765.0,157.0,39190.0,3586546.0,47742024.0,57462.0,7239.0,21232043.0,2012-06-30,CA,11641.0,3130425.0,16.0,298947.0,,2011-07-01 00:00:00,25.98,,38667372.0,80764000.0,135728714.0,583.16,141.0,2011
PACIFICA HOSPITAL OF THE VALLEY (050378),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13462758.0,3063534.0,0.320863,1.0,55772703.0,,14434868.0,29577269.0,,173821073.0,133.0,26013.0,248230.0,31447177.0,48545.0,5455.0,9211230.0,2011-12-31,CA,7137.0,234654.0,,262846.0,,2011-01-01 00:00:00,,,24890919.0,47908254.0,113808552.0,412.85,126.0,2011
PAGE HOSPITAL (031304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,920670.0,0.390273,2.0,12431105.0,,,4283442.0,,31852322.0,25.0,1485.0,883527.0,5758737.0,9125.0,525.0,1612219.0,2011-12-31,AZ,181.0,936864.0,,325777.0,,2011-01-01 00:00:00,,,5758737.0,1173214.0,11248837.0,91.57,25.0,2011
PAGE MEMORIAL HOSPITAL (491307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2571617.0,0.411353,2.0,19056930.0,,,167731.0,,46327448.0,25.0,3612.0,1951213.0,10060263.0,9125.0,668.0,3696000.0,2011-12-31,VA,2938.0,1711816.0,,1077911.0,,2011-01-01 00:00:00,,,,8070286.0,578493.0,120.0,25.0,2011
PAGOSA SPRINGS MEDICAL CENTER (061328),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1475850.0,0.750965,2.0,10981996.0,,,267586.0,,14623837.0,11.0,788.0,2363957.0,5380036.0,4015.0,164.0,1747945.0,2011-12-31,CO,638.0,2018277.0,,199227.0,,2011-01-01 00:00:00,,,3148421.0,14676249.0,1212757.0,89.73,11.0,2011
PALACIOS COMMUNITY MEDICAL CENTER (451332),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,794424.0,0.489882,1.0,4250333.0,,,176408.0,,8676237.0,17.0,1093.0,258376.0,2201337.0,6205.0,360.0,1655578.0,2011-12-31,TX,680.0,188618.0,,,,2011-01-01 00:00:00,,,,859465.0,530484.0,34.86,17.0,2011
PALESTINE REGIONAL MEDICAL CENTER (450747),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11018846.0,4622018.0,0.211868,2.0,47145682.0,,12170086.0,6657482.0,,222524085.0,84.0,17644.0,3050995.0,24561152.0,30660.0,5564.0,20606991.0,2011-12-31,TX,6443.0,2969726.0,10.0,363125.0,,2011-01-01 00:00:00,,,21066892.0,-17312958.0,38270364.0,492.69,74.0,2011
PALI MOMI MEDICAL CENTER (120026),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25528640.0,2049295.0,0.275571,1.0,158387074.0,,27353915.0,22500804.0,,574758735.0,121.0,42218.0,8981202.0,62863195.0,44125.0,6455.0,7439344.0,2012-06-30,HI,14682.0,8985331.0,8.0,81444.0,,2011-07-01 00:00:00,,,63129474.0,29088434.0,89231924.0,814.64,113.0,2011
PALISADES MEDICAL CENTER (310003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,42070274.0,11265709.0,0.19485,1.0,119125189.0,,43441607.0,,,611369709.0,202.0,46333.0,4488611.0,58550820.0,73730.0,10780.0,,2011-12-31,NJ,23358.0,4352241.0,10.0,11458739.0,,2011-01-01 00:00:00,,,61221080.0,129935974.0,,807.0,192.0,2011
PALM BAY HOSPITAL (100316),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3546229.0,4455852.0,0.228217,1.0,36846643.0,,3990534.0,1047889.0,,161454181.0,152.0,11337.0,1088332.0,14518438.0,27664.0,2395.0,1761333.0,2011-09-30,FL,2741.0,1088306.0,12.0,4054873.0,,2011-05-06 00:00:00,,,11931947.0,79303575.0,8117072.0,222.35,140.0,2011
PALM BEACH GARDENS (100176),General Short Term (Acute Care Hospitals),Proprietary-Corporation,40563675.0,3309699.0,0.178144,1.0,155550628.0,,44145744.0,4493191.0,,873172075.0,199.0,46789.0,15308474.0,47433070.0,72635.0,9946.0,14832860.0,2011-12-31,FL,23212.0,15281476.0,36.0,717459.0,,2011-01-01 00:00:00,,,47329318.0,15461338.0,43219973.0,651.9,163.0,2011
PALM DRIVE HOSPITAL (050385),General Short Term (Acute Care Hospitals),Governmental-Hospital District,7567280.0,908469.0,0.349231,1.0,28854739.0,,7682238.0,1539799.0,,82623705.0,37.0,4139.0,2113688.0,13591067.0,13542.0,1153.0,2479740.0,2012-06-30,CA,2326.0,2044817.0,5.0,84757.0,,2011-07-01 00:00:00,,,13468295.0,30146609.0,6414279.0,170.08,32.0,2011
PALMDALE REGIONAL MEDICAL CENTER (050204),General Short Term (Acute Care Hospitals),Proprietary-Corporation,27420714.0,6542082.0,0.171591,1.0,116074313.0,,30365613.0,14032782.0,,676458077.0,121.0,33357.0,4245371.0,45442308.0,44165.0,7690.0,25767380.0,2011-12-31,CA,13853.0,3985177.0,24.0,2216372.0,,2011-01-01 00:00:00,,,46027873.0,322108171.0,141751745.0,709.23,97.0,2011
PALMER LUTHERAN HEALTH CENTER (161316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,908335.0,0.827033,2.0,19144454.0,,,1811370.0,,23148346.0,25.0,2656.0,3524568.0,8469939.0,9125.0,348.0,950000.0,2011-12-31,IA,1700.0,3070202.0,,122654.0,,2011-01-01 00:00:00,,,,15350952.0,2940315.0,147.3,25.0,2011
PALMERTON HOSPITAL (390019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5774875.0,892078.0,0.33635,1.0,27903334.0,,6526778.0,1025859.0,,82959311.0,70.0,4311.0,2005441.0,12715496.0,25620.0,1539.0,2651881.0,2012-06-30,PA,3921.0,1984554.0,7.0,58907.0,,2011-07-01 00:00:00,,,11427174.0,11982830.0,5501678.0,272.98,63.0,2011
PALMETTO BAPTIST (420086),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39282101.0,23447769.0,0.270201,1.0,272432338.0,,42361517.0,16549281.0,,1008256249.0,289.0,78297.0,9315531.0,114686128.0,105485.0,13494.0,60056174.0,2011-09-30,SC,27473.0,9214013.0,18.0,7422718.0,,2010-10-01 00:00:00,16.28,,89305732.0,36063487.0,56677693.0,1893.0,242.0,2011
PALMETTO GENERAL HOSPITAL (100187),General Short Term (Acute Care Hospitals),Proprietary-Corporation,56433470.0,8197410.0,0.146535,1.0,220542817.0,,61058144.0,40118337.0,,1505054408.0,360.0,106289.0,7067797.0,83919693.0,131400.0,20968.0,18854785.0,2011-12-31,FL,32033.0,6846123.0,53.0,5591852.0,,2011-01-01 00:00:00,50.38,,81317313.0,21399650.0,351069820.0,1246.1,292.0,2011
PALMETTO LOW COUNTRY BHD (424006),Psychiatric,Proprietary-Corporation,,,,1.0,12704545.0,,,,,37001915.0,80.0,20938.0,8023.0,7859230.0,29200.0,2569.0,,2011-12-31,SC,6050.0,8023.0,,,,2011-01-01 00:00:00,,,,26473451.0,,149.43,80.0,2011
