Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
MEDICAL CENTER OF TRINITY (100191),General Short Term (Acute Care Hospitals),Proprietary-Corporation,36643692.0,58807.0,5648425.0,,,,115674.0,57570554.0,FL,4466040.0,236.0,53181042.0,32065977.0,11441461.0,3378854.0,34.0,86140.0,1473219039.0,157477964.0,21558519.0,4444404.0,,13573.0,22511.0,205589547.0,0.106894,225656148.0,2013-07-01 00:00:00,2014-06-30,2013
MEDICAL CITY DALLAS HOSPITAL (450647),General Short Term (Acute Care Hospitals),Proprietary-Corporation,80968209.0,144752.0,9093524.0,,,,183373.0,161353260.0,TX,14737667.0,668.0,160047825.0,75392835.0,49057534.0,2874397.0,16.0,243820.0,3492168338.0,452815589.0,49367271.0,14792955.0,0.98,24184.0,33630.0,495772728.0,0.129666,-2027715416.0,2013-06-01 00:00:00,2014-05-31,2013
MEDICAL CITY MCKINNEY (450403),General Short Term (Acute Care Hospitals),Proprietary-Corporation,26913016.0,43042.0,3834253.0,,,,-27489.0,50765797.0,TX,4125002.0,164.0,47014786.0,24613794.0,11478416.0,945572.0,16.0,59860.0,882689819.0,122163343.0,22204278.0,4043394.0,,8603.0,13891.0,111866827.0,0.138399,431387338.0,2013-09-01 00:00:00,2014-08-31,2013
MEDICAL CTR. OF LA AT NEW ORLEANS (190005),General Short Term (Acute Care Hospitals),Governmental-State,12222782.0,24815.0,46272059.0,,,,-8503.0,55862785.0,LA,3612783.0,195.0,48691625.0,11932762.0,24410114.0,38673900.0,36.0,33245.0,380558640.0,146473342.0,19741118.0,2857379.0,345.25,4510.0,2594.0,141696222.0,0.38489,393935214.0,2013-06-24 00:00:00,2013-12-31,2013
MEDICAL PARK HOSPITAL (340148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1842178.0,2928.0,1326907.0,,,,7957.0,13975652.0,NC,5017870.0,22.0,12361055.0,1607476.0,1564322.0,684679.0,2.0,8030.0,128298809.0,41388968.0,2140781.0,4988096.0,,787.0,762.0,6720703.0,0.322598,-249234748.0,2013-01-01 00:00:00,2013-12-31,2013
MEDICAL UNIVERSITY OF SOUTH CAROLINA (420004),General Short Term (Acute Care Hospitals),Governmental-State,190811897.0,191378.0,71416974.0,,,,32915.0,356416163.0,SC,65577239.0,632.0,327573527.0,177513746.0,188028402.0,25025072.0,102.0,229326.0,3104996059.0,983890243.0,149637737.0,64550407.0,517.0,32557.0,48828.0,673248744.0,0.316873,533582955.0,2013-07-01 00:00:00,2014-06-30,2013
MEDICINE LODGE MEMORIAL HOSPITAL (171334),General Short Term (Critical Access Hospitals),Governmental-Other,,4777.0,201245.0,,,,,4284001.0,KS,983901.0,17.0,,,100557.0,,,8389.0,6779508.0,7519825.0,185727.0,944855.0,,196.0,1306.0,228728.0,1.109199,4666652.0,2013-01-01 00:00:00,2013-12-31,2013
MEDINA HOSPITAL (360091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18073616.0,25101.0,8536017.0,,,,-10722.0,37966531.0,OH,4554304.0,157.0,36203060.0,16019402.0,4512275.0,4374496.0,12.0,57305.0,318274916.0,96875561.0,13883391.0,4524922.0,,6305.0,10832.0,20828806.0,0.304377,11104810.0,2013-01-01 00:00:00,2013-12-31,2013
MEDINA MEMORIAL HOSPITAL (330053),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3517166.0,8151.0,862264.0,,,,-11944.0,17024295.0,NY,956152.0,54.0,12638515.0,3212239.0,3980021.0,61397.0,6.0,19689.0,55048824.0,30401321.0,1450161.0,933008.0,,1617.0,3316.0,7305852.0,0.552261,8674187.0,2013-01-01 00:00:00,2013-12-31,2013
MEDINA REGIONAL HOSPITAL (451330),General Short Term (Critical Access Hospitals),Governmental-Other,,3936.0,2624017.0,,,,,8394772.0,TX,1464312.0,25.0,,,1597959.0,740195.0,,9125.0,41065897.0,20103012.0,3906599.0,1286070.0,,864.0,1630.0,5203107.0,0.489531,15659417.0,2012-10-01 00:00:00,2013-09-30,2013
MEDSTAR HARBOR HOSPITAL (210034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,709195765.0,35453.0,8323598.0,,,,,78576244.0,MD,3951741.0,136.0,60876858.0,43397523.0,53304406.0,4257172.0,17.0,49640.0,204163677.0,124203939.0,6684297.0,11641949.0,46.2,9059.0,13655.0,58012087.0,0.608355,37304529.0,2013-07-01 00:00:00,2014-06-30,2013
MEDSTAR MONTGOMERY MEDICAL CENTER (210018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,709386930.0,33257.0,6691163.0,,,,,56818435.0,MD,9511191.0,132.0,54240273.0,38275071.0,9790954.0,3378239.0,12.0,48180.0,166351700.0,119008721.0,4630844.0,20632738.0,,8996.0,16656.0,10415909.0,0.715404,39049033.0,2013-07-01 00:00:00,2014-06-30,2013
MEDSTAR SOUTHERN MARYLAND HOSPITAL C (210062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,29028509.0,34098.0,7615857.0,,,,,49347621.0,MD,13236371.0,239.0,47210765.0,36182352.0,11224307.0,648354.0,12.0,48517.0,151031445.0,114993825.0,9151030.0,9776341.0,,8697.0,15701.0,11940752.0,0.76139,64584900.0,2012-12-17 00:00:00,2013-06-30,2013
MEDSTAR SOUTHERN MARYLAND HOSPITAL C (210062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,51767924.0,58681.0,14297229.0,,,,,90727028.0,MD,23650424.0,227.0,87273096.0,63572836.0,36416727.0,2516788.0,12.0,82855.0,271814901.0,177575425.0,18032345.0,19872129.0,,14690.0,25838.0,38741198.0,0.653295,109270900.0,2013-07-01 00:00:00,2014-06-30,2013
MEDSTAR UNION MEMORIAL HOSPITAL (210024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,80556372.0,57212.0,16409923.0,,,,,155971378.0,MD,16963471.0,221.0,115893569.0,108821942.0,47125061.0,8463878.0,60.0,80665.0,423288040.0,272049891.0,12363421.0,40668467.0,75.0,12799.0,29621.0,52221920.0,0.642706,64058735.0,2013-07-01 00:00:00,2014-06-30,2013
MEE MEMORIAL HOSPITAL (050189),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4388233.0,19357.0,4342928.0,,0.736,,-10403.0,29085476.0,CA,770832.0,76.0,25966622.0,5892367.0,24581347.0,1429385.0,4.0,27740.0,199454042.0,57019320.0,10352215.0,759916.0,,1305.0,2664.0,88641870.0,0.285877,39994148.0,2012-10-01 00:00:00,2013-09-30,2013
MEEKER COUNTY MEMORIAL HOSPITAL (241366),General Short Term (Critical Access Hospitals),Governmental-County,,3475.0,689751.0,,,,,9830351.0,MN,2302683.0,25.0,,,2190088.0,383296.0,,9125.0,42379356.0,25347325.0,512376.0,2270060.0,,834.0,1635.0,5038675.0,0.598105,27906880.0,2013-01-01 00:00:00,2013-12-31,2013
MELISSA MEMORIAL HOSPITAL (061305),General Short Term (Critical Access Hospitals),Governmental-County,,1251.0,458046.0,,,,,4257977.0,CO,2182150.0,15.0,,,616600.0,46946.0,,5475.0,11178104.0,11011118.0,490407.0,1810782.0,,152.0,945.0,1478593.0,0.985061,15721278.0,2013-01-01 00:00:00,2013-12-31,2013
MELROSE AREA HOSPITAL CENTRACARE (241330),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1834.0,357010.0,,,,,11261908.0,MN,2319783.0,25.0,,,1126021.0,97409.0,,9125.0,45059077.0,24755997.0,508171.0,1975687.0,,486.0,1046.0,3795988.0,0.549412,6654870.0,2013-07-01 00:00:00,2014-06-30,2013
MEM. HOSPITAL OF SHERIDAN CTY. (530006),General Short Term (Acute Care Hospitals),Governmental-City-County,10562253.0,9582.0,1119147.0,,,,,34175921.0,WY,4702248.0,66.0,21570630.0,10684246.0,4070962.0,1124366.0,6.0,24090.0,102372712.0,50213050.0,,4612363.0,,2368.0,4850.0,8530368.0,0.490493,8417198.0,2013-07-01 00:00:00,2014-06-30,2013
MEM. HOSPT. OF SWEETWATER COUNTY (530011),General Short Term (Acute Care Hospitals),Governmental-County,6119790.0,6666.0,5254461.0,,,,-29435.0,28506929.0,WY,2905954.0,58.0,17654491.0,6398039.0,2674800.0,1202175.0,10.0,21170.0,91251315.0,43428543.0,8514602.0,2856119.0,,2480.0,2273.0,8174199.0,0.475922,54166031.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL COMMUNITY HEALTH  INC. (281320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1724.0,335743.0,,,,,9828699.0,NE,2437498.0,14.0,,,592854.0,36422.0,,5110.0,22870348.0,15543425.0,458211.0,2796952.0,,268.0,1210.0,,0.679632,17605036.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL COMMUNITY HOSPITAL (281359),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2084.0,2466417.0,,,,,14546172.0,NE,3738402.0,21.0,,,1573321.0,648513.0,,7665.0,41541495.0,31772651.0,2376839.0,4569793.0,,374.0,1057.0,2932068.0,0.764841,21441301.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL EASTON (210037),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,79296970.0,46068.0,12736152.0,,,,,81644444.0,MD,2702939.0,173.0,59271438.0,72588962.0,41727146.0,5211290.0,16.0,63145.0,291654867.0,183208648.0,11979040.0,2648745.0,,10287.0,28162.0,44390581.0,0.628169,149439000.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HEALTH CARE SYSTEM INC. (440091),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,113117885.0,112541.0,12698212.0,,,,31282.0,131454366.0,TN,46659946.0,415.0,146149110.0,101418009.0,9313693.0,6445779.0,34.0,151475.0,1808250652.0,419245482.0,29522289.0,47028690.0,,23995.0,56740.0,79953207.0,0.231851,282840000.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HEALTH CARE SYSTEMS (281339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3112.0,461695.0,,,,,12480718.0,NE,2875793.0,24.0,,,966862.0,95593.0,,8760.0,29223707.0,20263293.0,528624.0,2722728.0,,482.0,2395.0,1499846.0,0.693385,5129738.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HEALTH CENTER (281357),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3113.0,1652063.0,,,,,17486283.0,NE,2779104.0,19.0,,,2086726.0,624147.0,4.0,6935.0,59141932.0,32420359.0,1881022.0,3153472.0,,739.0,2064.0,4196792.0,0.548179,4640602.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HEALTH CENTER (521324),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2322.0,1137025.0,,,,,27703280.0,WI,3268692.0,25.0,,,11468590.0,1137025.0,,9125.0,80006795.0,48582601.0,358626.0,3624519.0,,452.0,706.0,21002875.0,0.607231,27967403.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HEALTH SYSTEM (060022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,52996242.0,65618.0,37337380.0,,,,-74888.0,163970123.0,CO,24315065.0,413.0,146348557.0,49309098.0,30442432.0,19504421.0,46.0,112749.0,1425073907.0,358441477.0,71179195.0,24092102.0,,13902.0,20724.0,218821986.0,0.251525,501200614.0,2012-10-01 00:00:00,2013-06-30,2013
MEMORIAL HEALTH SYSTEM (060022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,72976668.0,78657.0,30146656.0,,,,-61458.0,203741628.0,CO,35507175.0,414.0,170721215.0,63654316.0,30323529.0,17991243.0,46.0,151110.0,1920324904.0,479346300.0,49597009.0,34833011.0,,17794.0,25722.0,203548240.0,0.249617,498633743.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HEALTH UNIV MED CENTER (110036),General Short Term (Acute Care Hospitals),Governmental-County,97786869.0,136367.0,28834464.0,,,,-81576.0,150127488.0,GA,18919127.0,453.0,134119521.0,86847800.0,70585410.0,20257955.0,18.0,165345.0,1768994884.0,375252438.0,41230668.0,18654109.0,130.03,27107.0,35292.0,334347789.0,0.212127,262258795.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HEALTHCARE (230121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9898365.0,10425.0,1792422.0,,,,-5861.0,36269790.0,MI,6834636.0,107.0,32413947.0,8616459.0,6212941.0,509822.0,8.0,39055.0,322754121.0,76972666.0,5796071.0,7102800.0,,2666.0,4697.0,46238764.0,0.238487,31074088.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HERMANN  HOSPITAL SYS (450184),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,183654822.0,276605.0,119454287.0,,,,-54139.0,369445598.0,TX,42572474.0,1126.0,385498813.0,171635855.0,78511342.0,52432821.0,103.0,410990.0,4059941407.0,992996192.0,276723303.0,41069144.0,46.48,68892.0,75050.0,525897862.0,0.244584,-349643520.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HERMANN KATY (450847),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,19690545.0,35053.0,36657386.0,,,,30912.0,49759955.0,TX,3991182.0,142.0,54784284.0,18205747.0,6205414.0,25713715.0,12.0,51830.0,538629366.0,142198021.0,41869658.0,3921471.0,,10909.0,8835.0,45026959.0,0.264,-9393493.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HERMANN KINGWOOD (670005),General Short Term (Acute Care Hospitals),Proprietary-Partnership,543090.0,381.0,53747.0,,,,,4072747.0,TX,2035420.0,10.0,4208007.0,482145.0,411089.0,10450.0,,3650.0,75936047.0,15952330.0,206101.0,2003729.0,,174.0,123.0,2463464.0,0.210076,9602178.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HERMANN MEMORIAL CITY MEDIC (450610),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,58649443.0,92228.0,28504964.0,,,,20047.0,107818993.0,TX,15884067.0,375.0,119083149.0,52783092.0,17133314.0,11161486.0,113.0,136905.0,1385615352.0,376899074.0,64210553.0,15518648.0,,23014.0,24806.0,109005651.0,0.272008,475562282.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HERMANN NORTHEAST (450684),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,29564249.0,54200.0,25516209.0,,,,8830.0,63837029.0,TX,6403869.0,255.0,68912450.0,27130585.0,12157252.0,7088728.0,24.0,93805.0,724466362.0,158781037.0,83328686.0,6317635.0,,12392.0,14549.0,108070114.0,0.21917,35929465.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HERMANN REHAB HOSP KATY (673038),Rehabilitation,Proprietary-Partnership,,7814.0,,,,,,6806520.0,TX,1245260.0,35.0,6558759.0,,,,,12775.0,46863742.0,18645943.0,,1234530.0,,528.0,4664.0,,,22873139.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HERMANN SUGAR LAND HOSPITAL (450848),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10103914.0,19702.0,7155542.0,,,,35673.0,31154445.0,TX,2867568.0,77.0,34563134.0,9280844.0,6717434.0,1596315.0,8.0,28105.0,370751269.0,88197356.0,23598274.0,2892325.0,,5940.0,4447.0,44440791.0,0.237888,94425320.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HERMANN TEXAS MEDICAL CNTR (450068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,174747366.0,238970.0,82688279.0,,,,-125265.0,341187924.0,TX,23484702.0,858.0,326556066.0,167092586.0,144353352.0,69407708.0,23.0,304069.0,4143505025.0,912432437.0,61361364.0,21762589.0,462.7,38558.0,42404.0,953107626.0,0.220208,-613378581.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HERMANN TIRR (453025),Rehabilitation,Voluntary Nonprofit-Other,,29756.0,,,,,,40617814.0,TX,2183132.0,119.0,39952093.0,,,,,43435.0,189207601.0,72605772.0,,2190793.0,8.12,1130.0,5357.0,,,41475493.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSP & HEALTH CARE CTR (150115),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,21686918.0,18886.0,5822119.0,,,,53949.0,77909706.0,IN,14834397.0,111.0,43085966.0,18971631.0,9041481.0,1956870.0,26.0,40515.0,307903168.0,119532942.0,10211539.0,14704706.0,,5185.0,8927.0,39118927.0,0.388216,81874459.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSP OF BURLINGTON CTY (310057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,59036501.0,82055.0,14103421.0,,,,35819.0,99723596.0,NJ,10221700.0,311.0,85096399.0,52848058.0,2978930.0,12617367.0,38.0,113515.0,1616940754.0,254683436.0,9661760.0,10162479.0,12.97,19029.0,34737.0,49151249.0,0.157509,54132108.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL  INC. (521323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1366.0,863633.0,,,,,11512275.0,WI,1335994.0,25.0,,,242979.0,160294.0,,9125.0,30665406.0,20123557.0,1227982.0,1185268.0,,295.0,772.0,689050.0,0.65623,5159334.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL (110132),General Short Term (Acute Care Hospitals),Governmental-County,3597203.0,9972.0,3300938.0,,,,-15955.0,22567198.0,GA,1613146.0,80.0,14186256.0,2609548.0,5411632.0,992151.0,10.0,29200.0,86801979.0,31287909.0,6497093.0,1648085.0,,1923.0,3813.0,15285120.0,0.360452,15113506.0,2013-04-01 00:00:00,2014-03-31,2013
MEMORIAL HOSPITAL (131307),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,1055.0,955074.0,,,,,5255236.0,ID,1824140.0,19.0,,,1631679.0,126440.0,,6935.0,17126498.0,12324872.0,1180336.0,1946033.0,,330.0,519.0,2440635.0,0.719638,6072984.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL (140185),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,62005848.0,67945.0,9272948.0,,,,7540.0,98903648.0,IL,14063057.0,316.0,93863932.0,55423787.0,15832731.0,6157066.0,20.0,115340.0,1014499498.0,232409142.0,15377832.0,14299032.0,,15208.0,32770.0,123237854.0,0.229087,76064035.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL (141338),General Short Term (Critical Access Hospitals),Governmental-City-County,,1884.0,1223610.0,,,,,7942261.0,IL,4125420.0,25.0,7941885.0,,1133495.0,216382.0,,9125.0,31648444.0,17410631.0,2125788.0,4093274.0,,471.0,1239.0,3107319.0,0.550126,2165608.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL (301307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,6139.0,3954577.0,,,,,27679097.0,NH,8429255.0,25.0,,,1094488.0,700112.0,4.0,9125.0,93156668.0,47804786.0,6687902.0,7375365.0,,1280.0,3722.0,3412029.0,0.513165,24854786.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL (360156),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5331140.0,6983.0,2936895.0,,,,-1831.0,27735519.0,OH,4067249.0,102.0,22605587.0,4666016.0,5878031.0,,8.0,37230.0,171737793.0,56628381.0,9122394.0,4114424.0,,2103.0,2510.0,25061828.0,0.329737,46137662.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HOSPITAL (390101),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13944695.0,17978.0,2266855.0,,,,14205.0,36153921.0,PA,5351399.0,100.0,32073807.0,12747606.0,591394.0,837463.0,,36500.0,257645266.0,62885171.0,5856316.0,5428821.0,20.98,4519.0,6640.0,40312552.0,0.244077,49245303.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL (451314),General Short Term (Critical Access Hospitals),Governmental-County,,682.0,2758853.0,,,,,2978051.0,TX,811674.0,19.0,,,193628.0,210044.0,,6935.0,8967233.0,8687254.0,2675860.0,848058.0,,135.0,467.0,717211.0,0.968778,1139812.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL - ABILENE (171381),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,3865.0,561017.0,,,,,13409247.0,KS,1796126.0,19.0,,,2938838.0,125949.0,,6935.0,39352526.0,23494567.0,828140.0,1756880.0,,447.0,3168.0,4620997.0,0.597028,25658313.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL - LOS BANOS (050528),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5686186.0,4676.0,4282561.0,,,,9816.0,15559430.0,CA,1834210.0,46.0,15554260.0,6723045.0,12220571.0,2068020.0,4.0,16790.0,189509135.0,36869211.0,11462244.0,1805094.0,,1377.0,1102.0,84881982.0,0.194551,6041315.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL ASSOCIATION (141305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2388.0,639082.0,,,,,8722358.0,IL,2966444.0,18.0,,,1977376.0,485055.0,,6570.0,33015847.0,18291009.0,499961.0,2998231.0,,495.0,1424.0,9555754.0,0.554007,21538001.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL AT GULFPORT (250019),General Short Term (Acute Care Hospitals),Governmental-City-County,64156055.0,76498.0,33220646.0,,,,-87607.0,172732834.0,MS,28845243.0,421.0,120439607.0,61254748.0,60993645.0,10985284.0,44.0,153665.0,1905919727.0,294628998.0,144229012.0,28000578.0,,16631.0,31404.0,221772374.0,0.154586,112142317.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HOSPITAL FLAGLER (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,29318060.0,30636.0,7603849.0,,,,33579.0,60349798.0,FL,11889758.0,99.0,35009762.0,25973325.0,8022506.0,5241701.0,18.0,36135.0,491106267.0,105289998.0,11227929.0,11792270.0,,6878.0,15237.0,45056074.0,0.214394,90254365.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL FOR CANCER AND ALL (330154),Cancer (Acute Care Hospitals),Voluntary Nonprofit-Other,,144345.0,,,,,,1068885400.0,NY,273052924.0,469.0,,,,,20.0,171185.0,4038062432.0,1691116228.0,,263129380.0,316.55,22340.0,49539.0,,,841456000.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL LOGANSPORT (150072),General Short Term (Acute Care Hospitals),Governmental-County,6392562.0,6471.0,2868583.0,,,,9180.0,26356913.0,IN,4230338.0,83.0,17369932.0,6485472.0,7990321.0,866377.0,6.0,30295.0,125189526.0,35997348.0,7109466.0,4314097.0,,1715.0,2847.0,21147530.0,0.287543,31506466.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL MIRAMAR (100285),General Short Term (Acute Care Hospitals),Governmental-Hospital District,11351481.0,35912.0,30069464.0,,,,30694.0,53523490.0,FL,2582882.0,178.0,54063587.0,9714705.0,25291643.0,21939062.0,18.0,64970.0,736804877.0,132811223.0,45183496.0,2414869.0,,8154.0,4152.0,133737172.0,0.180253,-54942883.0,2013-05-01 00:00:00,2014-04-30,2013
MEMORIAL HOSPITAL MODESTO (050557),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,79242948.0,83365.0,23387637.0,,,,41859.0,161216141.0,CA,18438791.0,423.0,160683032.0,73937333.0,32503476.0,13841418.0,35.0,154395.0,2195073616.0,378119616.0,56471903.0,18142767.0,,17307.0,30281.0,314083326.0,0.172258,237683362.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL OF BOSCOBEL (521344),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,984.0,746235.0,,,,,5313205.0,WI,1804864.0,25.0,,,1625143.0,346074.0,,9125.0,24055079.0,13141432.0,896477.0,1830671.0,,256.0,685.0,4382867.0,0.546306,7152112.0,2012-10-01 00:00:00,2013-09-30,2013
MEMORIAL HOSPITAL OF BURLINGTON (520059),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10173449.0,10434.0,661691.0,,,,15055.0,23952009.0,WI,5181057.0,41.0,20410582.0,9043536.0,1616538.0,-370785.0,10.0,16413.0,209500968.0,51300470.0,4468240.0,5241550.0,,2825.0,5285.0,19584481.0,0.24487,7619518.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL OF CARBON COUNTY (531316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2093.0,4094510.0,,,,,9985060.0,WY,1445981.0,25.0,,,1705694.0,258300.0,5.0,9125.0,43766550.0,17227358.0,9747983.0,1421081.0,,810.0,766.0,5960968.0,0.393619,11059970.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL OF CARBONDALE (140164),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,46535125.0,37134.0,11108463.0,,,,-45912.0,56938470.0,IL,17717554.0,159.0,55723236.0,42332533.0,14449986.0,6947821.0,13.0,58035.0,678749061.0,184946823.0,16537649.0,17911664.0,15.0,10155.0,16243.0,113653353.0,0.272482,107907248.0,2013-04-01 00:00:00,2014-03-31,2013
MEMORIAL HOSPITAL OF CONVERSE COUNTY (531302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3068.0,3378360.0,,,,,23136678.0,WY,5743281.0,25.0,,,5170578.0,416667.0,,9125.0,47594875.0,38212647.0,3729702.0,4912026.0,,757.0,1319.0,5883138.0,0.802873,16873968.0,2013-07-01 00:00:00,2014-06-30,2013
MEMORIAL HOSPITAL OF GARDENA (050468),General Short Term (Acute Care Hospitals),Proprietary-Corporation,24879059.0,30224.0,6221831.0,,,,-7281.0,42268556.0,CA,1410331.0,103.0,36050276.0,23549101.0,45180891.0,1124783.0,10.0,37595.0,587471741.0,87840638.0,34882293.0,1389032.0,,6608.0,7964.0,287860982.0,0.149523,29827305.0,2013-01-01 00:00:00,2013-12-31,2013
MEMORIAL HOSPITAL OF JACKSONVILLE (100179),General Short Term (Acute Care Hospitals),Proprietary-Corporation,72463218.0,101517.0,11771903.0,,,,95455.0,89123598.0,FL,12756454.0,391.0,89580283.0,64848288.0,19776210.0,1778070.0,10.0,142715.0,2533189310.0,258182855.0,98764612.0,12742634.0,1.06,20739.0,38080.0,322878183.0,0.10192,-559097699.0,2013-01-01 00:00:00,2013-12-31,2013
