PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
251308,01-OCT-18,30-SEP-19,As Submitted,PONTOTOC HEALTH SERVICES                ,176 SOUTH MAIN                          ,,PONTOTOC                                ,MS                                      ,38863                                   ,PONTOTOC                                ,,,,,,,,,,25,9125,5317,15,5429,,185.07,,114,6,146,,,,,,,
251309,01-OCT-18,30-SEP-19,As Submitted,FIELD MEMORIAL COMMUNITY HOSPITAL       ,178 HIGHWAY 24                          ,639                                     ,CENTREVILLE                             ,MS                                      ,39631-0639                              ,WILKINSON                               ,,,,,,,,,,16,5840,2938,46,3299,,97.35,,228,10,305,24,,,,,,
251312,01-OCT-18,30-SEP-19,As Submitted,TYLER HOLMES MEMORIAL HOSPITAL          ,TYLER HOLMES MEMORIAL HOSPITAL          ,409 TYLER HOLMES DRI                    ,WINONA                                  ,MS                                      ,38967                                   ,MONTGOMERY                              ,,,,,,,,,,25,9125,3733,122,4112,,126.05,,232,35,330,,,,,,,
251313,01-OCT-18,30-SEP-19,As Submitted,BAPTIST MEDICAL CENTER - YAZOO          ,823 GRAND AVENUE                        ,329                                     ,YAZOO CITY                              ,MS                                      ,39194                                   ,YAZOO                                   ,,,,,,,,,,25,9125,3084,200,4244,,113.09,,233,45,417,,,,,,,
251315,01-OCT-18,30-SEP-19,As Submitted,BAPTIST MEDICAL CENTER - LEAKE  INC.    ,1100 HIGHWAY 16 EAST                    ,909                                     ,CARTHAGE                                ,MS                                      ,39051                                   ,LEAKE                                   ,,,,,,,,,,25,9125,4765,110,6012,,111.53,,325,37,479,,,,,,,
251318,01-OCT-18,30-SEP-19,As Submitted,NORTH SUNFLOWER COUNTY HOSPITAL         ,N/A                                     ,369                                     ,RULEVILLE                               ,MS                                      ,38771                                   ,SUNFLOWER                               ,,,,,,,,,,25,9125,5601,175,6346,,507.74,,355,49,497,,,,,,296,
251324,01-OCT-18,30-SEP-19,As Submitted,WALTHALL COUNTY GENERAL HOSPITAL        ,100 HOSPITAL DRIVE                      ,,TYLERTOWN                               ,MS                                      ,39667-2099                              ,WALTHALL                                ,,,,,,,,,,25,9125,1352,29,1451,,72.08,,75,8,106,,,,,,,
251325,01-OCT-18,30-SEP-19,As Submitted,COVINGTON COUNTY HOSPITAL               ,803 GERALD MCRANEY DRIVE                ,,COLLINS                                 ,MS                                      ,39428                                   ,COVINGTON                               ,,,,,,,,,,25,9125,4695,16,5128,,135.67,,185,5,249,12,,,,,,
251326,01-OCT-18,30-SEP-19,As Submitted,PRENTISS REGIONAL HOSPITAL              ,1102 ROSE STREET                        ,1289                                    ,PRENTISS                                ,MS                                      ,39474-                                  ,JEFFERSON DAVIS                         ,,,,,,,,,,25,9125,1137,35,1265,,45.75,,60,13,97,,,,,,,
251329,01-OCT-18,30-SEP-19,As Submitted,GREENE COUNTY HOSPITAL                  ,1017 JACKSON AVENUE                     ,,LEAKESVILLE                             ,MS                                      ,39451-                                  ,GREENE                                  ,,,,,,,,,,7,2555,1184,2,1377,,45.15,,28,1,34,,,,,,,
251331,01-OCT-18,30-SEP-19,As Submitted,BMH - CALHOUN                           ,140 BURKE CALHOUN CITY ROAD             ,,CALHOUN                                 ,MS                                      ,38916                                   ,CALHOUN                                 ,,,,,,,,,,25,9125,4627,59,4944,,188.1,,207,20,302,,,,,,,
251333,01-OCT-18,30-SEP-19,As Submitted,PEARL RIVER COUNTY HOSPITAL             ,305 WEST MOODY STREET                   ,392                                     ,POPLARVILLE                             ,MS                                      ,39470                                   ,PEARL RIVER                             ,,,,,,,,,,24,8760,3184,3,3218,,110.59,,69,1,79,1,,,,,,
251334,01-OCT-18,30-SEP-19,As Submitted,CHOCTAW REGIONAL MEDICAL CENTER         ,CHOCTAW REGIONAL MEDICAL CENTER         ,8613 MS HWY 12                          ,ACKERMAN                                ,MS                                      ,39735                                   ,CHOCTAW                                 ,,,,,,,,,,15,5475,2142,32,2517,,148.72,,132,13,187,,,,,,,
251336,01-OCT-18,30-SEP-19,As Submitted,BAPTIST MEDICAL CENTER - ATTALA         ,220 HIGHWAY 12 WEST                     ,PO BOX 677                              ,KOSCIUSKO                               ,MS                                      ,39090                                   ,ATTALA                                  ,,,,,,,,,,25,9125,2700,29,3328,,105.67,,221,18,456,,,,,,,
251337,01-OCT-18,30-SEP-19,As Submitted,TIPPAH COUNTY HOSPITAL                  ,1005 HIGHWAY 15 N                       ,,RIPLEY                                  ,MS                                      ,38663                                   ,TIPPAH                                  ,,,,,,,,,,25,9125,3302,14,3877,,125.19,,383,4,500,12,,,,,,
251338,01-AUG-19,30-SEP-19,As Submitted,SHARKEY-ISSAQUENA COMM HOSPITAL         ,108 SOUTH FOURTH STREET                 ,339                                     ,ROLLING FORK                            ,MS                                      ,39159                                   ,SHARKEY                                 ,,,,,,,,,,19,1159,136,,200,,65.07,,6,,15,2,,,,,26,
252008,15-JUN-19,31-AUG-19,Settled,KPC PROMISE HOSPITAL OF VICKSBURG       ,2100 HIGHWAY 61 N  6TH FLOOR            ,,VICKSBURG                               ,MS                                      ,39180                                   ,WARREN                                  ,,,,,,,,,,35,2730,1426,,2236,,98,,56,,99,,,,,,,
260025,01-OCT-18,30-SEP-19,As Submitted,HANNIBAL REGIONAL HOSPITAL              ,HIGHWAY 36  6000 HOSPITAL DRIVE         ,,HANNIBAL                                ,MO                                      ,63401                                   ,MARION                                  ,,,,203882,,,.0518,,,86,31390,8674,1234,16367,,906.05,,2157,343,4534,286,,,,,,260
260040,01-OCT-18,30-SEP-19,As Submitted,COXHEALTH                               ,1423 N JEFFERSON                        ,,SPRINGFIELD                             ,MO                                      ,65802                                   ,GREENE                                  ,1406251,,,3061078,,,.1559,546198,321205,596,217548,43224,20569,169863,26.25,6215.15,,8120,4663,32971,6178,,,198,64,581,572
260050,01-JAN-19,31-MAR-19,As Submitted,SSM - ST. FRANCIS HOSPITAL              ,2016 SOUTH MAIN STREET                  ,,MARYVILLE                               ,MO                                      ,64468                                   ,NODAWAY                                 ,,,,15871,,,.0949,,,38,3420,603,73,1149,,66.88,,102,16,317,,,,36,,166,
260050,01-APR-19,30-JUN-19,As Submitted,MOSAIC MEDICAL CENTER - MARYVILLE       ,2016 SOUTH MAIN STREET                  ,,MARYVILLE                               ,MO                                      ,64468                                   ,NODAWAY                                 ,,,,30950,,,.12,,,38,3458,429,92,757,,58.81,,87,14,278,,,,32,,146,
260057,01-OCT-18,30-SEP-19,As Submitted,CAMERON REGIONAL MEDICAL CENTER         ,1600 EAST EVERGREEN                     ,,CAMERON                                 ,MO                                      ,64429-                                  ,CLINTON                                 ,,,,77414,,,.0729,,,42,15330,4061,337,6645,,321.09,,699,88,1352,212,,,6,7,261,46
260094,01-OCT-18,30-SEP-19,As Submitted,COX MEDICAL CENTER BRANSON              ,251 SKAGGS ROAD                         ,650                                     ,BRANSON                                 ,MO                                      ,65615-0650                              ,TANEY                                   ,,,,271384,,,.0638,,,111,40515,9963,2060,28033,,980.29,,2257,564,6671,424,,,,12,,245
260113,01-OCT-18,30-SEP-19,As Submitted,MISSOURI DELTA MEDICAL CENTER           ,1008 N MAIN                             ,,SIKESTON                                ,MO                                      ,63801                                   ,SCOTT                                   ,,,,409629,,,.1609,,,87,31755,5791,1723,12143,,615.56,,1425,319,3198,423,,,60,17,628,146
260190,01-OCT-18,30-SEP-19,As Submitted,LEES SUMMIT MEDICAL CENTER              ,2100 SE BLUE PARKWAY                    ,,LEES SUMMIT                             ,MO                                      ,64063                                   ,JACKSON                                 ,686099,,,,,,,317692,126995,80,29200,5413,1057,16004,7.99,388.57,,1513,234,4431,56,,,,,,
260227,01-JAN-19,11-AUG-19,Settled,BLACK RIVER MEDICAL CENTER              ,217 PHYSICIANS PARK DRIVE               ,,POPLAR BLUFF                            ,MO                                      ,63901                                   ,BUTLER                                  ,,,,,,,,,,7,1561,205,14,382,,59.88,,75,8,131,,,,,,,
261302,01-OCT-18,30-SEP-19,As Submitted,MADISON MEDICAL CENTER                  ,611 WEST MAIN                           ,431                                     ,FREDERICKTOWN                           ,MO                                      ,63645-                                  ,MADISON                                 ,,,,,,,,,,25,9125,1565,29,2167,,144.76,,107,15,203,3,,,,,,
261306,01-NOV-18,31-OCT-19,As Submitted,SULLIVAN COUNTY MEMORIAL HOSPITAL       ,630 WEST THIRD STREET                   ,,MILAN                                   ,MO                                      ,63556-                                  ,SULLIVAN                                ,,,,,,,,,,16,5840,774,29,3450,,67.95,,85,11,132,5,,,,,,
261320,01-OCT-18,30-SEP-19,As Submitted,LAFAYETTE REGIONAL HEALTH CENTER        ,15TH AND STATE STREETS                  ,,LEXINGTON                               ,MO                                      ,64067                                   ,LAFAYETTE                               ,,,,,,,,,,25,9125,1307,233,2569,,138.96,,342,71,775,8,,,,,,
261322,01-OCT-18,30-SEP-19,As Submitted,EXCELSIOR SPRINGS HOSPITAL              ,1700 RAINBOW BLVD                       ,,EXCELSIOR SPRINGS                       ,MO                                      ,64024-                                  ,CLAY                                    ,,,,,,,,,,25,9125,735,30,1302,,181.74,,86,13,187,,,,,,,
261325,01-OCT-18,30-SEP-19,As Submitted,BARTON COUNTY MEMORIAL HOSPITAL         ,29 NORTHWEST FIRST LANE                 ,,LAMAR                                   ,MO                                      ,64759                                   ,BARTON                                  ,,,,,,,,,,25,9125,1461,83,2345,,133.54,,206,78,390,6,,,,,,
261329,01-OCT-18,30-SEP-19,As Submitted,COX-MONETT HOSPITAL                     ,801 LINCOLN AVENUE                      ,,MONETT                                  ,MO                                      ,65708-                                  ,BARRY                                   ,,,,,,,,,,25,9125,923,226,3205,,233.3,,164,66,784,169,,,,,,
264017,01-JAN-19,10-FEB-19,As Submitted,TWO RIVERS HOSPITAL                     ,5121 RAYTOWN ROAD                       ,,KANSAS CITY                             ,MO                                      ,64133                                   ,JACKSON                                 ,,,,,,,,,,105,4410,,,,,,,,,,,,,,,,
270089,01-JAN-19,16-MAY-19,As Submitted,BIG SKY MEDICAL CENTER                  ,334 TOWN CENTER AVE                     ,161529                                  ,BIG SKY                                 ,MT                                      ,59716                                   ,,,,,,,,,,,4,544,2,,31,,46.26,,1,,18,,,,,,,
271315,01-OCT-18,30-SEP-19,As Submitted,FORT BELKNAP HEALTH CENTER              ,RR1                                     ,,HARLEM                                  ,MT                                      ,59523                                   ,BLAINE                                  ,,,,,,,,,,6,2190,,,25,,130,,,,15,,,,,,,
271329,01-OCT-18,30-SEP-19,Amended,MADISON VALLEY MEDICAL CENTER           ,217 NORTH MAIN                          ,,ENNIS                                   ,MT                                      ,59019                                   ,MADISON                                 ,,,,,,,,,,10,3650,1008,3,1198,,56.32,,90,3,114,,,,,,,
271337,01-OCT-18,30-SEP-19,As Submitted,NORTHERN ROCKIES MEDICAL CENTER         ,802 SECOND STREET SE                    ,,CUTBANK                                 ,MT                                      ,59427                                   ,GLACIER                                 ,,,,,,,,,,20,7300,591,70,842,,57.45,,61,35,123,,,,,,,
271339,01-OCT-18,30-SEP-19,As Submitted,CROW/NORTHERN CHEYENNE INDIAN HOSPIT    ,1010 SOUTH 7650 EAST                    ,09                                      ,CROW AGENCY                             ,MT                                      ,59022                                   ,BIG HORN                                ,,,,,,,,,,24,8760,302,349,940,,314,,86,103,271,,,,,,,
281319,01-OCT-18,30-SEP-19,As Submitted,JEFFERSON COMMUNITY HEALTH CENTER       ,2200 NORTH H STREET                     ,277                                     ,FAIRBURY                                ,NE                                      ,68352-                                  ,JEFFERSON                               ,,,,,,,,,,17,6205,652,5,864,,123.33,,104,3,144,,,,,,,
281320,01-OCT-18,30-SEP-19,As Submitted,MEMORIAL COMMUNITY HEALTH  INC.         ,S                                       ,,AURORA                                  ,NE                                      ,68818-                                  ,HAMILTON                                ,,,,,,,,,,14,5110,1103,36,1439,,187.08,,165,11,246,,,,,,,
281330,01-OCT-18,30-SEP-19,As Submitted,WARREN MEMORIAL HOSPITA                 ,905 2ND ST                              ,,FRIEND                                  ,NE                                      ,68359                                   ,,,,,,,,,,,19,6935,338,,804,,37.4,,10,,14,,,,,,,
281334,01-OCT-18,30-SEP-19,As Submitted,BOONE COUNTY HEALTH CENTER              ,723 WEST FAIRVIEW                       ,,ALBION                                  ,NE                                      ,68620-                                  ,BOONE                                   ,,,,,,,,,,25,9125,2667,122,3336,,185.61,,425,26,583,,,,,,,
281336,01-OCT-18,30-SEP-19,As Submitted,YORK GENERAL HOSPITAL INC               ,2222 LINCOLN AVENUE                     ,,YORK                                    ,NE                                      ,68467-                                  ,YORK                                    ,,,,,,,,,,25,9125,1804,199,2711,,226.76,,478,45,773,,,,,,,
281339,01-OCT-18,30-SEP-19,As Submitted,MEMORIAL HEALTH CARE SYSTEMS            ,300 NORTH COLUMBIA AVENUE               ,,SEWARD                                  ,NE                                      ,68434-                                  ,SEWARD                                  ,,,,,,,,,,24,8760,2636,,3152,,158.2,,276,,388,14,,,,,,
281341,01-OCT-18,30-SEP-19,As Submitted,CHADRON COMMUNITY HOSPITAL              ,825 CENTENNIAL DRIVE                    ,,CHADRON                                 ,NE                                      ,69337-9400                              ,DAWES                                   ,,,,,,,,,,25,9125,896,232,1850,,179.39,,145,54,383,,,,,,,
281364,01-OCT-18,30-SEP-19,As Submitted,BEATRICE COMMUNITY HOSPITAL             ,4800 HOSPITAL PARKWAY                   ,,BEATRICE                                ,NE                                      ,68310-                                  ,GAGE                                    ,,,,,,,,,,25,9125,2472,422,4578,,354.14,,560,48,926,,,,,,,
281365,01-OCT-18,30-SEP-19,As Submitted,JENNIE M. MELHAM MEMORIAL MED CENTER    ,145 E. MEMORIAL DRIVE                   ,,BROKEN BOW                              ,NE                                      ,68822-                                  ,CUSTER                                  ,,,,,,,,,,23,8395,708,34,852,,85.4,,186,9,236,,,,,,,
300001,01-OCT-18,30-SEP-19,As Submitted,CONCORD HOSPITAL  INC.                  ,250 PLEASANT STREET                     ,,CONCORD                                 ,NH                                      ,03301                                   ,MERRIMACK                               ,4834860,,,822757,,,.0602,755863,742773,206,65759,24031,1585,56274,27.3,2994,,5446,269,12480,,,,38,,251,
300005,01-OCT-18,30-SEP-19,As Submitted,LAKES REGION GENERAL HOSPITAL           ,80 HIGHLAND STREET                      ,,LACONIA                                 ,NH                                      ,03246                                   ,BELKNAP                                 ,,,,,,,,,,86,31390,9456,223,18883,,1030.94,,1906,55,3504,322,,,,,100,
300014,01-OCT-18,30-SEP-19,As Submitted,FRISBIE MEMORIAL HOSPITAL               ,11 WHITEHALL ROAD                       ,,ROCHESTER                               ,NH                                      ,03867-                                  ,STRAFFORD                               ,,,,259465,,,.0899,,,64,23360,5416,398,12154,,748.87,,1376,83,2841,,,,,,247,
300018,01-OCT-18,30-SEP-19,As Submitted,WENTWORTH DOUGLASS HOSPITAL             ,789 CENTRAL AVE                         ,,DOVER                                   ,NH                                      ,03820                                   ,STRAFFORD                               ,,,,241197,,,.0361,,,118,43070,14258,1430,32326,,1854.5,,2925,1277,8253,1184,,,,,,
300020,01-OCT-18,30-JUN-19,As Submitted,SOUTHERN NH MEDICAL CENTER              ,8 PROSPECT STREET                       ,2014                                    ,NASHUA                                  ,NH                                      ,03060-                                  ,HILLSBOROUGH                            ,209422,,,384275,,,.0751,99321,38868,142,38766,10535,738,27237,1.37,1269.57,,2408,170,7043,462,,,17,,351,
300023,01-OCT-18,30-SEP-19,As Submitted,EXETER HOSPITAL  INC.                   ,5 ALUMNI DRIVE                          ,,EXETER                                  ,NH                                      ,03833                                   ,ROCKINGHAM                              ,,,,,,,,,,97,35405,10733,377,21720,,1177.01,,2690,59,5388,360,,,,,,
300034,01-OCT-18,30-SEP-19,As Submitted,CATHOLIC MEDICAL CENTER                 ,100 MCGREGOR STREET                     ,,MANCHESTER                              ,NH                                      ,03102                                   ,HILLSBOROUGH                            ,206225,,,1045250,,,.0666,56871,24582,239,87235,28232,2120,63401,2.3,2255.38,,5285,271,11289,1827,,,,6,,408
301300,01-OCT-18,30-SEP-19,As Submitted,UPPER CONNECTICUT VALLEY HOSPITAL       ,181 CORLISS LANE                        ,,COLEBROOK                               ,NH                                      ,03576                                   ,COOS                                    ,,,,,,,,,,16,5840,605,72,1090,,84.41,,116,1,165,8,,,,,,
301301,01-OCT-18,30-SEP-19,As Submitted,COTTAGE HOSPITAL                        ,90 SWIFTWATER ROAD                      ,2001                                    ,WOODSVILLE                              ,NH                                      ,03785-                                  ,GRAFTON                                 ,,,,,,,,,,25,9125,2648,33,4045,,180.2,,281,5,607,,,,,,117,
301302,01-OCT-18,30-SEP-19,As Submitted,LITTLETON REGIONAL HEALTHCARE           ,600 ST. JOHNSBURY ROAD                  ,,LITTLETON                               ,NH                                      ,03561-                                  ,GRAFTON                                 ,,,,,,,,,,25,9125,2598,53,5385,,433.74,,640,26,1475,,,,,,,
301303,01-OCT-18,30-SEP-19,As Submitted,WEEKS MEDICAL CENTER                    ,173 MIDDLE STREET                       ,,LANCASTER                               ,NH                                      ,03584                                   ,COOS                                    ,,,,,,,,,,25,9125,2212,251,3037,,202.53,,339,44,602,,,,,,,
301306,01-OCT-18,30-SEP-19,As Submitted,FRANKLIN REGIONAL HOSPITAL              ,15 AIKEN AVENUE                         ,,FRANKLIN                                ,NH                                      ,03235-1259                              ,MERRIMACK                               ,,,,,,,,,,25,9125,1719,27,3710,,111.79,,243,10,405,42,,,,,428,
301307,01-OCT-18,30-SEP-19,As Submitted,MEMORIAL HOSPITAL                       ,3073 WHITE MOUNTAIN HIGHWAY             ,,NORTH CONWAY                            ,NH                                      ,03860                                   ,CARROLL                                 ,,,,,,,,,,25,9125,2038,31,4416,,296.23,,559,7,1199,,,,,,,
301308,01-OCT-18,30-SEP-19,As Submitted,VALLEY REGIONAL HOSPITAL                ,243 ELM STREET                          ,,CLAREMONT                               ,NH                                      ,03743-                                  ,SULLIVAN                                ,,,,,,,,,,25,9125,1925,162,3667,,268.86,,313,4,501,50,,,,,,
301309,01-OCT-18,30-SEP-19,As Submitted,MONADNOCK COMMUNITY HOSPITAL            ,452 OLD STREET ROAD                     ,,PETERBOROUGH                            ,NH                                      ,03458-                                  ,HILLSBOROUGH                            ,,,,,,,,,,25,9125,2322,49,4778,,496.34,,539,19,1180,,,,,,,
301310,01-OCT-18,30-SEP-19,As Submitted,ANDROSCOGGIN VALLEY HOSPITAL            ,59 PAGE HILL ROAD                       ,,BERLIN                                  ,NH                                      ,03570-                                  ,COOS                                    ,,,,,,,,,,25,9125,2733,82,4482,,316.73,,570,16,1002,,,,,,,
301312,01-OCT-18,30-SEP-19,As Submitted,HUGGINS HOSPITAL                        ,240 SOUTH MAIN STREET                   ,912                                     ,WOLFEBORO                               ,NH                                      ,03894                                   ,CARROLL                                 ,,,,,,,,,,25,9125,2969,145,3837,,391.91,,442,44,699,,,,,,,
310086,01-JAN-19,30-JUN-19,As Submitted,KENNEDY UNIVERSITY HOSPITAL             ,500 MARLBORO AVENUE                     ,5084                                    ,CHERRY HILL                             ,NJ                                      ,08034                                   ,CAMDEN                                  ,6840514,,,1488811,,,.1322,3122103,1230795,522,94482,24651,3940,63080,163.91,3169.84,,5156,599,13305,2354,,,,,,
320018,01-OCT-18,30-SEP-19,As Submitted,MEMORIAL MEDICAL CENTER                 ,2450 S. TELSHORE BLVD                   ,,LAS CRUCES                              ,NM                                      ,88011-5076                              ,DONA ANA                                ,364830,,,1731465,,,.3329,396501,354164,199,72635,11267,783,42845,15.7,1238.96,,2398,267,10247,3518,,,,,,
320090,23-OCT-18,31-DEC-18,As Submitted,SANTA FE MEDICAL CENTER                 ,4801 BECKER ROAD                        ,,SANTA FE                                ,NM                                      ,87507                                   ,,,,,15485,,,.0862,,,36,2520,246,14,1083,,78.51,,88,5,369,,,,,,,
330023,01-JAN-19,30-SEP-19,As Submitted,VASSAR BROTHERS MEDICAL CENTER          ,45 READE PLACE                          ,,POUGHKEEPSIE                            ,NY                                      ,12601                                   ,DUTCHESS                                ,769354,,,1602155,,,.0801,,,365,99645,32970,3961,77649,6.42,1974.3,,6410,665,15912,2551,,,,,,
330049,01-JAN-19,30-SEP-19,As Submitted,NORTHERN DUTCHESS HOSPITAL              ,6511 SPRINGBROOK AVENUE                 ,,RHINEBECK                               ,NY                                      ,12572                                   ,DUTCHESS                                ,183645,,,214077,,,.0585,,,74,20202,6017,471,14413,1.7,494.4,,1572,111,3807,729,,,,11,,128
330084,01-OCT-18,30-SEP-19,As Submitted,ALICE HYDE MEDICAL CENTER               ,133 PARK STREET                         ,,MALONE                                  ,NY                                      ,12953                                   ,FRANKLIN                                ,,,,118392,,,.12,,,43,15695,2267,201,5760,,491.9,,677,74,1655,441,,,,,,
330096,01-JAN-19,30-JUN-19,As Submitted,JONES MEMORIAL HOSPITAL                 ,191 N MAIN STREET                       ,,WELLSVILLE                              ,NY                                      ,14895                                   ,ALLEGANY                                ,,,,50418,,,.12,,,49,8869,1227,90,3742,,353.5,,259,17,855,307,,,,,,
330108,01-JAN-19,28-FEB-19,As Submitted,ST. JOSEPHS HOSPITAL                    ,555 ST. JOSEPHS BLVD.                   ,,ELMIRA                                  ,NY                                      ,14901                                   ,CHEMUNG                                 ,,,,733,,,.12,,,20,1180,112,202,1015,,162.42,,5,9,49,29,9,,27,,158,62
330175,01-JAN-19,30-JUN-19,As Submitted,GUTHRIE CORTLAND MEDICAL CENTER         ,134 HOMER AVENUE                        ,2010                                    ,CORTLAND                                ,NY                                      ,13045                                   ,CORTLAND                                ,,,,114531,,,.1094,,,103,18643,2498,216,5948,,621.69,,632,61,1548,,,,15,,179,
330250,01-OCT-18,30-SEP-19,As Submitted,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL    ,75 BEEKMAN STREET                       ,,PLATTSBURGH                             ,NY                                      ,12901                                   ,CLINTON                                 ,839512,,,972031,,,.1178,450200,422860,300,109500,24515,3147,49604,15.23,1945.65,,3921,179,9754,,,,,,,
330273,01-JAN-19,30-SEP-19,As Submitted,PUTNAM HOSPITAL CENTER                  ,670 STONELEIGH AVE                      ,,CARMEL                                  ,NY                                      ,10512                                   ,PUTNAM                                  ,40246,,,,,,,,,120,32760,6480,501,13179,.5,617.8,,1713,125,3662,296,128,,61,,589,
331302,01-OCT-18,30-SEP-19,As Submitted,ELIZABETHTOWN COMMUNITY HOSPITAL        ,75 PARK STREET                          ,P.O. BOX 277                            ,ELIZABETHTOWN                           ,NY                                      ,12932                                   ,ESSEX                                   ,,,,,,,,,,25,9125,3128,64,3948,,276.5,,264,1,354,10,,,,,,
331320,15-OCT-18,31-DEC-18,As Submitted,BASSETT HOSPITAL OF SCHOHARIE COUNTY    ,178 GRANDVIEW DRIVE                     ,,COBLESKILL                              ,NY                                      ,12043                                   ,SCHOHARIE                               ,,,,,,,,,,25,1950,411,4,891,,189.81,,46,2,82,9,,,,,,
340002,01-OCT-18,31-JAN-19,As Submitted,MISSION HOSPITAL  INC                   ,506 BILTMORE AVENUE                     ,,ASHEVILLE                               ,NC                                      ,28801                                   ,BUNCOMBE                                ,2478700,,,1525923,,,.1238,464661,284736,665,81795,22772,12442,66715,67.97,5167.59,,4713,2625,11412,,,,15,,727,
340002,01-FEB-19,30-SEP-19,As Submitted,MISSION HOSPITAL  INC                   ,506 BILTMORE AVENUE                     ,,ASHEVILLE                               ,NC                                      ,28801                                   ,,5514320,,,3224376,,,.1265,1123020,738199,679,164318,48140,22281,142452,75.26,4838.52,,9980,5206,20902,775,,,10,,1300,
340003,01-OCT-18,30-SEP-19,As Submitted,NORTHERN HOSP OF SURRY CO               ,830 ROCKFORD STREET                     ,,MOUNT AIRY                              ,NC                                      ,27030                                   ,SURRY                                   ,,,,183589,,,.084,,,100,36500,5573,1633,14320,,680.51,,1479,702,3476,29,,,,,,
340008,01-OCT-18,30-SEP-19,As Submitted,SCOTLAND MEMORIAL HOSPITAL              ,500 LAUCHWOOD DRIVE                     ,,LAURINBURG                              ,NC                                      ,28352-                                  ,SCOTLAND                                ,,,,440124,,,.12,,,97,35405,7969,5095,21744,,848.64,,2009,1730,5673,283,,,,17,,116
340024,01-OCT-18,30-SEP-19,As Submitted,SAMPSON REGIONAL MEDICAL CENTER         ,607 BEAMAN STREET                       ,258                                     ,CLINTON                                 ,NC                                      ,28328-                                  ,SAMPSON                                 ,874845,,,277805,,,.1723,750597,531120,59,21535,3860,1858,9403,21.68,432.5,,1075,874,2808,61,,,,,,
340028,01-OCT-18,30-SEP-19,As Submitted,CAPE FEAR VALLEY MEDICAL CENTER         ,1638 OWEN DRIVE                         ,2000                                    ,FAYETTEVILLE                            ,NC                                      ,28302                                   ,CUMBERLAND                              ,7354462,,,4780452,,,.2212,515623,210574,575,208415,56464,45819,184305,91.32,4150.39,,10280,10594,35994,2234,,,,218,,1130
340037,01-JAN-19,01-AUG-19,As Submitted,ATRIUM HEALTH KINGS MOUNTAIN            ,706 WEST KING STREET                    ,,KINGS MOUNTAIN                          ,NC                                      ,28086                                   ,CLEVELAND                               ,,,,32367,,,.079,,,51,10863,1323,246,4217,,127.6,,299,73,1002,71,,,3,,286,
340039,01-OCT-18,30-SEP-19,As Submitted,IREDELL MEMORIAL HOSPITAL               ,557 BROOKDALE DRIVE                     ,1828                                    ,STATESVILLE                             ,NC                                      ,28677-                                  ,IREDELL                                 ,,,,281494,,,.049,,,155,56575,12999,4394,35213,,1191.4,,2870,1011,7574,,,,,,,
340040,01-OCT-18,30-SEP-19,As Submitted,PITT COUNTY MEMORIAL HOSPITAL           ,2100 STANTONSBURG ROAD                  ,,GREENVILLE                              ,NC                                      ,27834-2818                              ,PITT                                    ,20247386,,,9010057,,,.2156,14679036,3862592,847,309155,96604,59455,253419,275,5862,,15111,9884,40664,,,,7,252,1424,1245
340042,01-OCT-18,30-SEP-19,As Submitted,ONSLOW MEMORIAL HOSPITAL                ,241 NEW RIVER DRIVE                     ,,JACKSONVILLE                            ,NC                                      ,28540                                   ,ONSLOW                                  ,,,,717498,,,.1815,,,162,59130,12495,7171,30840,,877.5,,2270,2274,7706,,,,,,,
340050,01-OCT-18,30-SEP-19,As Submitted,S.E. REGL MEDICAL CENTER                ,300 W. 27TH STREET                      ,P.O. BOX                                ,LUMBERTON                               ,NC                                      ,28358-3075                              ,ROBESON                                 ,4896177,,,2069206,,,.284,2828955,1839419,246,89790,20080,13223,57730,89.24,1638.26,,3894,3801,12747,1246,,,,,,
340051,01-OCT-18,30-SEP-19,As Submitted,WATAUGA MEDICAL CENTER                  ,336 DEERFIELD ROAD                      ,2600                                    ,BOONE                                   ,NC                                      ,28607-                                  ,WATAUGA                                 ,,,,292375,,,.0809,,,95,34675,6601,1966,15155,,602,,1804,688,4318,,,,,,,
