FY 2020 IPPS Impact File -  Final Rule (August 2019)																																																								
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2020 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section  505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	CASETA37	CMIV37	TACMIV37	IME_CASETA37	IME_TACMIV37	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
200031	Cary Medical Center	20	20	20	20	23003	1	rural	rural	N	0.8623				N		1	0	0	49	18	0	0	0.2364	0.0218	0	0.0218	0.000101	973.53	0.000072	641.1	0.421	0.021	14	6291.55	828	812.75	1.2850	1.2812			813.49	1.2821	1.2783			0.9035	1	0.02134	0.01154	0.57257	1.16235	1.00458	0.9938	0	0
200033	Eastern Maine Medical Center	12620	12620	12620	12620	23019	1	ourban	ourban	N	1.0542				N		1	0.0838	0.0946	312	272	0.04472	0.02706	0.2924	0.03335	0.061	0.03335	0.000786	804.77	0.000733	750.02	0.369	0.027	0		8001	7892.28	1.9404	1.9308	1583.12	1.9074	7902.76	1.9411	1.9324	1585.38	1.9114	1.0368	1	0.07882	0.0653	0.42923	1	0.99503	0.9974	0	0
200034	St Mary's Regional Medical Center	30340	30340	30340	30340	23001	1	ourban	ourban	N	0.9234				Y	0.022	1	0	0	140	56	0	0	0.4224	0.06016	0.0893	0.06016	0.000193	1194.75	0.000373	2037.98	0.316	0.012	0		1158	1137.22	1.5155	1.5021			1138.49	1.5237	1.5111			0.9469	1	0.03456	0.00715	0.32957	1	0.99685	0.9833	0	0
200037	Franklin Memorial Hospital	20	20	20	20	23007	1	rural	rural	N	0.8623				N		1	0	0	48	19	0	0	0.2551	0.02565	0	0.02565		0		0	0.403	0.027	16	7841.29	695	672.55	1.3965	1.3840			673.39	1.3957	1.3833			0.9035	1	0.01622	0.01139	0.46839	1.13727	1.00908	0.9954	0	1
200039	Mainegeneral Medical Center	20	20	38860	20	23011	1	rural	rural	W	0.9831				N		1	0.1672	0.1973	172	137	0.08723	0.05726	0.2658	0.02786	0	0.02786	0.0005	1099.68	0.000418	904.59	0.346	0.043	7		3596	3555.51	1.4787	1.4706	1181.47	1.5444	3557.94	1.4779	1.4702	1182.78	1.5459	0.9884	1	0.03748	0.08666	0.41248	1	1.00387	1.0000	0	0
200041	Northern Light Inland Hospital	20	20	20	20	23011	1	rural	rural	N	0.8623				N		1	0	0	46	12	0	0	0.2799	0.03077	0	0.03077		0		0	0.556	0.037	14	9787.49	513	499.11	1.2345	1.2198			499.92	1.2328	1.2186			0.9035	1	0.02238	0.01699	0.41503	1	1.01392	1.0000	0	0
200050	Northern Light Maine Coast Hospital	20	20	12620	20	23009	1	rural	rural	W	1.0412				N		1	0	0	48	23	0	0	0.1184	0	0	0		0		0	0.561	0.034	14	6765.92	916	891.04	1.3777	1.3642			892.35	1.3781	1.3651			1.028	1	0.01278	0.00511	0.50668	1	1.00681	1.0000	0	0
200052	Northern Maine Medical Center	20	20	20	20	23003	1	rural	rural	N	0.8623				N		1	0	0	43	10	0	0	0.3205	0.03	0	0.03		0		0	0.485	0.042	16	8693.38	501	489.04	1.3185	1.3141			489.59	1.3202	1.3160			0.9035	1	0.00318	0.00414	0.54796	1.20273	1.02563	1.0000	0	0
200063	Penobscot Bay Medical Center	20	20	38860	20	23013	1	rural	rural	W	0.9831				N		1	0	0	81	47	0	0	0.2875	0.03	0	0.03		0		0	0.487	0.05	16	7694.75	1339	1302.94	1.4409	1.4332			1304.31	1.4443	1.4367			0.9884	1	0.04101	0.06507	0.44183	1.05379	1.00176	0.9990	0	0
210001	Meritus Medical Center	25180	25180	25180	25180	24043	3	ourban	ourban	N	0.9281				Y	0.0242	1	0	0	247	192	0	0	0.291	0.03306	0.0607	0.03306		0		0	0.656	0.074	0		6776	6657.57	1.5523	1.5427			6669.78	1.5524	1.5430			0.9502	1			0.49215	1			0	0
210002	Umd Medical Center	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.3787	0.6422	802	593	0.18751	0.19869	0.4582	0.06754	0.09723	0.06754		0		0	0.637	0.073	0		8067	7965.29	2.7798	2.7683	705.62	2.5235	7972.27	2.8004	2.7892	706.27	2.5472	0.9656	1			0.30516	1			0	0
210003	Umd Prince George's Hospital Ctr	47894	47894	47894	47894	24033	3	lurban	lurban	N	1.0079				N		1	0.1747	0.2156	246	163	0.09097	0.06273	0.4915	0.07441	0.10465	0.07441		0		0	0.855	0.03	0		4013	3972.56	1.6244	1.6189	261.38	1.6427	3974.06	1.6306	1.6248	261.42	1.6444	1.0054	1			0.36446	1			0	0
210004	Holy Cross Hospital	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0.0359	0.052453374	455	333	0.01942	0.01491	0.3734	0.05005	0.07855	0.05005		0		0	0.658	0.045	0		7133	6938.88	1.7243	1.7181	231.10	1.8404	6950.41	1.7282	1.7222	231.30	1.8496	0.9851	1			0.30419	1			0	0
210005	Frederick Memorial Hospital	43524	43524	43524	43524	24021	3	lurban	lurban	N	0.9639				N		1	0	0	239	187	0	0	0.2374	0.022	0.04925	0.022		0		0	0.633	0.055	0		7071	6937.55	1.5283	1.5150			6947.62	1.5279	1.5149			0.9751	1			0.44649	1			0	0
210006	Umd Harford Memorial Hospital	12580	12580	12580	12580	24025	3	lurban	lurban	N	0.9501				N		1	0	0	85	60	0	0	0.2905	0.03	0	0.03		0		0	0.775	0.065	0		1992	1936.11	1.3063	1.3004			1938.23	1.3103	1.3045			0.9656	1			0.47224	1			0	0
210008	Mercy Medical Center Inc	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.2191	0.3035	209	142	0.11278	0.08942	0.43	0.06173	0.09098	0.06173		0		0	0.77	0.085	0		4112	4051.99	2.1998	2.1988	340.40	1.7764	4055.63	2.1876	2.1861	341.04	1.7671	0.9656	1			0.30479	1			0	0
210009	"Johns Hopkins Hospital, The"	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.491	0.7062	997	838	0.23706	0.22054	0.3844	0.05232	0.08095	0.05232		0		0	0.744	0.064	0		11563	11472.85	2.1885	2.1853	538.43	2.0107	11480.63	2.1997	2.1963	539.67	2.0119	0.9656	1			0.29544	1			0	0
210011	Saint Agnes Hospital	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.1595	0.1906	287	190	0.08339	0.05526	0.3294	0.04098	0.06898	0.04098		0		0	0.575	0.055	0		5892	5821.22	1.5875	1.5794	442.82	1.6001	5826.68	1.5874	1.5794	443.48	1.5952	0.9656	1			0.43847	1			0	0
210012	Sinai Hospital Of Baltimore	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.2157	0.3259	470	299	0.11113	0.09633	0.3852	0.05249	0.08113	0.05249		0		0	0.619	0.057	0		6970	6875.87	1.8785	1.8641	526.01	1.8791	6884.60	1.8837	1.8694	526.48	1.8909	0.9656	1			0.44106	1			0	0
210013	Bon Secours Hospital	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0	0	72	49	0	0	0.8866	0.03	0	0.03		0		0	0.615	0.052	0		777	769.12	1.4047	1.3998			769.58	1.4095	1.4050			0.9656	1			0.25504	1			0	0
210015	Medstar Franklin Square Medical Center	12580	12580	12580	12580	24005	3	lurban	lurban	N	0.9501				N		1	0.2071	0.3338	374	260	0.10693	0.09878	0.3816	0.05174	0.08034	0.05174		0		0	0.728	0.068	0		8714	8568.23	1.4060	1.3999	1097.55	1.4573	8575.13	1.4067	1.4006	1098.55	1.4595	0.9656	1			0.41622	1			0	0
210016	Adventist Healthcare Washington Adventist Hospital	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0	0	217	144	0	0	0.4969	0.07552	0.10586	0.07552		0		0	0.793	0.037	0		3480	3409.35	1.9313	1.9179			3412.14	1.9352	1.9216			0.9851	1			0.4013	1			0	0
210017	Garrett County Memorial Hospital	21	21	21	21	24023	3	rural	rural	N	0.8857				N		1	0	0	27	20	0	0	0.3041	0.03	0	0.03		0		0	0.789	0.068	0		976	945.76	1.4516	1.4405			946.86	1.4466	1.4353			0.9202	1			0.54987	1			0	0
210018	Medstar Montgomery Medical Center	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0	0	114	85	0	0	0.2451	0.02359	0.05089	0.02359		0		0	0.767	0.087	0		3523	3448.21	1.4501	1.4412			3451.89	1.4509	1.4422			0.9851	1			0.5593	1			0	0
210019	Peninsula Regional Medical Center	41540	41540	41540	41540	24045	3	ourban	ourban	N	0.9219				N		1	0	0	281	207	0	0	0.279	0.03058	0.05812	0.03058		0		0	0.63	0.058	0		8337	8194.16	1.7914	1.7774			8202.54	1.7933	1.7794			0.9458	1			0.5047	1			0	0
210022	Suburban Hospital	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0.0082	0.035549367	222	167	0.00447	0.01008	0.1857	0.01205	0.03832	0.01205		0		0	0.741	0.053	0		7367	7200.37	1.7711	1.7634			7219.01	1.7684	1.7607			0.9851	1			0.53988	1			0	0
210023	Anne Arundel Medical Center	12580	12580	12580	12580	24003	3	lurban	lurban	N	0.9601				Y	0.01	1	0	0	400	288	0	0	0.1743	0.0102	0.03593	0.0102		0		0	0.705	0.064	0		9933	9771.20	1.5921	1.5857			9781.49	1.5924	1.5861			0.9725	1			0.43021	1			0	0
210024	Medstar Union Memorial Hospital	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.3238	0.395688535	183	133	0.16242	0.11814	0.3077	0.0365	0.06429	0.0365		0		0	0.668	0.037	0		5202	5113.08	2.1564	2.1391	595.29	2.0757	5119.85	2.1543	2.1365	595.71	2.0802	0.9656	1			0.51725	1			0	0
210027	Western Maryland Regional Medical Center	19060	19060	19060	19060	24001	3	ourban	ourban	N	0.8857				N		1	0	0	198	145	0	0	0.2726	0.02926	0.05675	0.02926		0		0	0.895	0.063	16	2295.18	6068	5978.17	1.5729	1.5633			5984.38	1.5750	1.5655			0.9202	1			0.71822	1			0	0
210028	Medstar Saint Mary's Hospital	15680	15680	15680	15680	24037	3	ourban	ourban	N	0.9625				Y	0.0178	1	0	0	103	75	0	0	0.2417	0.02289	0.05016	0.02289		0		0	0.788	0.064	0		2836	2793.85	1.3714	1.3657			2796.42	1.3721	1.3664			0.9742	1			0.4788	1			0	0
210029	Johns Hopkins Bayview Medical Center	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.2597	0.4804	442	313	0.13232	0.14519	0.3956	0.05463	0.08341	0.05463		0		0	0.842	0.07	0		7014	6899.52	1.5652	1.5557	607.98	1.4978	6907.20	1.5728	1.5636	608.29	1.5042	0.9656	1			0.43319	1			0	0
210030	Umd Shore Medical Ctr At Chestertown	21	21	21	21	24029	3	rural	rural	N	0.9577				Y	0.072	1	0	0	26	19	0	0	0.2686	0.02844	0	0.02844		0		0	0.549	0.091	0		758	739.59	1.3601	1.3484			740.60	1.3585	1.3472			0.9708	1			0.75059	1			0	0
210032	Union Hospital Of Cecil County	48864	48864	48864	48864	24015	3	ourban	ourban	N	1.1315				N		1	0	0	110	55	0	0	0.3332	0.04176	0.0698	0.04176		0		0	0.768	0.064	0		2240	2167.64	1.3878	1.3744			2171.25	1.3863	1.3731			1.0883	1			0.49402	1			0	0
210033	Carroll Hospital Center	12580	12580	12580	12580	24013	3	lurban	lurban	N	0.9529				Y	0.0028	1	0	0	143	105	0	0	0.1879	0.01241	0.03878	0.01241		0		0	0.746	0.089	0		5307	5196.55	1.3994	1.3884			5205.29	1.3992	1.3886			0.9675	1			0.52488	1			0	0
210034	Medstar Harbor Hospital	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.2597	0.446047619	133	84	0.13232	0.13414	0.5468	0.08582	0.11709	0.08582		0		0	0.587	0.032	0		2500	2472.64	1.4225	1.4193	300.73	1.3379	2474.15	1.4247	1.4214	300.95	1.3401	0.9656	1			0.36588	1			0	0
210035	Umd Charles Regional  Medical Center	47894	47894	47894	47894	24017	3	lurban	lurban	N	1.0079				N		1	0	0	89	76	0	0	0.2356	0.02163	0	0.02163		0		0	0.689	0.052	0		3149	3095.87	1.4451	1.4363			3099.13	1.4404	1.4318			1.0054	1			0.54637	1			0	0
210037	Umd Shore Medical Center At Easton	21	21	21	21	24041	3	rural	rural	N	0.8969				Y	0.0112	1	0	0	178	127	0	0	0.2803	0.03	0	0.03		0		0	0.645	0.068	0		4721	4654.51	1.4227	1.4162			4658.60	1.4201	1.4139			0.9282	1			0.58487	1			0	0
210038	Umd Medical Center Midtown Campus	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.2827	0.3458	167	92	0.14322	0.1025	0.6083	0.0985	0.13109	0.0985		0		0	0.676	0.069	0		1417	1389.94	1.5632	1.5444	260.47	1.4164	1391.14	1.5678	1.5490	260.68	1.4181	0.9656	1			0.37769	1			0	0
210039	Calverthealth Medical Center	47894	47894	47894	47894	24009	3	lurban	lurban	N	1.0079				N		1	0	0	75	51	0	0	0.2102	0.01639	0	0.01639		0		0	0.689	0.112	0		2485	2416.55	1.4244	1.4183			2419.32	1.4250	1.4189			1.0054	1			0.43579	1			0	0
210040	Northwest Hospital Center	12580	12580	12580	12580	24005	3	lurban	lurban	N	0.9501				N		1	0	0	185	139	0	0	0.3368	0.0425	0.07058	0.0425		0		0	0.684	0.062	0		5070	4963.41	1.4007	1.3840			4968.31	1.4025	1.3859			0.9656	1			0.53723	1			0	0
210043	Umd Baltimore Washington  Medical Center	12580	12580	12580	12580	24003	3	lurban	lurban	N	0.9601				Y	0.01	1	0	0	293	201	0	0	0.2564	0.02592	0.05329	0.02592		0		0	0.716	0.076	0		7319	7147.28	1.6243	1.6132			7158.09	1.6236	1.6130			0.9725	1			0.52597	1			0	0
210044	Greater Baltimore Medical Center	12580	12580	12580	12580	24005	3	lurban	lurban	N	0.9501				N		1	0.0848	0.1243	262	180	0.04524	0.0357	0.1964	0.01379	0.04057	0.01379		0		0	0.695	0.056	0		6545	6423.93	1.4774	1.4651	408.92	1.6034	6431.73	1.4792	1.4671	409.81	1.6011	0.9656	1			0.33499	1			0	0
210045	Edward Mccready Memorial Hospital	41540	41540	41540	41540	24039	3	ourban	ourban	N	0.9219				N		1	0	0	3	2	0	0	0.1722	0.00986	0	0.00986		0		0	0.977	0.086	0		162	159.79	0.9058	0.8999			159.83	0.9063	0.9004			0.9458	1			0.72009	1			0	0
210048	Howard County General Hospital	12580	12580	12580	12580	24027	3	lurban	lurban	N	0.9582				Y	0.0081	1	0	0	264	188	0	0	0.1981	0.01407	0.04093	0.01407		0		0	0.733	0.058	0		6143	6002.05	1.4177	1.4104			6008.13	1.4185	1.4114			0.9712	1			0.38341	1			0	0
210049	Umd Upper Chesapeake Medical Center	12580	12580	12580	12580	24025	3	lurban	lurban	N	0.9501				N		1	0	0	170	117	0	0	0.1754	0.01038	0.03616	0.01038		0		0	0.754	0.045	0		5144	4985.96	1.6466	1.6326			4993.98	1.6486	1.6349			0.9656	1			0.5416	1			0	0
210051	Doctors'  Community Hospital	47894	47894	47894	47894	24033	3	lurban	lurban	N	1.0079				N		1	0	0	190	149	0	0	0.2613	0.02693	0.05434	0.02693		0		0	0.743	0.071	0		4611	4557.35	1.5197	1.5165			4559.99	1.5199	1.5166			1.0054	1			0.55061	1			0	0
210055	University Of Md Laurel Regional Hospital	47894	47894	47894	47894	24033	3	lurban	lurban	N	1.0079				N		1	0	0	137	60	0	0	0.2931	0.03349	0.06115	0.03349		0		0	0.796	0.048	0		1686	1646.68	1.4662	1.4617			1651.03	1.4734	1.4691			1.0054	1			0.5226	1			0	0
210056	Medstar Good Samaritan Hospital	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.1554	0.1232	206	129	0.08133	0.03538	0.2974	0.03438	0.06207	0.03438		0		0	0.823	0.068	0		4539	4433.51	1.4022	1.3861	515.80	1.4434	4449.26	1.4094	1.3930	516.59	1.4425	0.9656	1			0.56909	1			0	0
210057	Adventist Healthcare Shady Grove Medical Center	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0	0	304	212	0	0	0.3451	0.04421	0.07238	0.04421		0		0	0.73	0.068	0		5479	5391.42	1.5775	1.5721			5397.23	1.5794	1.5740			0.9851	1			0.34645	1			0	0
210058	Umd Rehabilitation &  Orthopaedic Institute	12580	12580	12580	12580	24510	3	lurban	lurban	N	0.9501				N		1	0.0078	0.009313043	138	92	0.00425	0.00263	0.3121	0.03741	0.06524	0.03741		0		0	0.758	0.067	0		1037	1011.55	1.4211	1.4194			1022.17	1.4619	1.4596			0.9656	1			0.38942	1			0	0
210060	Fort Washington Hospital	47894	47894	47894	47894	24033	3	lurban	lurban	N	1.0079				N		1	0	0	31	23	0	0	0.206	0.01553	0	0.01553		0		0	0.966	0.062	0		1196	1178.97	1.1901	1.1833			1179.26	1.1914	1.1838			1.0054	1			0.59445	1			0	0
210061	Atlantic General Hospital	41540	41540	41540	41540	24047	3	ourban	ourban	N	0.9219				N		1	0	0	48	32	0	0	0.135462057	0	0	0		0		0	0.603	0.06	0		2020	1960.03	1.4564	1.4266			1963.43	1.4503	1.4204			0.9458	1			0.68563	1			0	0
210062	Medstar Southern Maryland Hospital Center	47894	47894	47894	47894	24033	3	lurban	lurban	N	1.0079				N		1	0	0	192	129	0	0	0.3334	0.0418	0.06984	0.0418		0		0	0.793	0.054	0		4100	4006.36	1.5796	1.5652			4009.52	1.5817	1.5668			1.0054	1			0.44598	1			0	0
210063	Umd St Joseph Medical Center	12580	12580	12580	12580	24005	3	lurban	lurban	N	0.9501				N		1	0	0	252	165	0	0	0.2054	0.0154	0.04247	0.0154		0		0	0.655	0.078	0		6471	6338.84	1.8681	1.8586			6355.31	1.8662	1.8566			0.9656	1			0.45295	1			0	0
210064	Levindale Hebrew Geriatric Center And Hospital	12580	12580	12580	12580	24005	3	lurban	lurban	N	0.9501				N		1	0	0	120	98	0	0	0.083370953	0	0.01703	0		0		0	0.618	0.02	0		1137	1126.40	1.2690	1.2646			1126.37	1.3053	1.3007			0.9656	1			0.84486	1			0	0
210065	Holy Cross Germantown Hospital	43524	43524	43524	43524	24031	3	lurban	lurban	N	0.9783				Y	0.0144	1	0	0	93	51	0	0	0.3597	0.03	0	0.03		0		0	0.764	0.141	0		1671	1605.11	1.5463	1.5319			1608.61	1.5468	1.5330			0.9851	1			0.3821	1			0	0
220001	Health Alliance - Clinton Hospital	49340	49340	14454	49340	25027	1	ourban	ourban	W	1.2868				N		1	0.0683	0.1297	113	71	0.03661	0.03728	0.2803	0.03085	0.0584	0.03085	0.000142	495.31	0.000153	590.3	0.378	0.02	0		2303	2246.54	1.4102	1.4002	1033.16	1.4592	2249.00	1.4106	1.4006	1036.00	1.4577	1.1885	1	0.01371	0.00483	0.31506	1	0.99778	0.9941	0	0
220002	Mount Auburn Hospital	15764	15764	14454	15764	25017	1	lurban	lurban	W	1.2868				N		1	0.3988	0.5444	183	121	0.19655	0.16606	0.1651	0.0087	0.034	0.0087	0.000149	313.23	0.000154	324.66	0.624	0.057	0		4018	3945.21	1.5194	1.5145	1180.19	1.5558	3949.31	1.5196	1.5145	1181.95	1.5592	1.1885	1	0.01567	0.02177	0.34701	1	1.0037	0.9964	0	0
220008	Sturdy Memorial Hospital	39300	39300	14454	39300	25005	1	lurban	lurban	W	1.2868				N		1	0	0	127	74	0	0	0.2532	0.02526	0.05261	0.02526	0.000141	332.85	0.000139	344.08	0.622	0.033	0		3634	3568.72	1.3042	1.2992			3573.09	1.3025	1.2975			1.1885	1	0.02126	0.00808	0.54751	1	0.99998	0.9750	0	0
220010	Lawrence General Hospital	15764	15764	15764	15764	25009	1	lurban	lurban	N	1.2868				N		1	0.1079	0.2011	189	108	0.0572	0.05839	0.4851	0.07309	0.10322	0.07309	0.000253	501.7	0.000333	670.43	0.472	0.026	0		4217	4124.52	1.4612	1.4544	483.53	1.5414	4129.26	1.4593	1.4524	484.33	1.5396	1.1885	1	0.01106	0.0034	0.38917	1	0.99884	0.9862	0	0
220011	Cambridge Health Alliance	15764	15764	14454	15764	25017	1	lurban	lurban	W	1.2868				N		1	0.4666	1.0254	198	95	0.22649	0.33558	0.6222	0.0875	0.1189	0.0875	0.001654	6748.28	0.001208	4717.94	0.714	0.044	0		1938	1894.05	1.3680	1.3579	626.94	1.3405	1896.24	1.3666	1.3569	627.71	1.3403	1.1885	1	0.02036	0.01288	0.25546	1	1.00707	0.9943	0	0
220012	Cape Cod Hospital	12700	12700	12700	12700	25001	1	ourban	ourban	N	1.2948				N		1	0.0133	0.0187	239	161	0.00724	0.00529	0.1741	0.01017	0.03588	0.01017		0		0	0.427	0.023	16	8922.11	8632	8382.04	1.8784	1.8539	1249.55	1.7496	8395.20	1.8797	1.8541	1251.89	1.7514	1.1935	1	0.02837	0.00843	0.57664	1	0.99723	0.9931	0	0
220015	"Cooley Dickinson Hospital Inc,the"	44140	44140	49340	22	25015	1	ourban	rural	S	1.2868		YES	YES	N		1	0	0	118	62	0	0	0.1962	0.01376	0	0.01376	0.000063	190.87	0.00008	242.79	0.488	0.039	7		2731	2677.69	1.3909	1.3816			2681.74	1.3802	1.3710			1.1885	1	0.02116	0.02267	0.48564	1	0.99635	0.9947	0	0
220016	Baystate Franklin Medical Center	22	22	44140	44140	25011	1	rural	ourban	L	1.2868	LUGAR			N		1	0	0	89	50	0	0	0.3676	0.03	0	0.03	0.000075	310.93	0.000098	403.1	0.546	0.032	0		1985	1921.87	1.2886	1.2747			1924.95	1.2893	1.2759			1.1885	1	0.00661	0.00388	0.41903	1	1.0079	0.9956	0	0
220017	Carney Hospital	14454	14454	14454	14454	25025	1	lurban	lurban	N	1.2868				N		1	0.4058	0.9445	110	61	0.19968	0.30544	0.6608	0.10933	0.14318	0.10933	0.000153	887.12	0.000159	879.24	0.93	0.087	0		1296	1249.61	1.4553	1.4178	521.04	1.3186	1251.16	1.4609	1.4237	522.73	1.3214	1.1885	1	0.03407	0.04589	0.3251	1	0.99626	0.9975	0	0
220019	Harrington Memorial Hospital-1	49340	49340	14454	49340	25027	1	ourban	ourban	W	1.2868				N		1	0	0	112	33	0	0	0.3311	0.04133	0.06935	0.04133	0.000061	353.75	0.000077	456.03	0.506	0.03	0		1414	1389.25	1.2365	1.2316			1390.84	1.2334	1.2287			1.1885	1	0.00083	0.00023	0.40271	1	0.99394	0.9904	0	0
220020	Saint Anne's Hospital	39300	39300	39300	39300	25005	1	lurban	lurban	N	1.2868				N		1	0.0086	0.0608	154	102	0.00469	0.01731	0.2832	0.03145	0.05902	0.03145	0.000145	286.77	0.000162	335.65	0.453	0.02	0		4280	4199.55	1.4381	1.4261	1340.68	1.3602	4205.62	1.4386	1.4271	1344.49	1.3526	1.1885	1	0.00601	0.00088	0.47944	1	1.00766	0.9772	0	0
220024	Holyoke Medical Center	44140	44140	44140	44140	25013	1	ourban	ourban	N	1.2868				N		1	0	0	165	51	0	0	0.4232	0.06032	0.08948	0.06032	0.00008	305.03	0.000114	448.9	0.677	0.03	0		2174	2122.70	1.4020	1.3926			2125.69	1.3996	1.3903			1.1885	1	0.00279	0.00019	0.43764	1	0.99714	0.9957	0	0
220029	Anna Jaques Hospital	15764	15764	15764	15764	25009	1	lurban	lurban	N	1.2868				N		1	0	0	120	61	0	0	0.2047	0.01526	0.04232	0.01526	0.000067	221.76	0.00008	263.88	0.57	0.023	0		2619	2549.41	1.2119	1.2046			2553.67	1.2139	1.2069			1.1885	1	0.00155	0	0.37122	1	0.99771	0.9806	0	0
220030	Baystate Wing Hospital And Medical Centers	44140	44140	44140	44140	25013	1	ourban	ourban	N	1.2868				N		1	0	0	46	19	0	0	0.1816	0.01139	0	0.01139	0.000089	538.58	0.000043	292.51	0.55	0.042	0		1309	1261.34	1.2971	1.2843			1263.06	1.2971	1.2841			1.1885	1	0.00098	0.00083	0.58332	1.13962	1.00004	0.9934	0	0
220031	Boston Medical Center Corporation-	14454	14454	14454	14454	25025	1	lurban	lurban	N	1.2868				N		1	0.9391	1.1996	442	312	0.41527	0.40288	0.7306	0.12372	0.15945	0.12372	0.003243	5270.1	0.002882	4669.84	0.471	0.037	0		4950	4861.68	1.9264	1.9213	1817.52	1.9287	4868.12	1.9293	1.9246	1820.65	1.9298	1.1885	1	0.07206	0.08264	0.23116	1	1.00076	0.9952	0	0
220033	Beverly Hospital Corporation	15764	15764	15764	15764	25009	1	lurban	lurban	N	1.2868				N		1	0	0	296	174	0	0	0.2714	0.02901	0.0565	0.02901	0.000238	289.98	0.000291	355.24	0.513	0.032	0		6780	6601.68	1.4461	1.4371			6616.71	1.4461	1.4379			1.1885	1	0.01297	0.00728	0.38777	1	0.99996	0.9864	0	0
220035	North Shore Medical Center -	15764	15764	14454	15764	25009	1	lurban	lurban	W	1.2868				N		1	0.0851	0.1463	344	201	0.0454	0.04215	0.3432	0.04382	0.07197	0.04382	0.00044	514.76	0.00062	709.59	0.379	0.042	0		7034	6860.36	1.4325	1.4267	1461.34	1.4546	6870.27	1.4333	1.4276	1463.51	1.4538	1.1885	1	0.02505	0.04821	0.44164	1	1.00534	0.9989	0	0
220036	St Elizabeth's Medical Center	14454	14454	14454	14454	25025	1	lurban	lurban	N	1.2868				N		1	0.6645	1.0753	203	130	0.30941	0.35452	0.3832	0.05207	0.08069	0.05207	0.000186	424.31	0.000204	464.2	0.628	0.033	0		3677	3609.30	2.1932	2.1817	830.95	2.1404	3612.72	2.2069	2.1957	831.96	2.1599	1.1885	1	0.13639	0.04742	0.357	1	0.9987	0.9888	0	0
220046	Berkshire Medical Center Inc - 1	38340	38340	38340	38340	25003	1	ourban	ourban	N	1.2868				N		1	0.3134	0.5301	214	141	0.15759	0.16136	0.3569	0.04665	0.07495	0.04665	0.000226	289.51	0.000261	334.27	0.462	0.033	0		6675	6521.49	1.5008	1.4929	305.38	1.4569	6532.13	1.5052	1.4980	305.86	1.4612	1.1885	1	0.01312	0.00962	0.51609	1	0.99944	0.9938	0	0
220049	Marlborough Hospital	15764	15764	14454	15764	25017	1	lurban	lurban	W	1.2868				N		1	0	0	67	44	0	0	0.3396	0.03	0	0.03	0.000081	457.09	0.00009	499.99	0.417	0.024	0		1483	1446.56	1.2715	1.2656			1448.53	1.2733	1.2675			1.1885	1	0.01373	0.00886	0.40703	1	0.99692	0.9950	0	0
220052	Signature Healthcare Brockton Hospital	14454	14454	14454	14454	25023	1	lurban	lurban	N	1.2868				N		1	0.0984	0.1453	175	98	0.0523	0.04186	0.3992	0.05537	0.0842	0.05537	0.000261	612.38	0.000319	709.01	0.401	0.025	0		3377	3287.57	1.3858	1.3751	667.95	1.3439	3292.96	1.3831	1.3726	669.02	1.3405	1.1885	1	0.09531	0.06165	0.36968	1	1.00565	0.9930	0	0
