FY 2019 IPPS Impact File -  Correction Notice (September 2018)																																																									
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	SSA County Code	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2019 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section 505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA35	CMIV35	TACMIV35	IME_CASETA35	IME_TACMIV35	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
230053	Henry Ford Hospital	19804	19804	47664	23	23810	26163	4	ourban	rural	S	0.9534		YES	YES			1	0.8758	1.1457	676	512	0.3917	0.3817	0.4148	0.05859	0	0.05859	0.00181	1654.69	0.002415	1792.56	0.323	0.023	7		9089	8931.22	2.1501	2.1401	5100.97	2.1253	8947.73	2.1599	2.1496	5120.26	2.1322	0.9678	1	0.10824	0.0858	0.291	1	0.99794	0.99	0	0
230054	Up Health System - Marquette	23	23	24580	23	23510	26103	4	rural	rural	W	0.9081						1	0.0578	0.1457	210	98	0.03107	0.04197	0.2703	0.02879	0	0.02879		0		0	0.241	0.014	17	7425.36	3589	3495.97	1.891	1.8878	1070.87	1.9342	3507.31	1.8982	1.8948	1076.41	1.9446	0.9361	1	0.0115	0.00357	0.371	1	0.99487	1.00	0	0
230055	Dickinson County Memorial Hospital	23	23	23	23	23210	26043	4	rural	rural	N	0.8469						1	0	0	96	25	0	0	0.2368	0.02188	0	0.02188		0		0	0.342	0.021	16	5945.93	1167	1123.13	1.5084	1.488			1127.73	1.4791	1.459			0.8924	1	0.00928	0.00424	0.479	1	1	0.99	1	0
230058	Munson Healthcare Grayling Hospital	23	23	23	23	23190	26039	4	rural	rural	N	0.8469						1	0	0	58	25	0	0	0.2732	0.02939	0	0.02939		0		0	0.344	0.011	16	6735.86	1315	1256.48	1.4489	1.4341			1261.09	1.4435	1.4267			0.8924	1	0.00227	0	0.546	1	1.00595	1.00	0	0
230059	Saint Mary'S Health Care	24340	24340	34740	24340	23400	26081	4	ourban	ourban	W	0.9099						1	0.2701	0.3955	255	178	0.13726	0.11808	0.3	0.03491	0.06263	0.03491	0.000447	822.89	0.000407	621.63	0.426	0.04	0		4571	4452.34	1.7801	1.7587	2397.41	1.7974	4465.1	1.7783	1.7575	2406.53	1.7911	0.9374	1	0.02683	0.03841	0.285	1	1.00451	1.00	0	0
230066	Mercy Health Muskegon	34740	34740	34740	34740	23600	26121	4	ourban	ourban	N	0.9409						1	0.1212	0.0975	257	164	0.06402	0.0279	0.2958	0.03405	0.06173	0.03405	0.00033	558.25	0.000409	803.68	0.441	0.023	0		6063	5926.03	1.9125	1.8899	2683.61	2.0319	5937.28	1.9193	1.8967	2688.95	2.0421	0.9591	1	0.02113	0.00681	0.364	1	0.99617	1.00	0	0
230069	Saint Joseph Mercy Livingston Hospital	47664	47664	47664	47664	23460	26093	4	lurban	lurban	N	0.9685						1	0.5937	1.2038	55	21	0.28045	0.40454	0.1309	0	0	0		0		0	0.379	0.027	0		1154	1113.79	1.4043	1.3908	428.89	1.3944	1117.15	1.4061	1.3933	431.06	1.3977	0.9783	1	0.00463	0.00276	0.481	1	1.00247	0.99	0	0
230070	Covenant Medical Center	40980	40980	40980	40980	23720	26145	4	ourban	ourban	N	0.8969						1	0.0869	0.1375	460	346	0.04634	0.03957	0.3506	0.04535	0.07358	0.04535	0.000515	441.15	0.000718	506.26	0.228	0.015	0		9676	9571.26	1.7368	1.728	2941.38	1.7151	9580.81	1.7305	1.7215	2944.15	1.7071	0.9282	1	0.01597	0.00748	0.398	1	0.99796	0.99	0	0
230071	Straith Hospital For Special Surgery	47664	47664	22420	47664	23620	26125	4	lurban	lurban	W	1.0072						1	0	0	34	13	0	0	0.0565	0	0	0		0		0	0.657	0.06	0		697	670.63	1.237	1.2364			636.36	1.3333	1.3306			1.0049	1	0	0	0.902	1	1	1.00	0	0
230072	Holland Community Hospital	24340	24340	34740	24340	23690	26139	4	ourban	ourban	W	0.9099						1	0	0	173	66	0	0	0.2643	0.02755	0.05498	0.02755	0.000189	791.77	0.000175	605.66	0.307	0.028	0		1873	1825.43	1.5644	1.5508			1829.19	1.5663	1.552			0.9374	1	0.01122	0.01554	0.25	1	1.01943	1.00	0	0
230075	Bronson Battle Creek Hospital	12980	12980	29620	23	23120	26025	4	ourban	rural	S	0.9708		YES	YES			1	0	0	179	90	0	0	0.3309	0.04129	0	0.04129	0.000196	498.66	0.000243	463.57	0.316	0.022	7		3043	2969.68	1.6435	1.626			2974.91	1.6511	1.6334			0.9799	1	0.01293	0.00953	0.447	1	0.99326	1.00	0	0
230077	St Mary'S Of Michigan Medical Center	40980	40980	47664	23	23720	26145	4	ourban	rural	S	0.9534		YES	YES			1	0.0847	0.1581	202	135	0.04519	0.04563	0.2375	0.02202	0	0.02202	0.000235	443.28	0.000222	333.85	0.298	0.015	7		4259	4194.35	1.9077	1.8948	1337.3	1.8349	4200.68	1.9099	1.8976	1338.17	1.85	0.9678	1	0.01775	0.00436	0.484	1	1.00176	1.00	0	0
230078	Lakeland Hospital Watervliet	35660	35660	23	23	23100	26021	4	ourban	rural	S	0.8469		YES				1	0	0	26	4	0	0	0.1939	0.01338	0	0.01338	0.000033	1847.16	0.000026	778.67	0.383	0.024	0		78	75.91	1.7778	1.7891			75.96	1.7507	1.761			0.8924	1	0.02201	0.0147	0.409	1.24712	1	1.00	0	0
230080	Mclaren Central Michigan	23	23	23	23	23360	26073	4	rural	rural	N	0.8469						1	0	0	78	27	0	0	0.3179	0.0386	0	0.03	0.00007	448.06	0.000087	426.98	0.336	0.022	7		1179	1141.14	1.3776	1.3563			1144.77	1.3715	1.3504			0.8924	1	0.00269	0.00129	0.413	1	1.00691	1.00	0	0
230081	Munson Healthcare Cadillac Hospital	23	23	23	23	23830	26165	4	rural	rural	N	0.8469						1	0	0	82	33	0	0	0.2487	0.02433	0	0.02433		0		0	0.387	0.018	16	6054.67	1518	1473.35	1.4163	1.4051			1479.59	1.4065	1.3963			0.8924	1	0.00258	0.00057	0.467	1	1.0132	0.99	0	0
230085	Bronson South Haven Hospital	28020	28020	28020	28020	23790	26159	4	ourban	ourban	N	1.0015						1	0	0	29	5	0	0	0.2186	0.01812	0	0.01812	0.000042	1339.33	0.000045	1105.15	0.528	0.024	0		227	218.87	1.4183	1.4091			220.15	1.3959	1.3882			1.001	1	0	0	0.43	1.23803	1.00889	1.00	0	0
230089	"Beaumont Hospital, Grosse Pointe"	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.0686	0.1297	226	126	0.03677	0.03728	0.2885	0.03254	0.06016	0.03254	0.000177	288.46	0.000233	327.94	0.267	0.033	0		5351	5278.85	1.428	1.4193	1568.84	1.5425	5288.55	1.4234	1.4153	1571.64	1.5355	0.9486	1	0.00839	0.01903	0.445	1	1.01396	0.99	0	0
230092	Henry Ford Allegiance Health	27100	27100	27100	27100	23370	26075	4	ourban	ourban	N	1.013				YES	0.0283	1	0.2687	0.2471	325	187	0.1366	0.07222	0.3119	0.03737	0.0652	0.03737	0.000458	554.91	0.000504	492.42	0.271	0.012	0		6764	6612.58	1.696	1.6769	1591.08	1.7407	6626.82	1.6974	1.6781	1593.37	1.7406	1.0089	1	0.01545	0.00295	0.446	1	1.00502	0.99	0	0
230093	Spectrum Health Big Rapids Hospital	23	23	23	23	23530	26107	4	rural	rural	N	0.8703				YES	0.0234	1	0	0	49	14	0	0	0.4127	0.03	0	0.03	0.00006	826.45	0.00006	651.71	0.49	0.033	16	5506.06	572	534.15	1.3271	1.3077			537.14	1.3317	1.313			0.9093	1	0.00649	0.00417	0.289	1.09424	1.01495	0.99	0	0
230095	Midmichigan Medical Center - West Branch	23	23	23	23	23640	26129	4	rural	rural	N	0.8469						1	0	0	88	27	0	0	0.1604	0.00794	0	0.00794		0		0	0.41	0.028	16	6133.08	1269	1239.25	1.4461	1.4378			1240.68	1.4398	1.4309			0.8924	1	0.0143	0.00668	0.625	1	1.00651	1.00	0	1
230096	Sturgis Hospital	23	23	23	23	23740	26149	4	rural	rural	N	0.9025				YES	0.0556	1	0	0	49	10	0	0	0.2634	0.02736	0	0.02736	0.000045	627.55	0.000045	496.17	0.61	0.035	0		554	545.09	1.1327	1.1286			545.88	1.1301	1.1264			0.9322	1	0.02785	0.01511	0.409	1.19833	0.99541	1.00	0	0
230097	Munson Medical Center	23	23	33220	23	23270	26055	4	rural	rural	W	0.9086						1	0.0489	0.0633	365	260	0.02636	0.01802	0.236	0.02171	0	0.02171		0		0	0.333	0.019	17	7172.47	8711	8470.7	1.9304	1.9238	2529.59	2.0134	8524.64	1.9256	1.9191	2561.82	2.0073	0.9365	1	0.03456	0.01299	0.444	1	1.00572	1.00	0	0
230099	Promedica Monroe Regional Hospital	33780	33780	11460	33780	23570	26115	4	ourban	ourban	W	0.9481						1	0.1762	0.1967	168	77	0.09171	0.05708	0.2566	0.02596	0.05334	0.02596	0.000221	605.8	0.000181	362.04	0.397	0.034	0		2482	2423.52	1.4457	1.4325	621.36	1.434	2430.38	1.4355	1.423	622.52	1.4292	0.9642	1	0.00835	0.0093	0.481	1	0.99675	0.99	0	0
230100	Tawas St Joseph Hospital	23	23	23	23	23340	26069	4	rural	rural	N	0.8469						1	0	0	47	9	0	0	0.2636	0.02741	0	0.02741		0		0	0.638	0.074	16	6103.49	642	601.25	1.4867	1.4704			603.49	1.4816	1.4648			0.8924	1	0.00095	0.00295	0.461	1.18705	1.00277	1.00	0	0
230104	Harper University Hospital	19804	19804	47664	23	23810	26163	4	ourban	rural	S	0.9534		YES	YES			1	0.671	1.0824	344	239	0.31203	0.35724	0.6998	0.11737	0	0.11737	0.000607	873.29	0.001033	1189.78	0.284	0.028	7		5524	5477.28	1.8476	1.8359	1407.62	1.7958	5482.52	1.8473	1.8361	1409.31	1.7921	0.9678	1	0.07536	0.12064	0.287	1	1.00015	0.99	0	0
230105	Mclaren Northern Michigan	23	23	13020	23	23230	26047	4	rural	rural	W	0.9593						1	0	0	187	99	0	0	0.16989	0.00948	0	0.00948		0		0	0.365	0.02	17	6901.6	4309	4193.09	1.9643	1.9497			4204.65	1.9651	1.9511			0.9719	1	0.01807	0.00602	0.495	1	1.01063	1.00	0	0
230108	Up Health System Portage	23	23	23	23	23300	26061	4	rural	rural	N	0.8469						1	0	0	36	11	0	0	0.1725	0.00991	0	0.00991		0		0	0.363	0.03	16	6744.55	408	386.63	1.3046	1.3011			387.61	1.3045	1.3012			0.8924	1	0.00958	0.01033	0.301	1.18553	1.01341	1.00	0	0
230110	Spectrum Health Ludington Hospital	23	23	23	23	23520	26105	4	rural	rural	N	0.8469						1	0	0	49	21	0	0	0.2617	0.02701	0	0.02701		0		0	0.472	0.021	16	6577.84	960	932.34	1.3923	1.3827			934.88	1.3937	1.3841			0.8924	1	0.00897	0.00102	0.447	1.12644	1.00258	1.00	0	0
230117	Borgess Medical Center	28020	28020	28020	28020	23380	26077	4	ourban	ourban	N	1.0015						1	0.2876	0.4616	286	184	0.14553	0.13913	0.2189	0.01819	0.04532	0.01819	0.000268	361.75	0.000358	376.95	0.31	0.014	0		5715	5640.85	1.9708	1.9526	2478.55	1.8851	5649.37	1.9666	1.9486	2481.7	1.8733	1.001	1	0.05156	0.01022	0.393	1	1.00208	1.00	0	0
230118	Huron Medical Center	23	23	23	23	23310	26063	4	rural	rural	N	0.8469						1	0	0	53	12	0	0	0.3049	0.03	0	0.03		0		0	0.601	0.037	16	6213.78	628	591.68	1.5454	1.5283			594.4	1.541	1.5239			0.8924	1	0.00413	0.00084	0.468	1.17235	1.01746	1.00	0	0
230121	Memorial Healthcare	23	23	29620	29620	23770	26155	4	rural	ourban	L	0.9708	LUGAR					1	0	0	107	27	0	0	0.2918	0.03322	0.06087	0.03322	0.000061	448.54	0.000069	424.1	0.227	0.019	0		1158	1126.54	1.3966	1.3825			1128.07	1.3998	1.3856			0.9799	1	0.00111	0.0012	0.431	1.09136	1.00176	1.00	0	0
230130	"Beaumont Hospital, Royal Oak"	47664	47664	22420	23	23620	26125	4	ourban	rural	S	1.0072		YES	YES			1	0.3286	0.4146	979	760	0.16464	0.12412	0.2467	0.02392	0	0.02392	0.000847	337.05	0.001151	372.24	0.282	0.028	7		19977	19718.2	1.7687	1.7613	5742.64	1.8395	19751.2	1.7725	1.7656	5756.3	1.8499	1.0049	1	0.05218	0.07827	0.406	1	1.00264	0.99	0	0
230132	Hurley Medical Center	22420	22420	22420	22420	23240	26049	4	ourban	ourban	N	1.1019						1	0.2733	0.3899	370	252	0.13878	0.11631	0.6558	0.1083	0.14202	0.1083	0.000598	1067.31	0.000993	1456.94	0.267	0.014	0		4549	4509.6	1.5741	1.5656	1205.98	1.5019	4509.9	1.5896	1.5813	1206.89	1.5147	1.0687	1	0.04969	0.01429	0.274	1	0.99328	0.98	0	0
230133	Munson Healthcare Otsego Memorial Hospital	23	23	23	23	23680	26137	4	rural	rural	N	0.8469						1	0	0	46	17	0	0	0.2973	0.03	0	0.03		0		0	0.385	0.012	16	6219.31	878	858.31	1.4165	1.4032			860.27	1.4075	1.3958			0.8924	1	0.00161	0	0.434	1.13386	1.01394	1.00	0	0
230141	Mclaren Flint	22420	22420	22420	22420	23240	26049	4	ourban	ourban	N	1.1019						1	0.2488	0.2922	284	228	0.12711	0.08595	0.2456	0.02369	0.05099	0.02369	0.000309	305.73	0.000406	316.16	0.289	0.017	0		8117	7978.21	1.8157	1.8013	2659.52	1.8424	7991.26	1.818	1.8043	2661.9	1.8508	1.0687	1	0.02772	0.00957	0.504	1	0.99364	0.98	0	0
230142	Beaumont Hospital - Wayne	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.1793	0.3651	175	78	0.09325	0.10853	0.3617	0.04764	0.07599	0.04764	0.000206	533.74	0.000249	504.11	0.237	0.021	0		2986	2931.17	1.4475	1.4379	987.81	1.5136	2936.87	1.449	1.4403	990.11	1.5269	0.9486	1	0.00527	0.00644	0.439	1	1.00546	0.99	0	0
230144	Forest Health Medical Center	11460	11460	11460	11460	23800	26161	4	ourban	ourban	N	1.0129						1	0	0	24	5	0	0	0.12345	0	0	0		0		0	0.399	0.07	0		253	253	1.6634	1.6634			253	1.6591	1.6591			1.0088	1	0.01695	0.08264	0.232	1	1	1.00	0	1
230146	Henry Ford Wyandotte Hospital	19804	19804	47664	23	23810	26163	4	ourban	rural	S	0.9534		YES	YES			1	0.1694	0.2512	261	163	0.08833	0.07346	0.2434	0.02324	0	0.02324	0.000346	575.99	0.000442	558	0.349	0.023	7		4696	4573.63	1.6006	1.5812	2163.36	1.6401	4587.95	1.5995	1.5815	2170.58	1.6478	0.9678	1	0.01522	0.01066	0.422	1	0.99402	0.98	0	0
230151	Beaumont Hospital - Farmington Hills	47664	47664	22420	23	23620	26125	4	ourban	rural	S	1.0072		YES	YES			1	0.5654	0.8761	236	161	0.26867	0.28048	0.3195	0.03893	0	0.03893	0.000277	429.15	0.000336	421.61	0.262	0.011	7		5198	5088.82	1.5108	1.4936	1647.66	1.5322	5095.68	1.5348	1.5164	1651.58	1.5497	1.0049	1	0.01082	0.00089	0.452	1	1.0028	0.99	0	0
230156	St Joseph Mercy Hospital	11460	11460	11460	11460	23800	26161	4	ourban	ourban	N	1.0129						1	0.2654	0.3567	457	330	0.13503	0.1059	0.2126	0.01689	0.04399	0.01689	0.000423	321.4	0.000461	279	0.285	0.01	0		10271	10105	1.7621	1.7543	3892.98	1.8632	10122.1	1.7615	1.7532	3899.8	1.8591	1.0088	1	0.01988	0.00253	0.368	1	1.00114	0.99	0	0
230165	St John Hospital And Medical Center	19804	19804	47664	23	23810	26163	4	ourban	rural	S	0.9534		YES	YES			1	0.3144	0.4827	573	351	0.15806	0.14593	0.4814	0.07233	0	0.07233	0.000678	691.05	0.001075	854.08	0.314	0.021	7		7655	7541.71	1.905	1.886	2322	1.9062	7555.53	1.9078	1.8902	2326.96	1.9097	0.9678	1	0.02473	0.01644	0.317	1	0.99145	1.00	0	0
230167	Mclaren Greater Lansing	29620	29620	29620	29620	23320	26065	4	ourban	ourban	N	1.0015						1	0.2994	0.6206	283	131	0.15107	0.19141	0.329	0.04089	0.06889	0.04089	0.000335	582.44	0.000349	487.45	0.3	0.02	0		4598	4500.61	1.7654	1.7523	1229.51	1.8688	4520.39	1.7602	1.7476	1239.06	1.8635	1.001	1	0.02294	0.01129	0.449	1	1.00023	1.00	0	0
230174	North Ottawa Community Health System	24340	24340	34740	24340	23690	26139	4	ourban	ourban	W	0.9099						1	0	0	81	12	0	0	0.2043	0.01517	0	0.01517	0.000032	668	0.000032	492.23	0.516	0.063	0		339	329.62	1.3891	1.3824			330.22	1.3832	1.3758			0.9374	1	0.00535	0.01505	0.342	1	0.99146	1.00	0	0
230176	Beaumont Hospital - Trenton	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.2507	0.4608	186	96	0.12802	0.13887	0.1731	0.01	0.03567	0.01	0.000102	225.91	0.000135	244.58	0.209	0.02	0		3752	3673.91	1.58	1.5682	1614.8	1.5465	3680.7	1.5878	1.5764	1619.19	1.5591	0.9486	1	0.00672	0.00972	0.456	1	1.00381	0.99	0	0
230180	Midmichigan Medical Center-Clare	23	23	23	23	23170	26035	4	rural	rural	N	0.8469						1	0	0	49	8	0	0	0.2428	0.02312	0	0.02312	0.000037	560.6	0.000025	294.47	0.366	0.027	14	5583.4	517	492.2	1.2839	1.2688			494.55	1.2779	1.2639			0.8924	1	0	0	0.588	1.20826	1.00927	0.99	0	0
230193	Mclaren Lapeer Region	47664	47664	22420	47664	23430	26087	4	lurban	lurban	W	1.0072						1	0	0	183	68	0	0	0.1834	0.01168	0.03784	0.01168	0.000111	339.3	0.000136	332.53	0.272	0.017	0		2686	2597.54	1.5658	1.5388			2604.38	1.5568	1.5286			1.0049	1	0.00693	0.00345	0.486	1	1.00441	1.00	0	0
230195	St John Macomb-Oakland Hospital-Macomb Center	47664	47664	47664	47664	23490	26099	4	lurban	lurban	N	0.9685						1	0.3445	0.4423	451	292	0.17195	0.13294	0.3047	0.03588	0.06365	0.03588	0.000399	342.12	0.000563	379.62	0.285	0.013	0		9274	9162.23	1.6244	1.6101	3084.32	1.6151	9172.26	1.6292	1.6152	3087.1	1.6096	0.9783	1	0.00646	0.00059	0.474	1	0.99706	1.00	0	0
230197	Genesys Regional Medical Center - Health Park	22420	22420	22420	22420	23240	26049	4	ourban	ourban	N	1.1019						1	0.3832	0.5131	346	249	0.18954	0.1558	0.1831	0.01163	0.03777	0.01163	0.00025	276.39	0.000336	292.26	0.361	0.015	0		6994	6888.76	1.838	1.8201	3183.98	1.9345	6901.07	1.8191	1.8016	3187.92	1.9235	1.0687	1	0.02166	0.00248	0.429	1	0.99971	0.99	0	0
230207	Mclaren Oakland	47664	47664	22420	47664	23620	26125	4	lurban	lurban	W	1.0072						1	0.7807	1.3712	119	60	0.35539	0.47249	0.4184	0.05933	0.08842	0.05933	0.000176	798.28	0.000199	736.33	0.34	0.029	0		1787	1762.47	1.4957	1.4857	398.24	1.434	1764.4	1.5094	1.4994	398.85	1.4564	1.0049	1	0.00813	0.00818	0.479	1	0.99969	1.00	0	0
230208	Sparrow Carson Hospital	24340	24340	24340	24340	23580	26117	4	ourban	ourban	N	0.8928						1	0.0145	0	48	9	0.00789	0	0.3604	0.03	0	0.03	0.000055	1125.4	0.000048	726.63	0.56	0.079	7		339	331.82	1.4073	1.4011	39.77	1.6307	332.54	1.3915	1.3852	39.8	1.6133	0.9253	1	0.00269	0.00786	0.346	1.16955	0.99791	0.99	0	0
230216	Mclaren Port Huron	47664	47664	47664	47664	23730	26147	4	lurban	lurban	N	0.9685						1	0	0	163	99	0	0	0.262	0.02708	0.05449	0.02708	0.000146	283.04	0.000198	326.91	0.332	0.017	0		4567	4449.12	1.5433	1.5329			4459.89	1.5454	1.5348			0.9783	1	0.00568	0.00049	0.495	1	1.00458	0.98	0	0
230217	Oaklawn Hospital	12980	12980	12980	12980	23120	26025	4	ourban	ourban	N	0.9521				YES	0.0019	1	0	0	78	37	0	0	0.3737	0.03	0	0.03	0.000085	569.02	0.000091	488.14	0.306	0.038	0		1236	1172.22	1.7534	1.7418			1177.6	1.7503	1.7375			0.9669	1	0.0953	0.21876	0.302	1	1.01438	0.99	0	0
230222	Midmichigan Medical Center-Midland	33220	33220	33220	23	23550	26111	4	ourban	rural	S	0.9361		YES		YES	0.0059	1	0.0613	0.1554	316	122	0.03292	0.04483	0.2484	0.02427	0	0.02427		0		0	0.326	0.022	17	6902.93	5648	5529.05	1.8917	1.8789	1553.17	1.9196	5542.08	1.8846	1.8723	1555.96	1.916	0.9558	1	0.01785	0.00965	0.453	1	1.01112	1.00	0	0
230227	Mclaren Macomb	47664	47664	47664	47664	23490	26099	4	lurban	lurban	N	0.9685						1	0.2578	0.4083	279	157	0.13141	0.12212	0.2565	0.02594	0.05331	0.02594	0.000308	424.22	0.000345	384.49	0.297	0.025	0		5829	5658.75	1.6791	1.6612	1650.03	1.7404	5678.39	1.6879	1.6715	1654.56	1.7643	0.9783	1	0.01211	0.0128	0.442	1	1.00073	0.98	0	0
230230	Edward W Sparrow Hospital	29620	29620	29620	29620	23320	26065	4	ourban	ourban	N	1.0015						1	0.2875	0.3934	525	388	0.14548	0.11741	0.3446	0.04411	0.07227	0.04411	0.00092	765.8	0.000858	569.77	0.25	0.019	0		9562	9395.21	1.7513	1.7363	2353.97	1.8004	9422.58	1.7482	1.7334	2361.03	1.8046	1.001	1	0.02773	0.02306	0.331	1	0.99671	0.99	0	0
230236	Metro Health Hospital	24340	24340	34740	23	23400	26081	4	ourban	rural	S	0.9099		YES	YES			1	0.2789	0.518	178	86	0.14143	0.1574	0.2711	0.02895	0	0.02895	0.000211	792.18	0.000272	814.99	0.417	0.043	0		2168	2102.38	1.9762	1.9667	1601.97	2.0229	2107.96	1.9811	1.9716	1608.71	2.0094	0.9374	1	0.0682	0.11347	0.26	1	0.99812	1.00	0	0
230239	Chippewa County War Memorial Hospital	23	23	23	23	23160	26033	4	rural	rural	N	0.8469						1	0	0	82	28	0	0	0.2747	0.02969	0	0.02969		0		0	0.407	0.023	16	7802.95	976	958.5	1.319	1.3155			959.93	1.3134	1.3101			0.8924	1	0.02741	0.01368	0.453	1.0947	1.01623	1.00	0	0
230241	St John River District Hospital	47664	47664	47664	47664	23730	26147	4	lurban	lurban	N	0.9685						1	0	0.0042	68	14	0	0.00119	0.317	0.03	0	0.03	0.000029	353.36	0.000034	330.03	0.492	0.032	0		657	633.2	1.317	1.3002			634.91	1.3133	1.2971			0.9783	1	0	0	0.411	1	1.00638	1.00	0	0
230244	Garden City Hospital	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.4315	0.6376	141	92	0.21109	0.19713	0.3573	0.04673	0.07504	0.04673	0.000185	432.15	0.000215	396.11	0.198	0.018	0		3147	3070.29	1.7894	1.7739	1152.32	1.6605	3076.68	1.7929	1.7776	1153.71	1.6908	0.9486	1	0.01145	0.01459	0.457	1	0.99257	0.99	0	0
230254	Ascension Crittenton Hospital	47664	47664	22420	47664	23620	26125	4	lurban	lurban	W	1.0072						1	0.3057	0.6326	189	93	0.15401	0.19545	0.1168	0	0.02393	0		0		0	0.246	0.042	0		3322	3256.06	1.7116	1.7017	1194.43	1.7836	3263.35	1.7134	1.7035	1196.72	1.7774	1.0049	1	0.0045	0.01753	0.413	1	0.99334	0.99	0	0
230259	St Joseph Mercy Chelsea	11460	11460	11460	11460	23800	26161	4	ourban	ourban	N	1.0129						1	0	0	97	28	0	0	0.0451	0	0	0		0		0	0.339	0.03	0		1345	1309.1	1.6185	1.6168			1314.68	1.5988	1.5979			1.0088	1	0.00068	0.00088	0.32	1	1.01803	1.00	0	0
230264	Southeast Michigan Surgical Hospital	47664	47664	47664	47664	23490	26099	4	lurban	lurban	N	0.9685						1	0.52	1.5	13	0	0.24949	0.52699	0.459	0.03	0	0.03	0.000003	1489.36	0.000001	294.26	0.278	0.028	0		15	14.49	3.1451	3.0266	3	2.9168	14.5	3.1296	3.019	3	2.9566	0.9783	1	0.11931	0.17789	0.357	1	1	1.00	0	0
230269	"Beaumont Hospital, Troy"	47664	47664	22420	23	23620	26125	4	ourban	rural	S	1.0072		YES	YES			1	0.043	0.0431	433	375	0.02322	0.01224	0.1768	0.01061	0	0.01061	0.000358	218.29	0.00048	245.63	0.206	0.027	7		13487	13289	1.5317	1.5242	3697.73	1.6087	13303.6	1.5367	1.5292	3701.47	1.6207	1.0049	1	0.00652	0.01677	0.421	1	1.00692	0.99	0	0
230270	Beaumont Hospital - Taylor	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.2449	0.4076	99	58	0.12524	0.1219	0.2889	0.03	0	0.03	0.000131	488.71	0.000168	475.07	0.243	0.018	0		2046	1999.61	1.489	1.472	608.11	1.5632	2004.12	1.4848	1.4686	609.49	1.5772	0.9486	1	0.00315	0.00259	0.49	1	0.99868	0.99	0	0
230273	Detroit Receiving Hospital & Univ Health Center	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.9436	0.9568	212	175	0.41693	0.30998	0.7411	0.12589	0.16192	0.12589	0.00058	1252.83	0.0007	1184.85	0.23	0.02	0		3489	3425.46	1.6467	1.6201	825.67	1.6938	3427.68	1.6672	1.6399	826.69	1.7064	0.9486	1	0.05424	0.0674	0.317	1	0.99464	0.99	0	0
230275	Healthsource Saginaw	40980	40980	40980	40980	23720	26145	4	ourban	ourban	N	0.8969						1	0	0	7	4	0	0	0.8754	0.03	0	0.03	0.000013	1056.59	0.000014	875.37	0.215	0.013	0		77	76.76	0.7634	0.7634			76.76	0.7896	0.7895			0.9282	1	0	0	0.206	1	1	1.00	0	0
230277	Huron Valley-Sinai Hospital	47664	47664	22420	47664	23620	26125	4	lurban	lurban	W	1.0072						1	0.124	0.1301	111	82	0.06545	0.0374	0.1908	0.01288	0.03939	0.01288	0.000119	367.24	0.000156	365.98	0.316	0.033	0		2599	2540.77	1.573	1.5608	930.4	1.5176	2547.76	1.5788	1.5678	931.5	1.5146	1.0049	1	0.04604	0.07241	0.374	1	0.99841	0.99	0	0
230279	Brighton Hospital	47664	47664	47664	47664	23460	26093	4	lurban	lurban	N	0.9685						1	0	0	99	51	0	0	0.1522	0.00661	0	0.00661		0		0	0.905	0.04	0		80	78.78	1.1856	1.1869			78.91	1.2686	1.2704			0.9783	1	0	0	0.025	1	1	1.00	0	0
230297	Karmanos Cancer Center	19804	19804	19804	19804	23810	26163	4	lurban	lurban	N	0.9258				YES	0.0215	1	0.0294	0.152	123	65	0.01594	0.04383	0.2999	0.03489	0.06261	0.03489	0.000097	805.8	0.000141	883.25	0.411	0.019	0		935	923.65	2.1406	2.1412	346.76	2.2172	924.54	2.1536	2.154	346.82	2.2443	0.9486	1	0.2566	0.06517	0.275	1	1.00792	1.00	0	0
