PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
340145,01-JAN-21,31-DEC-21,As Submitted,ATRIUM HEALTH LINCOLN                   ,433 MCALISTER ROAD                      ,,LINCOLNTON                              ,NC                                      ,28092                                   ,LINCOLN                                 ,,,,218552,,,.0807,,,101,36865,6589,2417,24554,,600.15,,1335,677,5212,623,,,,,,
340151,01-OCT-20,30-SEP-21,As Submitted,HALIFAX REGIONAL MEDICAL CENTER         ,250 SMITH CHURCH ROAD                   ,1089                                    ,ROANOKE RAPIDS                          ,NC                                      ,27870-                                  ,HALIFAX                                 ,,,,391095,,,.12,,,100,36500,9015,3421,22907,,577.63,,1513,964,4362,31,,,,,436,
340166,01-JAN-21,31-DEC-21,As Submitted,ATRIUM HEALTH UNIVERSITY CITY           ,8800 NORTH TRYON STREET                 ,560727                                  ,CHARLOTTE                               ,NC                                      ,28256-5009                              ,MECKLENBURG                             ,,,,288878,,,.12,,,100,36500,6297,4239,38017,,996.16,,1054,1074,7177,1176,,,,,,
340168,01-JAN-21,31-DEC-21,As Submitted,WILMINGTON TREATMENT CENTER INC         ,2520 TROY DRIVE                         ,,WILMINGTON                              ,NC                                      ,28401                                   ,NEW HANOVER                             ,,,,25425,,,.0491,,,92,33580,1880,,23012,,189.79,,461,,910,91,,,,,,
340173,01-OCT-20,30-SEP-21,As Submitted,WAKE MED CARY HOSPITAL                  ,1900 KILDARE FARM ROAD                  ,,CARY                                    ,NC                                      ,27518                                   ,WAKE                                    ,,,,,,,,,,203,74247,16679,3688,60063,,1136,,3355,897,13643,,,,,,,
340186,01-OCT-20,30-SEP-21,As Submitted,VIDANT BEAUFORT HOSPITAL                ,628 E. 12TH STREET                      ,,WASHINGTON                              ,NC                                      ,27889                                   ,,,,,279428,,,.1101,,,83,30295,6188,1818,14952,,459.35,,1308,612,3328,,,,,,,
340187,01-JUL-21,31-DEC-21,As Submitted,DAVIE MEDICAL CENTER                    ,329 NC HIGHWAY 801 N                    ,,BERMUDA RUN                             ,NC                                      ,27006-7905                              ,DAVIE                                   ,1593,,,,,,,959,3792,50,9200,688,47,2839,,197.77,,218,18,932,,,,,,,
340188,01-OCT-20,30-SEP-21,As Submitted,CAPE FEAR VALLEY HOKE HOSPITAL          ,210 MEDICAL PAVILION DRIVE              ,,RAEFORD                                 ,NC                                      ,28376                                   ,HOKE                                    ,,,,63253,,,.0714,,,41,14965,1703,393,6007,,293.75,,462,149,1831,104,,,,,,
341303,01-OCT-20,30-SEP-21,As Submitted,FIRSTHEALTH MONTGOMERY MEMORIAL CAH     ,520 ALLEN STREET                        ,,TROY                                    ,NC                                      ,27371                                   ,MONTGOMERY                              ,,,,,,,,,,3,1095,767,27,1920,,102.3,,46,15,258,,,,,,,
341304,01-OCT-20,30-SEP-21,As Submitted,BERTIE MEMORIAL HOSPITAL                ,1403 SOUTH KING STREET                  ,,WINDSOR                                 ,NC                                      ,27983                                   ,BERTIE                                  ,,,,,,,,,,6,2190,648,71,1147,,112.76,,167,12,298,4,,,,,,
341307,01-OCT-20,30-SEP-21,Amended,PENDER MEMORIAL HOSPITAL                ,507 E. FREMONT ST                       ,,BURGAW                                  ,NC                                      ,28425-                                  ,PENDER                                  ,,,,,,,,,,25,9125,2518,33,4911,,122.64,,48,14,104,,,,,,,
341314,01-OCT-20,31-DEC-20,As Submitted,CAH #1 - WASHINGTON                     ,958 US HIGHWAY 64 EAST                  ,,PLYMOUTH                                ,NC                                      ,27962                                   ,WASHINGTON                              ,,,,,,,,,,25,2300,511,113,700,,112.2,,30,12,112,,,,,,,
341315,01-OCT-20,30-SEP-21,As Submitted,BLADEN COUNTY HOSPITAL                  ,HIGHWAY 701                             ,398                                     ,ELIZABETHTOWN                           ,NC                                      ,28337                                   ,BLADEN                                  ,,,,,,,,,,25,9125,2456,771,6038,,177.05,,138,48,559,,,,,,,
341316,01-DEC-20,30-NOV-21,As Submitted,HIGHLANDS CASHIERS HOSPITAL             ,HIGHWAY 64E                             ,190                                     ,HIGHLANDS                               ,NC                                      ,28741                                   ,MACON                                   ,,,,,,,,,,24,8760,2083,41,3288,,83.85,,151,8,485,,,,,,,
341317,01-OCT-20,31-DEC-20,As Submitted,LIFEBRITE COMMUNITY HOPITAL OF STOK     ,1570 NC 8 & 89 HWY N                    ,10                                      ,DANBURY                                 ,NC                                      ,27016                                   ,STOKES                                  ,,,,,,,,,,25,2300,139,12,414,,98.4,,13,3,37,,,,,,,
341317,01-JAN-21,31-DEC-21,As Submitted,LIFEBRITE COMM HOSP OF STOKES           ,1570 NC 8 & 89 HWY N                    ,PO BOX 10                               ,DANBURY                                 ,NC                                      ,27016                                   ,,,,,,,,,,,25,9125,511,36,1650,,98.4,,51,12,151,,,,,,,
341318,01-OCT-20,30-SEP-21,As Submitted,CHOWAN HOSPITAL INC.                    ,211 VIRGINIA AVENUE                     ,,EDENTON                                 ,NC                                      ,27932                                   ,CHOWAN                                  ,,,,,,,,,,25,9125,2430,896,6068,,267.87,,524,246,1469,,,,,,,
341319,01-NOV-20,31-OCT-21,As Submitted,TRANSYLVANIA COMMUNITY HOSPITAL         ,260 HOSPITAL DRIVE                      ,1116                                    ,BREVARD                                 ,NC                                      ,28712                                   ,TRANSYLVANIA                            ,,,,,,,,,,25,9125,2421,275,6086,,193.9,,566,79,1483,,,,,,,
341320,01-OCT-20,30-SEP-21,As Submitted,ALLEGHANY MEMORIAL HOSPITAL             ,233 DOCTORS STREET                      ,,SPARTA                                  ,NC                                      ,28675                                   ,ALLEGHANY                               ,,,,,,,,,,25,9125,375,9,575,,86.84,,85,4,141,,,,,,,
341322,01-OCT-20,30-SEP-21,As Submitted,ST LUKES HOSPITAL                       ,220 HOSPITAL DRIVE                      ,,COLUMBUS                                ,NC                                      ,28722-                                  ,POLK                                    ,,,,,,,,,,25,9125,2216,85,4430,,177.04,,342,32,995,22,,,,,,
341323,01-OCT-20,30-SEP-21,As Submitted,CHARLES A. CANNON MEMORIAL HOSPITAL     ,434 HOSPITAL DRIVE                      ,,LINVILLE                                ,NC                                      ,28646-                                  ,AVERY                                   ,,,,,,,,,,21,7665,762,54,1400,,128.58,,131,20,272,,,,,,436,
341324,01-OCT-20,30-SEP-21,As Submitted,THE OUTER BANKS HOSPITAL                ,4800 S. CROATAN HWY                     ,,NAGS HEAD                               ,NC                                      ,27959                                   ,DARE                                    ,,,,,,,,,,21,7665,1152,449,3233,,311.04,,395,139,1076,4,,,,,,
341325,01-JAN-21,31-DEC-21,As Submitted,ASHE MEMORIAL HOSPITAL                  ,200 HOSPITAL AVENUE                     ,8                                       ,JEFFERSON                               ,NC                                      ,28640-                                  ,ASHE                                    ,,,,,,,,,,25,9125,1651,241,4124,,198.2,,405,101,1058,,,,,,,
341326,01-NOV-20,31-OCT-21,Amended,MH ANGEL MEDICAL CENTER LLLP            ,120 RIVERVIEW STREET                    ,,FRANKLIN                                ,NC                                      ,28744                                   ,MACON                                   ,,,,,,,,,,35,12775,2536,228,5801,,200,,558,63,1457,,,,,,,
341327,01-OCT-20,30-SEP-21,As Submitted,J ARTHUR DOSHER MEMORIAL HOSPITAL       ,924 HOWE STREET                         ,,SOUTHPORT                               ,NC                                      ,28461-                                  ,BRUNSWICK                               ,,,,,,,,,,25,9125,932,33,1789,,224.51,,272,21,573,,,,,,,
341329,01-NOV-20,31-OCT-21,As Submitted,BLUE RIDGE REGIONAL HOSPITAL            ,125 HOSPITAL DRIVE                      ,,SPRUCE PINE                             ,NC                                      ,28777                                   ,,,,,,,,,,,25,9125,1755,147,5033,,158.55,,410,45,1171,,,,,,,
342014,01-OCT-20,30-SEP-21,As Submitted,HIGHSMITH RAINEY MEMORIAL HOSPITAL      ,150 ROBESON STREET                      ,,FAYETTEVILLE                            ,NC                                      ,28301                                   ,CUMBERLAND                              ,,,,,,,,,,66,24090,3471,5733,20202,,265.5,,84,76,269,,,,,,,
342017,01-OCT-20,30-SEP-21,As Submitted,ASHEVILLE SPECIALTY HOSPITAL  LLC       ,428 BILTMORE AVENUE                     ,,ASHEVILLE                               ,NC                                      ,28801                                   ,BUNCOMBE                                ,,,,,,,,,,34,12410,4947,,8913,,92.3,,183,,296,,,,,,,
343025,01-DEC-20,30-NOV-21,As Submitted,CAREPARTNERS REHAB HOSPITAL             ,68 SWEETEN CREEK ROAD                   ,,ASHEVILLE                               ,NC                                      ,28803                                   ,,,,,,,,,,,74,27010,11110,1685,22125,,255.53,,820,109,1565,63,,,,,,
343026,01-JAN-21,31-DEC-21,As Submitted,CAROLINAS REHABILITATION                ,1100 BLYTHE BLVD                        ,,CHARLOTTE                               ,NC                                      ,28203-                                  ,MECKLENBURG                             ,,,,,,,,,69891,150,54750,16357,4027,40321,11.82,587.37,,1132,241,2772,135,,,,,,
343027,01-OCT-20,30-SEP-21,As Submitted,NOVANT HEALTH REHABILITATION HOSPITA    ,2475 HILLCREST CENTER CIRCLE            ,,WINSTON SALEM                           ,NC                                      ,27103                                   ,FORSYTH                                 ,,,,,,,,,,68,24820,8076,1218,20255,,165.32,,614,82,1429,43,,,,,,
344007,01-JAN-21,31-DEC-21,As Submitted,OLD VINEYARD                            ,3637 OLD VINEYARD ROAD                  ,,WINSTON SALEM                           ,NC                                      ,27004                                   ,FORSYTH                                 ,,,,,,,,,,164,60024,4195,1295,50143,,,,453,117,5752,,,,,,,
344014,01-JAN-21,31-DEC-21,As Submitted,HOLLY HILLS HOSPITAL                    ,3019 FALSTAFF ROAD                      ,,RALEIGH                                 ,NC                                      ,27610                                   ,WAKE                                    ,,,,,,,,,,296,108040,8132,658,78737,,,,755,75,8907,2901,,,,,,
344028,01-JAN-21,31-DEC-21,As Submitted,STRATEGIC BEHAVIORAL HEALTH- RALEIGH    ,3200 WATERFIELD ROAD                    ,,GARNER                                  ,NC                                      ,27529                                   ,WAKE                                    ,,,,,,,,,,56,20440,1658,6502,11642,,79.47,,106,481,895,,,,,,,
344029,01-JAN-21,31-DEC-21,As Submitted,GOOD HOPE HOSPITAL INC                  ,410 DENIM DRIVE                         ,,ERWIN                                   ,NC                                      ,28339-2204                              ,HARNETT                                 ,,,,,,,,,,16,5840,326,1333,5005,,37.93,,21,112,466,,,,,,,
344030,01-JAN-21,31-DEC-21,As Submitted,STRATEGIC BEHAVIORAL CENTER LELAND      ,2050 MERCANTILE DRIVE                   ,,LELAND                                  ,NC                                      ,28451                                   ,BRUNSWICK                               ,,,,,,,,,,40,14600,2628,4538,9851,,55.1,,140,233,635,,,,,,,
344032,01-JAN-21,31-DEC-21,As Submitted,TRIANGLE SPRINGS                        ,10901 WORLD TRADE BLVD                  ,,RALEIGH                                 ,NC                                      ,27617                                   ,WAKE                                    ,,,,,,,,,,77,28105,2949,43,21383,,168.63,,292,5,2620,411,,,,,,
350011,01-JAN-21,31-DEC-21,As Submitted,SANFORD MEDICAL CENTER - FARGO          ,801 BROADWAY NORTH                      ,,FARGO                                   ,ND                                      ,58102-3641                              ,CASS                                    ,7903904,,,3964700,,,.1412,734291,598150,504,180188,45079,36414,145001,80.38,5637.53,,8847,4704,26070,,,,331,83,768,390
350015,01-JAN-21,31-DEC-21,As Submitted,SANFORD BISMARCK                        ,300 N 7TH ST                            ,5505                                    ,BISMARCK                                ,ND                                      ,58501                                   ,BURLEIGH                                ,1242839,,,1864446,,,.1391,240295,239124,222,81030,22618,15664,61630,11.57,2677,,4351,2555,12299,,,,411,,911,
350019,01-JAN-21,31-DEC-21,As Submitted,ALTRU HEALTH SYSTEM-ALTRU HOSPITAL      ,1200 SOUTH COLUMBIA RD                  ,6002                                    ,GRAND FORKS                             ,ND                                      ,58201-                                  ,GRAND FORKS                             ,1867134,,,1163794,,,.1149,521559,574839,258,94170,17109,2498,47197,31.58,2723.41,,3431,1000,9394,2435,,,,7,,362
351307,01-OCT-20,30-SEP-21,As Submitted,ST ANDREWS HEALTH CENTER                ,316 OHMER ST                            ,,BOTTINEAU                               ,ND                                      ,58318-                                  ,BOTTINEAU                               ,,,,,,,,,,25,9125,1021,5,6186,,70.93,,83,2,100,,,,,,,
351309,01-JAN-21,31-DEC-21,As Submitted,SANFORD MAYVILLE                        ,42 6TH AVENUE SE                        ,,MAYVILLE                                ,ND                                      ,58257-                                  ,TRAILL                                  ,,,,,,,,,,25,9125,922,153,1482,,63.23,,104,6,131,,,,,,,
351312,01-JAN-21,31-DEC-21,As Submitted,NORTHWOOD DEACONESS HEALTH CENTER       ,4 N PARK STREET                         ,190                                     ,NORTHWOOD                               ,ND                                      ,58267-                                  ,GRAND FORKS                             ,,,,,,,,,,12,4380,1096,90,1541,,45.2,,33,1,47,,,,,,,
351313,01-JAN-21,31-DEC-21,As Submitted,SOUTHWEST HEALTHCARE SERVICES           ,802 3ND STREET NW                       ,,BOWMAN                                  ,ND                                      ,58623-0009                              ,BOWMAN                                  ,,,,,,,,,,23,8395,552,,1578,,66.02,,46,,54,,,,,,,
351316,01-OCT-20,30-SEP-21,As Submitted,PRESENTATION MEDICAL CENTER             ,213 SECOND AVE N.E.                     ,759                                     ,ROLLA                                   ,ND                                      ,58367-                                  ,ROLETTE                                 ,,,,,,,,,,25,9125,996,700,2450,,90.38,,78,16,128,,,,,,,
351319,01-JAN-21,31-DEC-21,As Submitted,PEMBINA COUNTY MEMORIAL HOSPITAL        ,301 MOUNTAIN ST. EAST                   ,,CAVALIER                                ,ND                                      ,58220-                                  ,PEMBINA                                 ,,,,,,,,,,20,7300,703,24,961,,51.81,,132,24,188,,,,,,,
351327,01-OCT-20,30-SEP-21,As Submitted,ST ALOISIUS MEDICAL CENTER              ,325 EAST BREWSTER STREET                ,,HARVEY                                  ,ND                                      ,58341-                                  ,WELLS                                   ,,,,,,,,,,25,9125,2068,32,2396,,132.67,,193,11,244,,,,,,,
351329,01-JAN-21,31-DEC-21,As Submitted,SANFORD HILLSBORO                       ,12 3RD STREET SE                        ,609                                     ,HILLSBORO                               ,ND                                      ,58045-                                  ,TRAILL                                  ,,,,,,,,,,16,5840,1627,342,2353,,42.79,,65,1,86,,,,,,,
353026,01-OCT-20,31-DEC-20,Settled,PAM REHABILITATION HOSPITAL OF FARGO    ,4671 38TH STREET                        ,,FARGO                                   ,ND                                      ,58104                                   ,CASS                                    ,,,,,,,,,,42,3864,1009,,1527,,43.95,,89,,119,,,,,,,
353026,01-JAN-21,31-DEC-21,As Submitted,PAM REHABILITATION HOSPITAL OF FARGO    ,4671 38TH STREET                        ,,FARGO                                   ,ND                                      ,58104                                   ,CASS                                    ,,,,,,,,,,42,15330,9166,,12040,,107.86,,793,,985,,,,,,,
354004,01-OCT-20,30-SEP-21,As Submitted,PRAIRIE ST. JOHNS                       ,100 FOURTH STREET SOUTH  SUITE 506      ,,FARGO                                   ,ND                                      ,58108                                   ,CASS                                    ,,,,,,,,,,120,43800,4402,2483,35495,,284.71,,394,304,4238,12,,,,,,
360001,01-JAN-21,31-DEC-21,As Submitted,MERCY HOSPITAL ANDERSON                 ,7500 STATE ROAD                         ,,CINCINNATI                              ,OH                                      ,45255-0589                              ,HAMILTON                                ,261823,,,429594,,,.0617,,,210,76650,12749,887,51949,4.32,815.88,,2837,151,11667,1630,,,,9,,410
360002,01-JAN-21,31-DEC-21,As Submitted,UH SAMARITAN MEDICAL CENTER             ,1025 CENTER STREET                      ,,ASHLAND                                 ,OH                                      ,44805-4098                              ,ASHLAND                                 ,,,,67557,,,.0485,,,39,14235,2905,442,8786,,373.1,,732,49,2286,252,,,,,,
360009,01-JAN-21,31-DEC-21,As Submitted,LIMA MEMORIAL HOSPITAL                  ,1001 BELLEFONTAINE AVENUE               ,,LIMA                                    ,OH                                      ,45804-                                  ,ALLEN                                   ,,,,461655,,,.0826,,,102,37049,9018,566,25908,,971.8,,2179,124,6333,1275,,,,2,,325
360010,01-JAN-21,31-DEC-21,As Submitted,UNION HOSPITAL ASSOCIATION              ,659 BOULEVARD                           ,,DOVER                                   ,OH                                      ,44622                                   ,TUSCARAWAS                              ,,,,171582,,,.0765,,,77,37658,4883,913,16455,,682,,1110,60,3682,646,,,,1,,142
360013,01-JAN-21,31-DEC-21,As Submitted,WILSON MEMORIAL HOSPITAL                ,915 WEST MICHIGAN STREET                ,,SIDNEY                                  ,OH                                      ,45365-                                  ,SHELBY                                  ,,,,123963,,,.1047,,,71,25915,2093,469,7667,,455.92,,600,58,2412,531,,,,,,
360016,01-JAN-21,31-DEC-21,As Submitted,JEWISH HOSPITAL OF CINCINNATI           ,4777 EAST GALBRAITH ROAD                ,,CINCINNATI                              ,OH                                      ,45236-2725                              ,HAMILTON                                ,6769351,,,533672,,,.0635,3006340,1235230,170,62050,13511,1174,53083,66.47,1017.4,,3005,239,11481,1526,,,,1,,351
360020,01-JAN-21,31-DEC-21,As Submitted,SUMMA HEALTH SYSTEM                     ,525 E. MARKET STREET                    ,2090                                    ,AKRON                                   ,OH                                      ,44308-                                  ,SUMMIT                                  ,10063873,,,1993096,,,.1503,7029916,4411074,581,214273,27896,5432,168032,211.47,4303.6,,5354,955,37769,9306,892,,103,,2387,
360025,01-JAN-21,31-DEC-21,As Submitted,FIRELANDS REGIONAL MEDICAL CENTER       ,1111 HAYES AVENUE                       ,,SANDUSKY                                ,OH                                      ,44870-                                  ,ERIE                                    ,700092,,,658286,,,.1329,473192,433651,171,62510,10496,1629,34494,14.76,1555.86,,2199,168,7292,1915,,,,7,,461
360026,01-JAN-21,31-DEC-21,As Submitted,GREENE MEMORIAL HOSPITAL  INC.          ,1141 NORTH MONROE DRIVE                 ,,XENIA                                   ,OH                                      ,45385-                                  ,GREENE                                  ,,,,26639,,,.1193,,,13,4745,341,43,1377,,151.62,,156,16,627,120,,,,,,
360027,01-JAN-21,31-DEC-21,As Submitted,AKRON GENERAL MEDICAL CENTER            ,1 AKRON GENERAL AVE                     ,,AKRON                                   ,OH                                      ,44307-                                  ,SUMMIT                                  ,8129367,,,1394781,,,.1181,3363143,3203507,401,146365,24134,3180,112333,142.32,3419.1,,4527,661,23774,4928,623,,63,,1538,
360032,01-JAN-21,31-DEC-21,As Submitted,JOINT TOWNSHIP DISTRICT MEMORIAL HOS    ,200 SAINT CLAIR ST                      ,,ST. MARYS                               ,OH                                      ,45885-2400                              ,AUGLAIZE                                ,,,,46861,,,.0478,,,33,12045,1575,76,4749,,339.55,,502,19,1376,211,,,,,204,28
360036,01-JAN-21,31-DEC-21,As Submitted,WOOSTER COMMUNITY HOSPITAL              ,1761 BEALL AVENUE                       ,,WOOSTER                                 ,OH                                      ,44691-                                  ,WAYNE                                   ,,,,213067,,,.0813,,,104,37960,3975,634,18498,,755.41,6.88,1229,78,5420,1359,,,,1,,142
360037,01-JAN-21,31-DEC-21,As Submitted,ST. VINCENT CHARITY MEDICAL CENTER      ,2351 EAST 22ND STREET                   ,,CLEVELAND                               ,OH                                      ,44115                                   ,,1069777,,,352208,,,.3909,1535055,2412005,112,41019,1649,756,11626,75.36,769.92,,372,155,3056,1184,485,,80,,1024,
360039,01-JAN-21,31-DEC-21,As Submitted,GENESIS HEALTHCARE SYSTEM               ,2951 MAPLE AVENUE                       ,,ZANESVILLE                              ,OH                                      ,43701                                   ,MUSKINGUM                               ,,,,1814366,,,.1744,,,282,102930,16043,1097,52570,,2171.54,,3653,234,13616,2479,,,,,,
360040,01-JAN-21,31-DEC-21,As Submitted,KNOX COMMUNITY HOSPITAL                 ,1330 COSHOCTON ROAD                     ,,MT. VERNON                              ,OH                                      ,43050                                   ,KNOX                                    ,,,,288437,,,.1192,,,75,27320,4770,758,14140,,1034.16,,1064,69,3369,762,,,,,,
360041,01-JAN-21,31-DEC-21,As Submitted,UH PARMA MEDICAL CENTER                 ,7007 POWERS BLVD.                       ,,PARMA                                   ,OH                                      ,44129-5495                              ,CUYAHOGA                                ,1345465,,,,,,,1176144,551655,204,74460,11238,608,35097,23.37,911.03,,2542,144,7833,723,21,,5,4,259,304
360044,01-JAN-21,31-DEC-21,As Submitted,WAYNE HOSPITAL COMPANY                  ,835 SWEITZER STREET                     ,,GREENVILLE                              ,OH                                      ,45331-                                  ,DARKE                                   ,,,,90187,,,.0852,,,40,14640,1819,114,4848,,390,,643,406,2003,375,,,17,,202,
360051,01-JAN-21,31-DEC-21,As Submitted,MIAMI VALLEY HOSPITAL                   ,ONE WYOMING STREET                      ,,DAYTON                                  ,OH                                      ,45409                                   ,MONTGOMERY                              ,10435164,,,4333601,,,.1657,6254542,2622374,878,320580,49560,11841,219579,169.24,4602.1,,9160,993,38918,8826,660,,78,,1474,
360055,01-JAN-21,31-DEC-21,As Submitted,TRUMBULL MEMORIAL HOSPITAL              ,1350 EAST MARKET ST.                    ,1269                                    ,WARREN                                  ,OH                                      ,44483                                   ,,2251295,,,450259,,,.1175,2939376,915083,197,71905,7538,1595,35663,66.66,841.63,,1653,266,7187,1350,,,19,,470,
360056,01-JAN-21,31-DEC-21,As Submitted,MERCY HEALTH - FAIRFIELD HOSPITAL       ,3000 MACK RD.                           ,,FAIRFIELD                               ,OH                                      ,45014                                   ,BUTLER                                  ,,,,643929,,,.0869,,,199,72635,12315,1917,52464,,960.51,,2849,415,12374,2019,,,,4,,419
360064,01-JAN-21,31-DEC-21,As Submitted,ST. ELIZABETH HEALTH CENTER             ,1044 BELMONT AVENUE                     ,,YOUNGSTOWN                              ,OH                                      ,44504-1006                              ,MAHONING                                ,6056126,,,1356329,,,.1175,2684889,996789,341,124465,20142,2689,92232,87.39,1748.3,,4158,494,18501,2823,930,,,,2317,378
360065,01-JAN-21,31-DEC-21,As Submitted,FISHER-TITUS MEDICAL CENTER             ,272 BENEDICT AVE                        ,,NORWALK                                 ,OH                                      ,44857                                   ,HURON                                   ,,,,224887,,,.0864,,,78,28470,4222,563,13218,,910.48,,1305,52,3801,650,,,,,,
360066,01-JAN-21,31-DEC-21,As Submitted,ST. RITAS MEDICAL CENTER LLC            ,730 W MARKET ST                         ,,LIMA                                    ,OH                                      ,45801                                   ,ALLEN                                   ,4057982,,,1318316,,,.0999,2263641,1288333,339,119727,23536,1500,72646,47.34,1420.14,,4803,300,15135,2678,,,,1,,395
360068,01-JAN-21,31-DEC-21,As Submitted,THE TOLEDO HOSPITAL                     ,2142 NORTH COVE BLVD.                   ,,TOLEDO                                  ,OH                                      ,43606-                                  ,LUCAS                                   ,11677364,,,3680501,,,.1783,8394482,4165921,708,257200,38341,12647,194230,224.3,5138.87,,6433,629,31615,7145,1487,,140,7,3327,747
360070,01-JAN-21,31-DEC-21,As Submitted,CCF MERCY MEDICAL CENTER                ,1320 MERCY DRIVE NW                     ,,CANTON                                  ,OH                                      ,44708                                   ,STARK                                   ,1172084,,,548423,,,.0826,1261421,824848,317,115705,14512,3390,68465,23.94,2164,,2671,503,13303,2680,,,,1,,267
360071,01-JAN-21,31-DEC-21,As Submitted,VAN WERT COUNTY HOSPITAL                ,1250 S. WASHINGTON ST.                  ,,VAN WERT                                ,OH                                      ,45891-                                  ,VAN WERT                                ,,,,50282,,,.0613,,,34,12410,1138,132,3710,,260.13,,348,33,1131,235,,,,,,
360072,01-JAN-21,31-DEC-21,As Submitted,FAIRFIELD MEDICAL CENTER                ,401 NORTH EWING STREET                  ,,LANCASTER                               ,OH                                      ,43130-                                  ,FAIRFIELD                               ,1760779,,,498992,,,.0766,890593,742690,202,73730,10609,1900,38804,25.58,1435,,2617,185,9058,1619,,,,,,
360075,01-JAN-21,31-DEC-21,As Submitted,UH REGIONAL HOSPITALS                   ,27100 CHARDON ROAD                      ,,RICHMOND HEIGHTS                        ,OH                                      ,44143-                                  ,CUYAHOGA                                ,2874637,,,177116,,,.1056,3258524,3450578,86,31390,3595,565,14276,83.96,653.7,,887,133,3401,551,,,,,,
360076,01-JAN-21,31-DEC-21,As Submitted,ATRIUM MEDICAL CENTER                   ,ONE MEDICAL CENTER DRIVE                ,,FRANKLIN                                ,OH                                      ,45005-1006                              ,WARREN                                  ,,,,705143,,,.1387,,,246,89790,8078,1877,34194,,892.83,,1996,189,8527,1917,,,,2,,415
360077,01-JAN-21,31-DEC-21,As Submitted,FAIRVIEW HOSPITAL                       ,18101 LORAIN AVE                        ,,CLEVELAND                               ,OH                                      ,44111-                                  ,CUYAHOGA                                ,3114371,,,1921047,,,.1722,1557682,1035749,466,170090,21251,3941,116010,72.75,2350.02,,4532,644,24750,7030,,,,,,
360078,01-JAN-21,31-DEC-21,As Submitted,UH PORTAGE MEDICAL CENTER               ,6847 N. CHESTNUT STREET                 ,1204                                    ,RAVENNA                                 ,OH                                      ,44266-1204                              ,PORTAGE                                 ,41334,,,208072,,,.0682,43813,32606,187,68255,5966,1206,28020,1.25,760.11,,1348,137,6333,1084,,,,,,
360079,01-JAN-21,31-DEC-21,As Submitted,KETTERING MEMORIAL HOSPITAL             ,3535 SOUTHERN BOULEVARD                 ,,KETTERING                               ,OH                                      ,45429-                                  ,MONTGOMERY                              ,5828756,,,1787028,,,.1244,3315623,1739751,383,139795,22102,5226,107876,75.27,2620.78,,4952,601,22890,4193,,,,5,,292
360081,01-JAN-21,31-DEC-21,As Submitted,ST. CHARLES HOSPITAL                    ,2600 NAVARRE AVENUE                     ,,OREGON                                  ,OH                                      ,43616                                   ,LUCAS                                   ,641964,,,373282,,,.1293,520709,202873,125,45625,5985,525,22395,10.32,581.88,,1277,127,5398,1175,1925,,179,11,3553,352
360082,01-JAN-21,31-DEC-21,As Submitted,EUCLID HOSPITAL                         ,18901 LAKESHORE BLVD.                   ,,EUCLID                                  ,OH                                      ,44119-                                  ,CUYAHOGA                                ,,,,273067,,,.12,,,110,40150,4300,1014,18985,,553.27,,1072,215,4611,962,30,,50,,400,
360084,01-JAN-21,31-DEC-21,As Submitted,AULTMAN HOSPITAL                        ,2600 SIXTH STREET SW                    ,,CANTON                                  ,OH                                      ,44710                                   ,STARK                                   ,4618877,,,818563,,,.0869,2892023,2346285,386,140890,17526,2763,85494,76.98,3033.99,,3477,648,16569,5430,,,,8,,576
360086,01-JAN-21,31-DEC-21,As Submitted,SPRINGFIELD REGIONAL MEDICAL CENTER     ,100 MEDICAL CENTER DRIVE                ,,SPRINGFIELD                             ,OH                                      ,45504                                   ,CLARK                                   ,,,,1029396,,,.1521,,,230,83950,12710,3213,59977,,1031.03,,2608,386,12165,2589,,,,,,500
360087,01-JAN-21,31-DEC-21,As Submitted,LUTHERAN HOSPITAL                       ,1730 W. 25TH STREET                     ,,CLEVELAND                               ,OH                                      ,44113-                                  ,CUYAHOGA                                ,90179,,,474977,,,.3353,316873,244482,119,43435,2055,532,13819,4.69,535.1,,573,140,4054,1443,924,,53,,2200,
