PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
334003,01-APR-19,31-MAR-20,As Submitted,ST. LAWRENCE P.C.                       ,1 CHIMNEY POINT DRIVE                   ,,OGDENSBURG                              ,NY                                      ,13669-2291                              ,ST. LAWRENCE                            ,,,,,,,,,46,108,39528,767,8080,20605,,659.38,,19,332,416,,,,,,,
334004,01-APR-19,31-MAR-20,Settled,CREEDMOOR P.C.                          ,80-45 WINCHESTER BLVD.                  ,,QUEENS VILLAGE                          ,NY                                      ,11427-2199                              ,QUEENS                                  ,,,,,,,,,8787,349,127734,1217,13911,113678,6.53,1370.61,,19,47,328,,,,,,,
334009,01-APR-19,31-MAR-20,Settled,NEW YORK P.I.                           ,1051 RIVERSIDE DRIVE                    ,,NEW YORK                                ,NY                                      ,10032-2695                              ,NEW YORK                                ,,,,,,,,,219408,21,7686,627,428,6413,16.73,479.38,,21,36,199,,,,,,,
334012,01-APR-19,31-MAR-20,Settled,GREATER BINGHAMTON H.C.                 ,425 ROBINSON ST.                        ,,BINGHAMTON                              ,NY                                      ,13901-4199                              ,BROOME                                  ,,,,,,,,,8528,111,40626,1172,7601,28010,.5,457.7,,20,224,411,,,,,,,
334013,01-APR-19,31-MAR-20,Settled,PILGRIM P.C.                            ,998 CROOKED HILL ROAD                   ,,WEST BRENTWOOD                          ,NY                                      ,11717-1087                              ,SUFFOLK                                 ,,,,,,,,,132,273,99918,1895,19631,97653,.11,1257.58,,57,69,369,,,,,,,
334015,01-APR-19,31-MAR-20,Settled,ROCKLAND P.C.                           ,140 OLD ORANGEBURG ROAD                 ,,ORANGEBURG                              ,NY                                      ,10962-1196                              ,ROCKLAND                                ,,,,,,,,,1527,415,151890,2699,18939,130099,.81,1458.55,,50,55,315,,,,,,,
334020,01-APR-19,31-MAR-20,Settled,ROCHESTER P.C.                          ,1111 ELMWOOD AVE.                       ,,ROCHESTER                               ,NY                                      ,14620-3965                              ,MONROE                                  ,,,,,,,,,37164,174,63684,1371,7995,58143,2.01,625.25,,20,17,208,,,,,,,
334021,01-APR-19,31-MAR-20,Settled,MOHAWK VALLEY P.C.                      ,1400 NOYES ST.                          ,,UTICA                                   ,NY                                      ,13502-3803                              ,ONEIDA                                  ,,,,,,,,,,77,28182,,7950,9653,,402.4,,,440,449,,,,,,,
334022,01-JAN-19,31-DEC-19,Settled,BRYLIN HOSPITALS                        ,1263 DELAWARE AVENUE                    ,,BUFFALO                                 ,NY                                      ,14209                                   ,ERIE                                    ,,,,,,,,,,88,32120,1349,308,13562,,197.6,,115,24,1400,490,,,,,,
334026,01-JAN-19,31-DEC-19,Settled,BRUNSWICK HOSPITAL CENTER INC           ,81 LOUDEN AVE                           ,,AMITYVILLE                              ,NY                                      ,11701                                   ,SUFFOLK                                 ,,,,,,,,,,124,45260,8527,2444,39718,,271.2,,434,153,2899,,,,,,,
334027,01-JAN-19,31-DEC-19,Settled,SOUTH OAKS HOSPITAL                     ,400 SUNRISE HIGHWAY                     ,,AMITYVILLE                              ,NY                                      ,11701                                   ,SUFFOLK                                 ,,,,,,,,,,202,73730,8711,5723,61264,,829.7,,565,149,2033,,,,,,,
334043,01-APR-19,31-MAR-20,Settled,SOUTH BEACH P.C.                        ,777 SEAVIEW AVE.                        ,,STATEN ISLAND                           ,NY                                      ,10305-3499                              ,RICHMOND                                ,,,,,,,,,1696,507,185562,1388,11839,86203,1.05,817.34,,25,59,306,,,,,,,
334045,01-APR-19,31-MAR-20,As Submitted,ELMIRA P.C.                             ,100 WASHINGTON ST.                      ,,ELMIRA                                  ,NY                                      ,14901-2898                              ,CHEMUNG                                 ,,,,,,,,,1663,80,29280,1063,5093,20210,2.26,387.84,,23,95,235,,,,,,,
334046,01-APR-19,31-MAR-20,As Submitted,CAPITAL DISTRICT P.C.                   ,75 NEW SCOTLAND AVE.                    ,,ALBANY                                  ,NY                                      ,12208-3474                              ,ALBANY                                  ,,,,,,,,,4284,105,38430,597,7821,38398,3.63,492.9,,10,14,146,,,,,,,
334048,01-JAN-19,31-DEC-19,Settled,THE NEW YORK GRACIE SQUARE HOSPITAL     ,420 EAST 76 ST.                         ,,NEW YORK                                ,NY                                      ,10021                                   ,NEW YORK                                ,,,,,,,,,,133,48545,5376,408,42379,,380.3,,231,15,2112,,,,,,,
334049,01-JAN-19,31-DEC-19,Settled,FOUR WINDS OF SARATOGA  INC.            ,800 CROSS RIVER RD.                     ,,KATONAH                                 ,NY                                      ,10536                                   ,WESTCHESTER                             ,,,,,,,,,,88,32120,1320,2280,31182,,326.3,,94,98,2509,,,,,,,
334052,01-APR-19,31-MAR-20,Settled,BUFFALO P.C.                            ,400 FOREST AVE.                         ,,BUFFALO                                 ,NY                                      ,14213-1298                              ,ERIE                                    ,,,,,,,,,2450,159,58194,2490,7668,55308,1,579.62,,41,38,209,,,,,,,
334053,01-APR-19,31-MAR-20,Settled,BRONX P.C.                              ,1500 WATERS PLACE                       ,,BRONX                                   ,NY                                      ,10461-2796                              ,BRONX                                   ,,,,,,,,,13172,156,57096,577,7427,56117,7.98,882.41,,7,17,228,,,,,,,
334054,01-APR-19,31-MAR-20,Settled,MANHATTAN P.C.                          ,WARDS ISLAND                            ,,NEW YORK                                ,NY                                      ,10035-6098                              ,NEW YORK                                ,,,,,,,,,4432,209,76494,901,4991,52498,3.64,689.96,,17,22,211,,,,,,,
334060,01-APR-19,31-MAR-20,Settled,KIRBY FORENSIC P.C.                     ,WARDS ISLAND                            ,,NEW YORK                                ,NY                                      ,10035-6098                              ,NEW YORK                                ,,,,,,,,,17,475,173850,333,1643,75576,1.67,658.16,,5,14,319,,,,,,,
334061,01-APR-19,31-MAR-20,Settled,MID-HUDSON P.C.                         ,BOX 158 RTE 17-M                        ,,NEW HAMPTON                             ,NY                                      ,10958-0158                              ,ORANGE                                  ,,,,,,,,,45,285,104310,890,4933,103298,.4,847.05,,13,10,351,,,,,,,
334063,01-APR-19,31-MAR-20,As Submitted,KINGSBORO P.C.                          ,681 CLARKSON AVE.                       ,,BROOKLYN                                ,NY                                      ,11203-2199                              ,KINGS                                   ,,,,,,,,,320,163,59658,294,3520,56920,1.19,753.58,,9,11,157,,,,,,,
334064,01-APR-19,31-MAR-20,Settled,SAGAMORE CHILDRENS PSYCH CTR            ,197 HALF HOLLOW RD                      ,,DIX HILLS                               ,NY                                      ,11746-5861                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334065,01-APR-19,31-MAR-20,Settled,WNY CHILDRENS PSYCH CTR                 ,1010 EAST AND WEST ROAD                 ,,WEST SENECA                             ,NY                                      ,14224-3602                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334066,01-APR-19,31-MAR-20,Settled,ROCKLAND CHILDRENS PSYCH CTR            ,2 FIRST AVENUE                          ,,ORANGEBURG                              ,NY                                      ,10962-1106                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340001,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH CABARRUS                  ,920 CHURCH STREET  NORTH                ,,CONCORD                                 ,NC                                      ,28025-2927                              ,CABARRUS                                ,1784992,,,1623088,,,.0966,861063,382775,447,163155,35201,20760,117132,25.27,2525.04,,7110,5251,26807,762,,,3,,136,
340002,01-OCT-18,31-JAN-19,Amended,MISSION HOSPITAL  INC                   ,506 BILTMORE AVENUE                     ,,ASHEVILLE                               ,NC                                      ,28801                                   ,BUNCOMBE                                ,2704507,,,1587551,,,.1288,423669,259618,665,81795,22772,13659,66715,69.36,5167.59,,4713,2625,11412,,,,15,,727,
340002,01-FEB-19,30-SEP-19,Amended,MISSION HOSPITAL  INC                   ,506 BILTMORE AVENUE                     ,,ASHEVILLE                               ,NC                                      ,28801                                   ,,5606387,,,3270257,,,.1283,833609,546026,679,164318,48140,32383,142458,72.92,4838.52,,9980,5206,20902,775,,,10,,1300,
340003,01-OCT-18,30-SEP-19,As Submitted,NORTHERN HOSP OF SURRY CO               ,830 ROCKFORD STREET                     ,,MOUNT AIRY                              ,NC                                      ,27030                                   ,SURRY                                   ,,,,183589,,,.084,,,100,36500,5573,1633,14320,,680.51,,1479,702,3476,29,,,,,,
340004,01-JUL-19,30-JUN-20,As Submitted,HIGH POINT MEDICAL CENTER               ,HIGH POINT MEDICAL CENTER               ,HP-5                                    ,HIGH POINT                              ,NC                                      ,27260-                                  ,GUILFORD                                ,,,,766127,,,.1191,,,288,105408,13200,9582,60019,,1533.52,,3006,2270,13952,,,,,31,,316
340008,01-OCT-18,30-SEP-19,Amended,SCOTLAND MEMORIAL HOSPITAL              ,500 LAUCHWOOD DRIVE                     ,,LAURINBURG                              ,NC                                      ,28352-                                  ,SCOTLAND                                ,,,,440124,,,.12,,,97,35405,7969,5095,21744,,848.64,,2009,1730,5673,283,,,,17,,116
340010,01-JUL-19,30-JUN-20,Amended,WAYNE MEMORIAL HOSPITAL                 ,2700 WAYNE MEMORIAL DRIVE               ,8001                                    ,GOLDSBORO                               ,NC                                      ,27533                                   ,WAYNE                                   ,,,,1051958,,,.1394,,,239,87474,17151,8266,43830,,1328,,3349,2502,8982,,,,,,,
340013,01-JUN-19,31-MAY-20,As Submitted,RUTHERFORD HOSPITAL  INC.               ,288 S. RIDGECREST AVENUE                ,,RUTHERFORDTON                           ,NC                                      ,28139-                                  ,RUTHERFORD                              ,,,,175633,,,.0741,,,111,40626,4788,1342,10487,,421.37,,1156,333,2456,,,,,,424,
340014,01-JAN-19,31-DEC-19,Amended,FORSYTH MEMORIAL HOSPITAL  INC          ,3333 SILAS CREEK PARKWAY                ,,WINSTON SALEM                           ,NC                                      ,27103                                   ,FORSYTH                                 ,1110053,228759,,2036322,419643,,.0987,568248,378118,901,328865,59379,37722,241269,16.29,5831.8,,10060,8185,41904,,,,,,179,
340015,01-JAN-19,31-DEC-19,Amended,ROWAN REGIONAL HOSPITAL                 ,612 MOCKSVILLE AVENUE                   ,,SALISBURY                               ,NC                                      ,28144                                   ,ROWAN                                   ,,,,590994,,,.1094,,,169,61685,12618,5760,42114,,943.26,,2577,1692,9625,,,,,24,490,206
340016,01-AUG-19,31-JUL-20,As Submitted,HARRIS REGIONAL HOSPITAL                ,68 HOSPITAL ROAD                        ,,SYLVA                                   ,NC                                      ,28779-                                  ,JACKSON                                 ,,,,292267,,,.12,,,82,30012,5044,2110,10717,,605.4,,1207,1172,2825,,,,,,,
340017,01-JUL-19,30-JUN-20,Amended,MARGARET R. PARDEE MEMORIAL HOSPITAL    ,800 NORTH JUSTICE STREET                ,,HENDERSONVILLE                          ,NC                                      ,28791-                                  ,HENDERSON                               ,540233,,,320363,,,.0481,164705,265077,160,58560,12183,2546,30317,8.49,1241.11,,3064,825,7982,,,,,,,
340020,01-JAN-19,31-DEC-19,As Submitted,CENTRAL CAROLINA HOSPITAL               ,1135 CARTHAGE STREET                    ,,SANFORD                                 ,NC                                      ,27330                                   ,LEE                                     ,,,,313537,,,.12,,,127,46355,5804,2819,12879,,480,,1479,1034,3796,,,,,,,
340021,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH CLEVELAND                 ,201 EAST GROVER STREET                  ,,SHELBY                                  ,NC                                      ,28150                                   ,CLEVELAND                               ,,,,901364,,,.1279,,,308,98216,16109,8196,44574,,1184.59,,3632,2917,10536,479,,,,,,
340023,01-JAN-19,31-DEC-19,As Submitted,ADVENTHEALTH HENDERSONVILLE             ,100 HOSPITAL DRIVE                      ,,HENDERSONVILLE                          ,NC                                      ,28792-                                  ,HENDERSON                               ,,,,360483,,,.1288,,,73,26645,4552,1778,14011,,921.35,,1257,732,3750,,,,,,241,
340024,01-OCT-18,30-SEP-19,As Submitted,SAMPSON REGIONAL MEDICAL CENTER         ,607 BEAMAN STREET                       ,258                                     ,CLINTON                                 ,NC                                      ,28328-                                  ,SAMPSON                                 ,874845,,,277805,,,.1723,779835,551810,59,21535,3860,1858,9403,21.68,432.5,,1075,874,2808,61,,,,,,
340027,01-JUL-19,30-JUN-20,Amended,LENOIR MEMORIAL HOSPITAL                ,100 AIRPORT ROAD                        ,,KINSTON                                 ,NC                                      ,28501                                   ,LENOIR                                  ,,,,574689,,,.142,,,150,54900,9903,3956,22452,,755.18,,2181,1262,4956,,,,,9,,70
340028,01-OCT-18,30-SEP-19,Amended,CAPE FEAR VALLEY MEDICAL CENTER         ,1638 OWEN DRIVE                         ,2000                                    ,FAYETTEVILLE                            ,NC                                      ,28302                                   ,CUMBERLAND                              ,7354462,,,4780452,,,.2212,523292,213706,575,208415,56464,45819,184305,91.32,4150.39,,10280,10594,35994,2234,,,,218,,1130
340030,01-JUL-19,30-JUN-20,Amended,DUKE UNIVERSITY HOSPITAL                ,610 DOUGLAS STREET                      ,3088                                    ,DURHAM                                  ,NC                                      ,27710-                                  ,DURHAM                                  ,40672359,687701,,6591653,112460,,.1661,8970682,6698248,953,348798,80041,64999,301091,659.02,9170.93,,11323,8153,40715,,,,1,,453,
340032,01-JUL-19,30-JUN-20,Amended,GASTON MEMORIAL HOSPITAL                ,2525 COURT DRIVE                        ,,GASTONIA                                ,NC                                      ,28054                                   ,GASTON                                  ,,,,1633795,,,.1096,,,393,143838,31012,16411,103221,,2619.69,,6320,4094,22211,,,,,,,
340037,01-JAN-19,01-AUG-19,As Submitted,ATRIUM HEALTH KINGS MOUNTAIN            ,706 WEST KING STREET                    ,,KINGS MOUNTAIN                          ,NC                                      ,28086                                   ,CLEVELAND                               ,,,,32367,,,.079,,,51,10863,1323,246,4217,,127.6,,299,73,1002,71,,,3,,286,
340039,01-OCT-18,30-SEP-19,As Submitted,IREDELL MEMORIAL HOSPITAL               ,557 BROOKDALE DRIVE                     ,1828                                    ,STATESVILLE                             ,NC                                      ,28677-                                  ,IREDELL                                 ,,,,281494,,,.049,,,155,56575,12999,4394,35213,,1191.4,,2870,1011,7574,,,,,,,
340040,01-OCT-18,30-SEP-19,As Submitted,PITT COUNTY MEMORIAL HOSPITAL           ,2100 STANTONSBURG ROAD                  ,,GREENVILLE                              ,NC                                      ,27834-2818                              ,PITT                                    ,20247386,,,9010057,,,.2156,14679036,3862592,847,309155,96604,59455,253419,275,5862,,15111,9884,40664,,,,7,252,1424,1245
340041,01-JUL-19,30-JUN-20,Amended,CALDWELL MEMORIAL HOSPITAL              ,321 MULBERRY STREET                     ,1890                                    ,LENOIR                                  ,NC                                      ,28645-                                  ,CALDWELL                                ,,,,267957,,,.1066,,,110,40260,5951,3100,17875,,705.21,,1131,898,3754,,,,,,,
340042,01-OCT-18,30-SEP-19,Amended,ONSLOW MEMORIAL HOSPITAL                ,241 NEW RIVER DRIVE                     ,,JACKSONVILLE                            ,NC                                      ,28540                                   ,ONSLOW                                  ,,,,717498,,,.1815,,,162,59130,12495,7171,30840,,877.5,,2270,2274,7706,,,,,,,
340047,01-JUL-19,30-JUN-20,Amended,NORTH CAROLINA BAPTIST HOSPITAL         ,MEDICAL CENTER BLVD                     ,,WINSTON-SALEM                           ,NC                                      ,27157-                                  ,FORSYTH                                 ,27940815,,,4962242,,,.1885,11205486,7562978,804,293464,49964,55519,225321,646.58,8189.85,,8626,8793,39579,,,,,93,1677,619
340049,01-JAN-19,31-DEC-19,As Submitted,NORTH CAROLINA SPECIALTY HOSPITAL       ,3916 BEN FRANKLIN BLVD                  ,15819                                   ,DURHAM                                  ,NC                                      ,27701                                   ,DURHAM                                  ,,,,,,,,,,18,6570,1092,71,3073,,189.92,,549,41,1608,,,,,,,
340050,01-OCT-18,30-SEP-19,As Submitted,S.E. REGL MEDICAL CENTER                ,300 W. 27TH STREET                      ,P.O. BOX                                ,LUMBERTON                               ,NC                                      ,28358-3075                              ,ROBESON                                 ,4896177,,,2069206,,,.284,2914067,1893697,246,89790,20080,13223,57730,89.24,1638.26,,3894,3801,12747,1246,,,,,,
340051,01-OCT-18,30-SEP-19,As Submitted,WATAUGA MEDICAL CENTER                  ,336 DEERFIELD ROAD                      ,2600                                    ,BOONE                                   ,NC                                      ,28607-                                  ,WATAUGA                                 ,,,,292375,,,.0809,,,95,34675,6601,1966,15155,,602,,1804,688,4318,,,,,,,
340053,01-JAN-19,31-DEC-19,Amended,PRESBYTERIAN HOSPITAL                   ,200 HAWTHORNE LANE                      ,31276                                   ,CHARLOTTE                               ,NC                                      ,28231-1726                              ,MECKLENBURG                             ,,,,2879921,,,.1597,,,521,190165,34561,31348,158617,,3720.56,,6134,6098,28574,,,,2,,2409,
340060,01-JUL-19,30-JUN-20,Amended,UNC ROCKINGHAM HOSPITAL                 ,117 EAST KINGS HWY                      ,,EDEN                                    ,NC                                      ,27288-                                  ,ROCKINGHAM                              ,,,,146013,,,.1246,,,108,39528,2762,1601,9724,,286.74,,708,665,2682,,,,,,,
340061,01-JUL-19,30-JUN-20,Amended,UNIVERSITY OF NORTH CAROLINA HOSP.      ,101 MANNING DRIVE                       ,,CHAPEL HILL                             ,NC                                      ,27514                                   ,ORANGE                                  ,24065089,,,5191079,,,.221,9540326,6411102,812,293474,51223,70050,243573,713.65,8600.95,,7377,10637,34351,848,803,,22,121,2501,692
340064,01-JUL-19,30-JUN-20,Amended,WRMC HOSPITAL OPERATING CORPORATION     ,1370 WEST D STREET                      ,609                                     ,NORTH WILKESBORO                        ,NC                                      ,28659-                                  ,WILKES                                  ,,,,168874,,,.1184,,,77,28182,3333,1539,10346,,467.49,,826,634,3168,,,,,,,
340068,01-OCT-18,30-SEP-19,Amended,COLUMBUS REGIONAL HEALTHCARE SYSTEM     ,500 JEFFERSON STREET                    ,,WHITEVILLE                              ,NC                                      ,28472-                                  ,COLUMBUS                                ,,,,545629,,,.1922,,,154,56210,7954,3418,18758,,506.03,,1583,1050,4492,202,,,,,,
340069,01-OCT-18,30-SEP-19,Amended,WAKEMED RALEIGH CAMPUS                  ,3000 NEW BERN AVENUE                    ,14465                                   ,RALEIGH                                 ,NC                                      ,27620-4465                              ,WAKE                                    ,4066799,,,3721752,,,.18,2127513,688934,596,217540,43293,43323,177482,57.74,4570,,7995,10132,33669,1315,,,,135,,1549
340070,01-OCT-18,30-SEP-19,Amended,ALAMANCE REGIONAL MEDICAL CENTER        ,1240 HUFFMAN MILL ROAD                  ,202                                     ,BURLINGTON                              ,NC                                      ,27215                                   ,ALAMANCE                                ,,,,668645,,,.1282,,,176,64240,9249,7462,38961,,1297.64,,2516,2246,10818,109,,,,,869,
340071,01-OCT-18,30-SEP-19,Amended,HARNETT HEALTH SYSTEM                   ,800 TILGHMAN DRIVE                      ,1706                                    ,DUNN                                    ,NC                                      ,28334                                   ,HARNETT                                 ,1616213,,,553241,,,.2066,960986,834585,126,50857,6282,4633,18729,39.04,747.92,,1651,1536,5514,,,,,,,
340073,01-JUL-19,30-JUN-20,Amended,DUKE RALEIGH HOSPITAL                   ,3200 WAKE FOREST ROAD                   ,,RALEIGH                                 ,NC                                      ,27611-                                  ,WAKE                                    ,,,,280880,,,.0266,,,175,64050,18797,3817,48880,,1744.47,,3825,583,9921,,,,,,,
340075,01-JAN-19,31-DEC-19,As Submitted,BLUE RIDGE HEALTHCARE HOSPITALS         ,2201 SOUTH STERLING STREET              ,,MORGANTON                               ,NC                                      ,28655                                   ,BURKE                                   ,1528753,,,589819,,,.1675,530907,694815,156,56940,8282,5192,27353,29.39,1303.13,,1851,1662,6574,509,,,,,,
340084,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH ANSON                     ,2301 US HIGHWAY 74 WEST                 ,,WADESBORO                               ,NC                                      ,28170-                                  ,ANSON                                   ,,,,17524,6644,,.12,,,15,5475,434,145,1117,,116.08,,156,62,416,5,,,,,,
340085,01-JAN-19,31-DEC-19,Amended,THOMASVILLE MEDICAL CENTER              ,207 OLD LEXINGTON ROAD                  ,,THOMASVILLE                             ,NC                                      ,27360                                   ,DAVIDSON                                ,,,,162136,,,.12,,,74,27010,2788,3162,14074,,449.87,,725,1222,3697,,,,1,,648,
340087,01-OCT-18,31-JAN-19,As Submitted,THE MCDOWELL HOSPITAL                   ,430 RANKIN DRIVE                        ,,MARION                                  ,NC                                      ,28752                                   ,MC DOWELL                               ,,,,40427,,,.1176,,,49,6027,931,496,2774,,243.45,,213,179,679,,,,,,,
340087,01-FEB-19,31-JAN-20,Amended,THE MCDOWELL HOSPITAL                   ,430 RANKIN DRIVE                        ,,MARION                                  ,NC                                      ,28752                                   ,,,,,141117,,,.12,,,30,10950,2881,1907,8179,,222.01,,748,867,2341,3,,,,,,
340090,01-JUL-19,30-JUN-20,Amended,JOHNSTON HEALTH                         ,509 NORTH BRIGHTLEAF BLVD               ,,SMITHFIELD                              ,NC                                      ,27577                                   ,JOHNSTON                                ,,,,1009125,,,.1619,,,179,65514,12356,8514,37854,,1176,,3061,3304,11344,,,,,,986,
340091,01-OCT-18,30-SEP-19,Amended,THE MOSES H. CONE MEMORIAL HOSPITAL     ,1200 NORTH ELM ST                       ,,GREENSBORO                              ,NC                                      ,27401-                                  ,GUILFORD                                ,3895865,,,4048740,,,.1624,1961719,1201231,724,264260,44812,39628,201563,51.15,5569.39,,10080,10180,44883,,,,,76,2394,810
340096,01-JUL-19,30-JUN-20,As Submitted,LEXINGTON MEMORIAL HOSPITAL  INC.       ,250 HOSPITAL DRIVE                      ,,LEXINGTON                               ,NC                                      ,27292-                                  ,DAVIDSON                                ,,,,146547,,,.0963,,,70,25620,2881,1825,12315,,579.62,,807,648,3476,14,,,,,,
340097,01-OCT-18,30-SEP-19,Amended,HUGH CHATHAM MEMORIAL HOSPITAL          ,100 PARKWOOD DRIVE                      ,,ELKIN                                   ,NC                                      ,28621-                                  ,SURRY                                   ,,,,196986,,,.1087,,,81,29565,4488,1929,13158,,678.84,,1157,994,3729,76,,,,,,
340098,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH PINEVILLE                 ,10628 PARK ROAD                         ,,CHARLOTTE                               ,NC                                      ,28210-8407                              ,MECKLENBURG                             ,,,,431868,,,.0318,,,221,80665,27389,4224,75245,1.89,1503.11,,5929,1162,17229,1569,,,,27,,656
340099,01-OCT-18,30-SEP-19,Amended,VIDANT ROANOKE CHOWAN HOSPITAL          ,500 SOUTH ACADEMY STREET                ,,AHOSKIE                                 ,NC                                      ,27910                                   ,HERTFORD                                ,,,,312380,,,.12,,,70,25550,6898,2166,13459,,434.99,,1543,736,3274,,,,1,,1290,
340107,01-OCT-18,30-SEP-19,As Submitted,VIDANT EDGECOMBE HOSPITAL               ,111 HOSPITAL DRIVE                      ,,TARBORO                                 ,NC                                      ,27886                                   ,EDGECOMBE                               ,,,,488790,,,.1705,,,101,36865,6559,2695,14240,,434.13,,1400,876,3259,,,,,10,,58
340109,01-JAN-19,31-DEC-19,As Submitted,SENTARA ALBEMARLE REGL MED CTR LLC      ,1144 NORTH ROAD STREET                  ,,ELIZABETH CITY                          ,NC                                      ,27909                                   ,PASQUOTANK                              ,,,,393984,,,.0913,,,91,33215,9103,2102,18346,,545.63,,2361,809,4709,12,,,,,,
340113,01-JAN-19,31-DEC-19,Amended,CAROLINAS MEDICAL CENTER                ,1000 BLYTHE BLVD                        ,32861                                   ,CHARLOTTE                               ,NC                                      ,28232                                   ,MECKLENBURG                             ,13488736,,,9086021,,,.2404,4321147,3356934,1124,410170,70966,88698,331945,290.97,10147.97,,12344,14487,61887,3154,1247,,57,73,5149,170
340114,01-JUL-19,30-JUN-20,Amended,REX HOSPITAL                            ,4420 LAKE BOONE TRAIL                   ,,RALEIGH                                 ,NC                                      ,27607-                                  ,WAKE                                    ,,,,954089,,,.0374,,,439,160674,41705,12090,120301,,3440.62,,9176,2918,27363,,,,,,,
340115,01-OCT-18,30-SEP-19,Amended,FIRSTHEALTH MOORE REGIONAL HOSPITAL     ,35 MEMORIAL DRIVE                       ,3000                                    ,PINEHURST                               ,NC                                      ,28374-                                  ,MOORE                                   ,,,,2083772,,,.0848,,,412,150380,43732,14081,104277,,3011,,10035,4144,24349,315,,,6,36,1383,282
340116,01-OCT-18,30-SEP-19,As Submitted,FRYE REGIONAL MEDICAL CENTER            ,420 NORTH CENTER STREET                 ,,HICKORY                                 ,NC                                      ,28601                                   ,CATAWBA                                 ,,,,260241,,,.04,,,226,82490,12560,3893,31546,,1083.84,,2922,,7258,759,574,,,,2493,164
340119,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH STANLY                    ,301 YADKIN STREET                       ,,ALBEMARLE                               ,NC                                      ,28001                                   ,STANLY                                  ,,,,270569,,,.1071,,,97,35405,5487,2493,13451,,458.27,,1440,960,3616,130,,,,,423,
340120,01-OCT-18,30-SEP-19,As Submitted,DUPLIN GENERAL HOSPITAL                 ,HIGHWAY 11  NORTH MAIN STREET           ,278                                     ,KENANSVILLE                             ,NC                                      ,28349                                   ,DUPLIN                                  ,,,,196801,,,.12,,,49,17885,4702,2361,10836,,330.94,,982,931,2562,,,,2,,1000,
340123,01-OCT-18,30-SEP-19,As Submitted,RANDOLPH HOSPITAL                       ,373 NORTH FAYETTEVILLE STREET           ,,ASHEBORO                                ,NC                                      ,27204-                                  ,RANDOLPH                                ,,,,238367,,,.1252,,,145,52925,3656,3276,14511,,661.51,,994,1427,5384,97,,,,,,
340126,01-MAR-19,29-FEB-20,As Submitted,WILSON MEDICAL CENTER                   ,1705 SOUTH TARBORO STREET               ,,WILSON                                  ,NC                                      ,27893                                   ,WILSON                                  ,,,,911594,,,.1774,,,270,98820,11241,5230,25054,,719.48,,2623,1777,6414,,,,,,117,
340127,01-OCT-18,30-SEP-19,As Submitted,GRANVILLE MEDICAL CENTER                ,1010 COLLEGE STREET                     ,947                                     ,OXFORD                                  ,NC                                      ,27565-                                  ,GRANVILLE                               ,,,,139251,,,.12,,,42,15330,2404,1089,6313,,416.98,,648,596,1857,25,,,,,,
340129,01-OCT-18,30-SEP-19,As Submitted,LAKE NORMAN REGIONAL MEDICAL CENTER     ,171 FAIRVIEW RD                         ,3250                                    ,MOORESVILLE                             ,NC                                      ,28117                                   ,IREDELL                                 ,,,,141770,,,.0439,,,123,44895,5038,2050,15750,,428.78,,1434,445,5391,,,,,,,
340130,01-JAN-19,31-DEC-19,Amended,ATRIUM HEALTH UNION                     ,600 HOSPITAL DRIVE                      ,,MONROE                                  ,NC                                      ,28111                                   ,UNION                                   ,313984,,,798848,,,.13,165869,114927,182,66430,13485,6536,38639,5.75,932.99,,3043,1949,9223,547,,,,,,
340131,01-OCT-18,30-SEP-19,As Submitted,CAROLINAEAST MEDICAL CENTER             ,2000 NEUSE BOULEVARD                    ,PO BOX 12                               ,NEW BERN                                ,NC                                      ,28561                                   ,CRAVEN                                  ,,,,1005716,,,.0652,,,287,104755,34729,6258,67149,,2224.68,,6656,1496,13714,,,,,13,,282
